Repeat,Feature,Score,Tumor type,Cohort
Repeat95,WDR12,0.032573289902280145,BLCA,discovery
Repeat21,WDR12,0.013029315960912058,BLCA,discovery
Repeat49,WDR12,0.026058631921824116,BLCA,discovery
Repeat100,WDR12,0.013029315960912058,BLCA,discovery
Repeat3,LAMB1,0.019543973941368087,BLCA,discovery
Repeat48,LAMB1,0.032573289902280145,BLCA,discovery
Repeat27,LAMB1,0.019543973941368087,BLCA,discovery
Repeat88,LAMB1,0.0228013029315961,BLCA,discovery
Repeat49,LAMB1,0.016286644951140072,BLCA,discovery
Repeat26,LAMB1,0.05211726384364823,BLCA,discovery
Repeat72,LAMB1,0.019543973941368087,BLCA,discovery
Repeat13,LAMB1,0.03583061889250816,BLCA,discovery
Repeat75,LAMB1,0.019543973941368087,BLCA,discovery
Repeat94,LAMB1,0.009771986970684043,BLCA,discovery
Repeat33,LAMB1,0.016286644951140072,BLCA,discovery
Repeat76,LAMB1,0.016286644951140072,BLCA,discovery
Repeat10,LAMB1,0.019543973941368087,BLCA,discovery
Repeat32,LAMB1,0.013029315960912058,BLCA,discovery
Repeat39,LAMB1,0.006514657980456029,BLCA,discovery
Repeat91,LAMB1,0.0228013029315961,BLCA,discovery
Repeat97,LAMB1,0.02931596091205213,BLCA,discovery
Repeat77,LAMB1,0.013029315960912058,BLCA,discovery
Repeat38,LAMB1,-0.0032573289902280145,BLCA,discovery
Repeat1,LAMB1,0.032573289902280145,BLCA,discovery
Repeat47,LAMB1,0.016286644951140072,BLCA,discovery
Repeat37,LAMB1,0.032573289902280145,BLCA,discovery
Repeat79,LAMB1,0.04234527687296419,BLCA,discovery
Repeat36,LAMB1,0.019543973941368087,BLCA,discovery
Repeat34,LAMB1,0.0,BLCA,discovery
Repeat9,LAMB1,0.0,BLCA,discovery
Repeat92,LAMB1,0.05863192182410426,BLCA,discovery
Repeat78,LAMB1,0.02931596091205213,BLCA,discovery
Repeat35,LAMB1,0.019543973941368087,BLCA,discovery
Repeat40,LAMB1,0.0,BLCA,discovery
Repeat31,LAMB1,-0.009771986970683932,BLCA,discovery
Repeat41,LAMB1,0.0,BLCA,discovery
Repeat8,LAMB1,-0.0032573289902280145,BLCA,discovery
Repeat98,LAMB1,0.032573289902280145,BLCA,discovery
Repeat12,LAMB1,-0.0032573289902280145,BLCA,discovery
Repeat46,LAMB1,0.016286644951140072,BLCA,discovery
Repeat28,LAMB1,0.032573289902280145,BLCA,discovery
Repeat73,LAMB1,0.019543973941368087,BLCA,discovery
Repeat45,LAMB1,0.03583061889250816,BLCA,discovery
Repeat89,LAMB1,0.0032573289902280145,BLCA,discovery
Repeat29,LAMB1,0.02931596091205213,BLCA,discovery
Repeat74,LAMB1,-0.006514657980456029,BLCA,discovery
Repeat44,LAMB1,0.013029315960912058,BLCA,discovery
Repeat43,LAMB1,0.0032573289902280145,BLCA,discovery
Repeat80,LAMB1,0.016286644951140072,BLCA,discovery
Repeat11,LAMB1,0.0,BLCA,discovery
Repeat2,LAMB1,0.04885993485342022,BLCA,discovery
Repeat90,LAMB1,0.05863192182410426,BLCA,discovery
Repeat30,LAMB1,0.039087947882736174,BLCA,discovery
Repeat42,LAMB1,0.0456026058631922,BLCA,discovery
Repeat50,LAMB1,0.0456026058631922,BLCA,discovery
Repeat96,LAMB1,0.026058631921824116,BLCA,discovery
Repeat71,LAMB1,0.0228013029315961,BLCA,discovery
Repeat65,LAMB1,0.032573289902280145,BLCA,discovery
Repeat16,LAMB1,0.009771986970684043,BLCA,discovery
Repeat4,LAMB1,0.0032573289902280145,BLCA,discovery
Repeat66,LAMB1,0.061889250814332275,BLCA,discovery
Repeat14,LAMB1,0.055374592833876246,BLCA,discovery
Repeat53,LAMB1,0.016286644951140072,BLCA,discovery
Repeat61,LAMB1,-0.009771986970684043,BLCA,discovery
Repeat7,LAMB1,0.013029315960912058,BLCA,discovery
Repeat19,LAMB1,0.013029315960912058,BLCA,discovery
Repeat24,LAMB1,0.006514657980456029,BLCA,discovery
Repeat84,LAMB1,0.0684039087947883,BLCA,discovery
Repeat95,LAMB1,-0.009771986970684043,BLCA,discovery
Repeat100,LAMB1,0.0032573289902280145,BLCA,discovery
Repeat70,LAMB1,-0.016286644951140072,BLCA,discovery
Repeat99,LAMB1,0.04234527687296419,BLCA,discovery
Repeat62,LAMB1,0.006514657980456029,BLCA,discovery
Repeat54,LAMB1,0.032573289902280145,BLCA,discovery
Repeat60,LAMB1,0.019543973941368087,BLCA,discovery
Repeat23,LAMB1,0.006514657980456029,BLCA,discovery
Repeat58,LAMB1,0.0228013029315961,BLCA,discovery
Repeat15,LAMB1,0.019543973941368087,BLCA,discovery
Repeat68,LAMB1,0.032573289902280145,BLCA,discovery
Repeat82,LAMB1,0.0228013029315961,BLCA,discovery
Repeat22,LAMB1,0.0032573289902280145,BLCA,discovery
Repeat56,LAMB1,-0.006514657980456029,BLCA,discovery
Repeat21,LAMB1,0.013029315960912058,BLCA,discovery
Repeat85,LAMB1,0.0032573289902280145,BLCA,discovery
Repeat20,LAMB1,0.032573289902280145,BLCA,discovery
Repeat67,LAMB1,0.016286644951140072,BLCA,discovery
Repeat5,LAMB1,0.0456026058631922,BLCA,discovery
Repeat55,LAMB1,0.0,BLCA,discovery
Repeat86,LAMB1,0.032573289902280145,BLCA,discovery
Repeat59,LAMB1,0.0032573289902280145,BLCA,discovery
Repeat69,LAMB1,0.02931596091205213,BLCA,discovery
Repeat52,LAMB1,0.04885993485342022,BLCA,discovery
Repeat57,LAMB1,0.006514657980456029,BLCA,discovery
Repeat25,LAMB1,0.04885993485342022,BLCA,discovery
Repeat87,LAMB1,0.039087947882736174,BLCA,discovery
Repeat6,LAMB1,0.03583061889250816,BLCA,discovery
Repeat17,LAMB1,0.02931596091205213,BLCA,discovery
Repeat51,LAMB1,-0.006514657980456029,BLCA,discovery
Repeat63,LAMB1,0.019543973941368087,BLCA,discovery
Repeat93,LAMB1,0.05863192182410426,BLCA,discovery
Repeat64,LAMB1,0.04885993485342022,BLCA,discovery
Repeat81,LAMB1,0.016286644951140072,BLCA,discovery
Repeat18,LAMB1,0.0,BLCA,discovery
Repeat83,LAMB1,0.039087947882736174,BLCA,discovery
Repeat94,CPQ,0.032573289902280145,BLCA,discovery
Repeat34,SOD1,0.016286644951140072,BLCA,discovery
Repeat90,SOD1,0.019543973941368087,BLCA,discovery
Repeat85,CPQ,0.009771986970684043,BLCA,discovery
Repeat78,SOD1,0.016286644951140072,BLCA,discovery
Repeat41,CPQ,0.009771986970684043,BLCA,discovery
Repeat59,CPQ,0.016286644951140072,BLCA,discovery
Repeat83,SOD1,0.016286644951140072,BLCA,discovery
Repeat31,SOD1,0.0456026058631922,BLCA,discovery
Repeat80,CPQ,0.0032573289902280145,BLCA,discovery
Repeat67,CPQ,0.013029315960912058,BLCA,discovery
Repeat82,SOD1,0.02931596091205213,BLCA,discovery
Repeat95,SOD1,0.016286644951140072,BLCA,discovery
Repeat76,CPQ,0.02931596091205213,BLCA,discovery
Repeat35,CPQ,0.009771986970684043,BLCA,discovery
Repeat20,SOD1,0.026058631921824116,BLCA,discovery
Repeat40,SOD1,0.016286644951140072,BLCA,discovery
Repeat59,SOD1,0.016286644951140072,BLCA,discovery
Repeat10,SOD1,0.013029315960912058,BLCA,discovery
Repeat16,CPQ,0.02931596091205213,BLCA,discovery
Repeat18,CPQ,0.0228013029315961,BLCA,discovery
Repeat60,CPQ,0.0032573289902280145,BLCA,discovery
Repeat35,SOD1,0.009771986970684043,BLCA,discovery
Repeat64,CPQ,0.039087947882736174,BLCA,discovery
Repeat21,SOD1,0.016286644951140072,BLCA,discovery
Repeat30,SOD1,0.032573289902280145,BLCA,discovery
Repeat5,CPQ,0.032573289902280145,BLCA,discovery
Repeat9,CPQ,0.019543973941368087,BLCA,discovery
Repeat11,CPQ,0.03583061889250816,BLCA,discovery
Repeat58,CPQ,0.013029315960912058,BLCA,discovery
Repeat42,CPQ,0.0228013029315961,BLCA,discovery
Repeat15,SOD1,0.026058631921824116,BLCA,discovery
Repeat98,CPQ,0.026058631921824116,BLCA,discovery
Repeat64,SOD1,0.039087947882736174,BLCA,discovery
Repeat75,SOD1,0.0032573289902280145,BLCA,discovery
Repeat97,CPQ,0.013029315960912058,BLCA,discovery
Repeat57,SOD1,0.013029315960912058,BLCA,discovery
Repeat2,CPQ,0.016286644951140072,BLCA,discovery
Repeat68,CPQ,0.019543973941368087,BLCA,discovery
Repeat95,CPQ,0.016286644951140072,BLCA,discovery
Repeat67,SOD1,0.013029315960912058,BLCA,discovery
Repeat31,CPQ,0.0456026058631922,BLCA,discovery
Repeat40,CPQ,0.016286644951140072,BLCA,discovery
Repeat58,SOD1,0.013029315960912058,BLCA,discovery
Repeat41,SOD1,0.009771986970684043,BLCA,discovery
Repeat21,CPQ,0.016286644951140072,BLCA,discovery
Repeat63,CPQ,0.02931596091205213,BLCA,discovery
Repeat20,CPQ,0.026058631921824116,BLCA,discovery
Repeat66,SOD1,0.019543973941368087,BLCA,discovery
Repeat78,CPQ,0.016286644951140072,BLCA,discovery
Repeat36,SOD1,0.0228013029315961,BLCA,discovery
Repeat91,SOD1,0.013029315960912058,BLCA,discovery
Repeat97,SOD1,0.013029315960912058,BLCA,discovery
Repeat33,CPQ,0.03583061889250816,BLCA,discovery
Repeat34,CPQ,0.016286644951140072,BLCA,discovery
Repeat61,SOD1,0.02931596091205213,BLCA,discovery
Repeat38,CPQ,0.0032573289902280145,BLCA,discovery
Repeat19,CPQ,0.006514657980456029,BLCA,discovery
Repeat84,CPQ,0.019543973941368087,BLCA,discovery
Repeat6,CPQ,0.04234527687296419,BLCA,discovery
Repeat62,CPQ,0.009771986970684043,BLCA,discovery
Repeat77,SOD1,0.013029315960912058,BLCA,discovery
Repeat65,SOD1,0.0456026058631922,BLCA,discovery
Repeat9,SOD1,0.019543973941368087,BLCA,discovery
Repeat37,SOD1,0.0228013029315961,BLCA,discovery
Repeat33,SOD1,0.03583061889250816,BLCA,discovery
Repeat6,SOD1,0.04234527687296419,BLCA,discovery
Repeat83,CPQ,0.016286644951140072,BLCA,discovery
Repeat62,SOD1,0.009771986970684043,BLCA,discovery
Repeat17,CPQ,0.009771986970684043,BLCA,discovery
Repeat92,SOD1,-0.006514657980456029,BLCA,discovery
Repeat37,CPQ,0.0228013029315961,BLCA,discovery
Repeat18,SOD1,0.0228013029315961,BLCA,discovery
Repeat38,SOD1,0.0032573289902280145,BLCA,discovery
Repeat65,CPQ,0.0456026058631922,BLCA,discovery
Repeat32,CPQ,0.02931596091205213,BLCA,discovery
Repeat10,CPQ,0.013029315960912058,BLCA,discovery
Repeat92,CPQ,-0.006514657980456029,BLCA,discovery
Repeat76,SOD1,0.02931596091205213,BLCA,discovery
Repeat36,CPQ,0.0228013029315961,BLCA,discovery
Repeat5,SOD1,0.032573289902280145,BLCA,discovery
Repeat39,SOD1,0.0032573289902280145,BLCA,discovery
Repeat91,CPQ,0.013029315960912058,BLCA,discovery
Repeat84,SOD1,0.019543973941368087,BLCA,discovery
Repeat60,SOD1,0.0032573289902280145,BLCA,discovery
Repeat99,CPQ,0.013029315960912058,BLCA,discovery
Repeat8,SOD1,0.039087947882736174,BLCA,discovery
Repeat79,CPQ,0.009771986970684043,BLCA,discovery
Repeat63,SOD1,0.02931596091205213,BLCA,discovery
Repeat79,SOD1,0.009771986970684043,BLCA,discovery
Repeat1,CPQ,0.032573289902280145,BLCA,discovery
Repeat32,SOD1,0.02931596091205213,BLCA,discovery
Repeat39,CPQ,0.0032573289902280145,BLCA,discovery
Repeat100,CPQ,0.03583061889250816,BLCA,discovery
Repeat77,CPQ,0.013029315960912058,BLCA,discovery
Repeat61,CPQ,0.02931596091205213,BLCA,discovery
Repeat75,CPQ,0.0032573289902280145,BLCA,discovery
Repeat1,SOD1,0.032573289902280145,BLCA,discovery
Repeat16,SOD1,0.02931596091205213,BLCA,discovery
Repeat66,CPQ,0.019543973941368087,BLCA,discovery
Repeat19,SOD1,0.006514657980456029,BLCA,discovery
Repeat42,SOD1,0.0228013029315961,BLCA,discovery
Repeat94,SOD1,0.032573289902280145,BLCA,discovery
Repeat49,CPQ,0.026058631921824116,BLCA,discovery
Repeat53,SOD1,0.026058631921824116,BLCA,discovery
Repeat90,CPQ,0.019543973941368087,BLCA,discovery
Repeat73,CPQ,0.02931596091205213,BLCA,discovery
Repeat46,SOD1,0.026058631921824116,BLCA,discovery
Repeat72,CPQ,0.032573289902280145,BLCA,discovery
Repeat51,SOD1,0.0032573289902280145,BLCA,discovery
Repeat54,CPQ,0.026058631921824116,BLCA,discovery
Repeat69,SOD1,0.02931596091205213,BLCA,discovery
Repeat23,SOD1,0.009771986970684043,BLCA,discovery
Repeat14,SOD1,0.016286644951140072,BLCA,discovery
Repeat46,CPQ,0.026058631921824116,BLCA,discovery
Repeat24,CPQ,0.026058631921824116,BLCA,discovery
Repeat73,SOD1,0.02931596091205213,BLCA,discovery
Repeat13,CPQ,0.026058631921824116,BLCA,discovery
Repeat88,CPQ,0.016286644951140072,BLCA,discovery
Repeat28,SOD1,0.0228013029315961,BLCA,discovery
Repeat89,CPQ,0.03583061889250816,BLCA,discovery
Repeat86,SOD1,0.026058631921824116,BLCA,discovery
Repeat54,SOD1,0.026058631921824116,BLCA,discovery
Repeat12,CPQ,0.032573289902280145,BLCA,discovery
Repeat99,SOD1,0.013029315960912058,BLCA,discovery
Repeat26,SOD1,0.032573289902280145,BLCA,discovery
Repeat28,CPQ,0.0228013029315961,BLCA,discovery
Repeat96,CPQ,0.013029315960912058,BLCA,discovery
Repeat81,CPQ,0.0032573289902280145,BLCA,discovery
Repeat27,SOD1,0.032573289902280145,BLCA,discovery
Repeat70,SOD1,-0.0032573289902280145,BLCA,discovery
Repeat4,CPQ,0.016286644951140072,BLCA,discovery
Repeat48,CPQ,0.0228013029315961,BLCA,discovery
Repeat52,SOD1,0.019543973941368087,BLCA,discovery
Repeat27,CPQ,0.032573289902280145,BLCA,discovery
Repeat14,CPQ,0.016286644951140072,BLCA,discovery
Repeat88,SOD1,0.016286644951140072,BLCA,discovery
Repeat24,SOD1,0.026058631921824116,BLCA,discovery
Repeat72,SOD1,0.032573289902280145,BLCA,discovery
Repeat87,CPQ,0.019543973941368087,BLCA,discovery
Repeat96,SOD1,0.013029315960912058,BLCA,discovery
Repeat3,CPQ,0.006514657980456029,BLCA,discovery
Repeat81,SOD1,0.0032573289902280145,BLCA,discovery
Repeat47,SOD1,0.026058631921824116,BLCA,discovery
Repeat52,CPQ,0.019543973941368087,BLCA,discovery
Repeat48,SOD1,0.0228013029315961,BLCA,discovery
Repeat70,CPQ,-0.0032573289902280145,BLCA,discovery
Repeat53,CPQ,0.026058631921824116,BLCA,discovery
Repeat12,SOD1,0.032573289902280145,BLCA,discovery
Repeat93,SOD1,0.006514657980456029,BLCA,discovery
Repeat25,CPQ,0.019543973941368087,BLCA,discovery
Repeat47,CPQ,0.026058631921824116,BLCA,discovery
Repeat93,CPQ,0.006514657980456029,BLCA,discovery
Repeat45,SOD1,0.02931596091205213,BLCA,discovery
Repeat55,CPQ,0.019543973941368087,BLCA,discovery
Repeat3,SOD1,0.006514657980456029,BLCA,discovery
Repeat56,CPQ,0.026058631921824116,BLCA,discovery
Repeat100,SOD1,0.03583061889250816,BLCA,discovery
Repeat44,CPQ,0.019543973941368087,BLCA,discovery
Repeat22,SOD1,0.019543973941368087,BLCA,discovery
Repeat13,SOD1,0.026058631921824116,BLCA,discovery
Repeat74,SOD1,-0.006514657980456029,BLCA,discovery
Repeat2,SOD1,0.016286644951140072,BLCA,discovery
Repeat7,CPQ,0.019543973941368087,BLCA,discovery
Repeat7,SOD1,0.019543973941368087,BLCA,discovery
Repeat11,SOD1,0.03583061889250816,BLCA,discovery
Repeat43,SOD1,0.016286644951140072,BLCA,discovery
Repeat50,CPQ,0.039087947882736174,BLCA,discovery
Repeat15,CPQ,0.026058631921824116,BLCA,discovery
Repeat56,SOD1,0.026058631921824116,BLCA,discovery
Repeat68,SOD1,0.019543973941368087,BLCA,discovery
Repeat22,CPQ,0.019543973941368087,BLCA,discovery
Repeat57,CPQ,0.013029315960912058,BLCA,discovery
Repeat26,CPQ,0.032573289902280145,BLCA,discovery
Repeat30,CPQ,0.032573289902280145,BLCA,discovery
Repeat50,SOD1,0.039087947882736174,BLCA,discovery
Repeat71,SOD1,0.009771986970684043,BLCA,discovery
Repeat43,CPQ,0.016286644951140072,BLCA,discovery
Repeat85,SOD1,0.009771986970684043,BLCA,discovery
Repeat86,CPQ,0.026058631921824116,BLCA,discovery
Repeat29,SOD1,0.0228013029315961,BLCA,discovery
Repeat98,SOD1,0.026058631921824116,BLCA,discovery
Repeat74,CPQ,-0.006514657980456029,BLCA,discovery
Repeat51,CPQ,0.0032573289902280145,BLCA,discovery
Repeat23,CPQ,0.009771986970684043,BLCA,discovery
Repeat29,CPQ,0.0228013029315961,BLCA,discovery
Repeat4,SOD1,0.016286644951140072,BLCA,discovery
Repeat25,SOD1,0.019543973941368087,BLCA,discovery
Repeat80,SOD1,0.0032573289902280145,BLCA,discovery
Repeat82,CPQ,0.02931596091205213,BLCA,discovery
Repeat69,CPQ,0.02931596091205213,BLCA,discovery
Repeat71,CPQ,0.009771986970684043,BLCA,discovery
Repeat45,CPQ,0.02931596091205213,BLCA,discovery
Repeat44,SOD1,0.019543973941368087,BLCA,discovery
Repeat89,SOD1,0.03583061889250816,BLCA,discovery
Repeat49,SOD1,0.026058631921824116,BLCA,discovery
Repeat87,SOD1,0.019543973941368087,BLCA,discovery
Repeat17,SOD1,0.009771986970684043,BLCA,discovery
Repeat8,CPQ,0.039087947882736174,BLCA,discovery
Repeat55,SOD1,0.019543973941368087,BLCA,discovery
Repeat65,PSEN1,0.02931596091205213,BLCA,discovery
Repeat62,PSEN1,0.016286644951140072,BLCA,discovery
Repeat64,PSEN1,0.0228013029315961,BLCA,discovery
Repeat63,PSEN1,0.009771986970684043,BLCA,discovery
Repeat71,PSEN1,0.006514657980456029,BLCA,discovery
Repeat87,PSEN1,0.019543973941368087,BLCA,discovery
Repeat78,PSEN1,0.026058631921824116,BLCA,discovery
Repeat48,PSEN1,0.013029315960912058,BLCA,discovery
Repeat96,PSEN1,0.009771986970684043,BLCA,discovery
Repeat36,PSEN1,0.009771986970684043,BLCA,discovery
Repeat94,PSEN1,0.032573289902280145,BLCA,discovery
Repeat35,PSEN1,0.026058631921824116,BLCA,discovery
Repeat51,PSEN1,0.0228013029315961,BLCA,discovery
Repeat81,PSEN1,0.013029315960912058,BLCA,discovery
Repeat49,PSEN1,0.019543973941368087,BLCA,discovery
Repeat52,PSEN1,0.04234527687296419,BLCA,discovery
Repeat85,PSEN1,0.013029315960912058,BLCA,discovery
Repeat72,PSEN1,0.0,BLCA,discovery
Repeat95,PSEN1,0.016286644951140072,BLCA,discovery
Repeat40,PSEN1,0.019543973941368087,BLCA,discovery
Repeat80,PSEN1,0.009771986970684043,BLCA,discovery
Repeat59,PSEN1,0.019543973941368087,BLCA,discovery
Repeat89,PSEN1,0.016286644951140072,BLCA,discovery
Repeat82,PSEN1,0.013029315960912058,BLCA,discovery
Repeat55,PSEN1,0.016286644951140072,BLCA,discovery
Repeat44,PSEN1,0.019543973941368087,BLCA,discovery
Repeat41,PSEN1,0.013029315960912058,BLCA,discovery
Repeat67,PSEN1,0.0228013029315961,BLCA,discovery
Repeat58,PSEN1,0.019543973941368087,BLCA,discovery
Repeat74,PSEN1,0.009771986970684043,BLCA,discovery
Repeat90,PSEN1,0.026058631921824116,BLCA,discovery
Repeat56,PSEN1,0.019543973941368087,BLCA,discovery
Repeat43,PSEN1,0.0228013029315961,BLCA,discovery
Repeat42,PSEN1,0.016286644951140072,BLCA,discovery
Repeat75,PSEN1,0.019543973941368087,BLCA,discovery
Repeat68,PSEN1,0.009771986970684043,BLCA,discovery
Repeat50,PSEN1,0.016286644951140072,BLCA,discovery
Repeat57,PSEN1,0.019543973941368087,BLCA,discovery
Repeat86,PSEN1,0.026058631921824116,BLCA,discovery
Repeat45,PSEN1,0.02931596091205213,BLCA,discovery
Repeat37,PSEN1,0.02931596091205213,BLCA,discovery
Repeat76,PSEN1,0.019543973941368087,BLCA,discovery
Repeat97,PSEN1,0.016286644951140072,BLCA,discovery
Repeat88,PSEN1,0.016286644951140072,BLCA,discovery
Repeat70,PSEN1,0.013029315960912058,BLCA,discovery
Repeat77,PSEN1,0.026058631921824116,BLCA,discovery
Repeat47,PSEN1,0.026058631921824116,BLCA,discovery
Repeat61,PSEN1,0.0,BLCA,discovery
Repeat79,PSEN1,0.032573289902280145,BLCA,discovery
Repeat93,PSEN1,0.019543973941368087,BLCA,discovery
Repeat38,PSEN1,0.019543973941368087,BLCA,discovery
Repeat91,PSEN1,0.0228013029315961,BLCA,discovery
Repeat53,PSEN1,0.019543973941368087,BLCA,discovery
Repeat84,PSEN1,0.02931596091205213,BLCA,discovery
Repeat46,PSEN1,0.026058631921824116,BLCA,discovery
Repeat39,PSEN1,0.026058631921824116,BLCA,discovery
Repeat73,PSEN1,0.026058631921824116,BLCA,discovery
Repeat54,PSEN1,0.009771986970684043,BLCA,discovery
Repeat60,PSEN1,0.026058631921824116,BLCA,discovery
Repeat66,PSEN1,-0.006514657980456029,BLCA,discovery
Repeat69,PSEN1,0.026058631921824116,BLCA,discovery
Repeat83,PSEN1,0.016286644951140072,BLCA,discovery
Repeat92,PSEN1,0.02931596091205213,BLCA,discovery
Repeat100,PSEN1,0.026058631921824116,BLCA,discovery
Repeat12,PSEN1,0.03583061889250816,BLCA,discovery
Repeat3,PSEN1,0.0228013029315961,BLCA,discovery
Repeat31,PSEN1,0.006514657980456029,BLCA,discovery
Repeat34,PSEN1,0.032573289902280145,BLCA,discovery
Repeat32,PSEN1,0.016286644951140072,BLCA,discovery
Repeat19,PSEN1,0.016286644951140072,BLCA,discovery
Repeat13,PSEN1,0.013029315960912058,BLCA,discovery
Repeat98,PSEN1,0.03583061889250816,BLCA,discovery
Repeat4,PSEN1,0.026058631921824116,BLCA,discovery
Repeat30,PSEN1,-0.0032573289902280145,BLCA,discovery
Repeat26,PSEN1,0.0228013029315961,BLCA,discovery
Repeat20,PSEN1,0.013029315960912058,BLCA,discovery
Repeat5,PSEN1,0.016286644951140072,BLCA,discovery
Repeat27,PSEN1,0.0228013029315961,BLCA,discovery
Repeat25,PSEN1,-0.0032573289902280145,BLCA,discovery
Repeat11,PSEN1,0.013029315960912058,BLCA,discovery
Repeat6,PSEN1,0.016286644951140072,BLCA,discovery
Repeat21,PSEN1,0.016286644951140072,BLCA,discovery
Repeat24,PSEN1,0.02931596091205213,BLCA,discovery
Repeat10,PSEN1,0.0228013029315961,BLCA,discovery
Repeat7,PSEN1,0.009771986970684043,BLCA,discovery
Repeat22,PSEN1,0.009771986970684043,BLCA,discovery
Repeat9,PSEN1,0.009771986970684043,BLCA,discovery
Repeat8,PSEN1,0.016286644951140072,BLCA,discovery
Repeat23,PSEN1,0.019543973941368087,BLCA,discovery
Repeat14,PSEN1,0.009771986970684043,BLCA,discovery
Repeat33,PSEN1,0.006514657980456029,BLCA,discovery
Repeat2,PSEN1,0.013029315960912058,BLCA,discovery
Repeat17,PSEN1,0.03583061889250816,BLCA,discovery
Repeat16,PSEN1,0.026058631921824116,BLCA,discovery
Repeat99,PSEN1,0.019543973941368087,BLCA,discovery
Repeat29,PSEN1,0.032573289902280145,BLCA,discovery
Repeat15,PSEN1,0.013029315960912058,BLCA,discovery
Repeat1,PSEN1,0.032573289902280145,BLCA,discovery
Repeat18,PSEN1,0.0,BLCA,discovery
Repeat28,PSEN1,0.016286644951140072,BLCA,discovery
Repeat95,YWHAE,0.032573289902280145,BLCA,discovery
Repeat76,YWHAE,0.006514657980456029,BLCA,discovery
Repeat66,YWHAE,0.0032573289902280145,BLCA,discovery
Repeat10,YWHAE,0.026058631921824116,BLCA,discovery
Repeat21,YWHAE,0.0228013029315961,BLCA,discovery
Repeat75,YWHAE,0.04234527687296419,BLCA,discovery
Repeat57,YWHAE,0.006514657980456029,BLCA,discovery
Repeat31,YWHAE,-0.0032573289902280145,BLCA,discovery
Repeat56,YWHAE,0.006514657980456029,BLCA,discovery
Repeat14,YWHAE,0.026058631921824116,BLCA,discovery
Repeat30,YWHAE,0.032573289902280145,BLCA,discovery
Repeat74,YWHAE,0.016286644951140072,BLCA,discovery
Repeat64,YWHAE,0.0228013029315961,BLCA,discovery
Repeat9,YWHAE,0.0,BLCA,discovery
Repeat77,YWHAE,0.019543973941368087,BLCA,discovery
Repeat55,YWHAE,0.009771986970684043,BLCA,discovery
Repeat22,YWHAE,-0.006514657980456029,BLCA,discovery
Repeat78,YWHAE,0.016286644951140072,BLCA,discovery
Repeat54,YWHAE,0.009771986970684043,BLCA,discovery
Repeat37,YWHAE,0.009771986970684043,BLCA,discovery
Repeat65,YWHAE,0.016286644951140072,BLCA,discovery
Repeat16,YWHAE,0.0032573289902280145,BLCA,discovery
Repeat41,YWHAE,0.02931596091205213,BLCA,discovery
Repeat11,YWHAE,0.016286644951140072,BLCA,discovery
Repeat17,YWHAE,0.0,BLCA,discovery
Repeat12,YWHAE,0.019543973941368087,BLCA,discovery
Repeat18,YWHAE,0.0032573289902280145,BLCA,discovery
Repeat68,YWHAE,0.026058631921824116,BLCA,discovery
Repeat62,YWHAE,0.019543973941368087,BLCA,discovery
Repeat70,YWHAE,-0.009771986970684043,BLCA,discovery
Repeat61,YWHAE,0.0228013029315961,BLCA,discovery
Repeat44,YWHAE,0.02931596091205213,BLCA,discovery
Repeat13,YWHAE,0.0,BLCA,discovery
Repeat71,YWHAE,0.013029315960912058,BLCA,discovery
Repeat60,YWHAE,0.009771986970684043,BLCA,discovery
Repeat19,YWHAE,0.04234527687296419,BLCA,discovery
Repeat94,YWHAE,0.0032573289902280145,BLCA,discovery
Repeat67,YWHAE,0.013029315960912058,BLCA,discovery
Repeat63,YWHAE,0.032573289902280145,BLCA,discovery
Repeat59,YWHAE,0.02931596091205213,BLCA,discovery
Repeat99,YWHAE,0.013029315960912058,BLCA,discovery
Repeat72,YWHAE,0.013029315960912058,BLCA,discovery
Repeat40,YWHAE,0.013029315960912058,BLCA,discovery
Repeat32,YWHAE,0.03583061889250816,BLCA,discovery
Repeat20,YWHAE,0.0228013029315961,BLCA,discovery
Repeat15,YWHAE,0.019543973941368087,BLCA,discovery
Repeat38,YWHAE,0.016286644951140072,BLCA,discovery
Repeat73,YWHAE,0.016286644951140072,BLCA,discovery
Repeat58,YWHAE,0.016286644951140072,BLCA,discovery
Repeat69,YWHAE,0.026058631921824116,BLCA,discovery
Repeat39,YWHAE,-0.0032573289902280145,BLCA,discovery
Repeat93,YWHAE,0.0,BLCA,discovery
Repeat98,YWHAE,0.03583061889250816,BLCA,discovery
Repeat5,YWHAE,0.016286644951140072,BLCA,discovery
Repeat84,YWHAE,0.026058631921824116,BLCA,discovery
Repeat25,YWHAE,0.0032573289902280145,BLCA,discovery
Repeat85,YWHAE,0.026058631921824116,BLCA,discovery
Repeat8,YWHAE,0.009771986970684043,BLCA,discovery
Repeat4,YWHAE,0.0228013029315961,BLCA,discovery
Repeat86,YWHAE,0.006514657980456029,BLCA,discovery
Repeat26,YWHAE,0.02931596091205213,BLCA,discovery
Repeat48,YWHAE,0.02931596091205213,BLCA,discovery
Repeat3,YWHAE,0.009771986970684043,BLCA,discovery
Repeat87,YWHAE,0.013029315960912058,BLCA,discovery
Repeat43,YWHAE,0.016286644951140072,BLCA,discovery
Repeat47,YWHAE,0.032573289902280145,BLCA,discovery
Repeat88,YWHAE,0.0228013029315961,BLCA,discovery
Repeat29,YWHAE,0.032573289902280145,BLCA,discovery
Repeat27,YWHAE,0.0228013029315961,BLCA,discovery
