Repeat,Feature,Score,Tumor type,Cohort
Repeat81,CALR,-0.005050505050504972,BLCA,validation
Repeat32,CALR,0.02020202020202022,BLCA,validation
Repeat50,CALR,0.005050505050505083,BLCA,validation
Repeat8,CALR,1.1102230246251565e-16,BLCA,validation
Repeat46,CALR,0.005050505050505194,BLCA,validation
Repeat22,CALR,0.015151515151515249,BLCA,validation
Repeat33,CALR,0.015151515151515249,BLCA,validation
Repeat80,CALR,1.1102230246251565e-16,BLCA,validation
Repeat67,CALR,0.015151515151515249,BLCA,validation
Repeat14,CALR,0.025252525252525304,BLCA,validation
Repeat97,CALR,0.02020202020202022,BLCA,validation
Repeat89,CALR,1.1102230246251565e-16,BLCA,validation
Repeat18,CALR,0.0,BLCA,validation
Repeat51,CALR,0.03535353535353547,BLCA,validation
Repeat66,CALR,0.010101010101010166,BLCA,validation
Repeat82,CALR,0.010101010101010277,BLCA,validation
Repeat74,CALR,0.02020202020202022,BLCA,validation
Repeat92,CALR,0.005050505050505083,BLCA,validation
Repeat63,CALR,0.015151515151515249,BLCA,validation
Repeat37,CALR,0.02020202020202022,BLCA,validation
Repeat56,CALR,0.015151515151515249,BLCA,validation
Repeat55,CALR,1.1102230246251565e-16,BLCA,validation
Repeat41,CALR,0.015151515151515249,BLCA,validation
Repeat84,CALR,0.005050505050505194,BLCA,validation
Repeat27,CALR,0.030303030303030387,BLCA,validation
Repeat10,CALR,0.030303030303030387,BLCA,validation
Repeat2,CALR,0.010101010101010166,BLCA,validation
Repeat59,CALR,0.005050505050505194,BLCA,validation
Repeat11,CALR,0.005050505050505194,BLCA,validation
Repeat60,CALR,0.010101010101010166,BLCA,validation
Repeat86,CALR,0.015151515151515249,BLCA,validation
Repeat85,CALR,0.025252525252525415,BLCA,validation
Repeat28,CALR,1.1102230246251565e-16,BLCA,validation
Repeat58,CALR,0.005050505050505083,BLCA,validation
Repeat42,CALR,0.010101010101010166,BLCA,validation
Repeat29,CALR,0.005050505050505083,BLCA,validation
Repeat57,CALR,-0.010101010101009944,BLCA,validation
Repeat17,CALR,1.1102230246251565e-16,BLCA,validation
Repeat30,CALR,0.0,BLCA,validation
Repeat68,CALR,0.025252525252525415,BLCA,validation
Repeat83,CALR,0.005050505050505083,BLCA,validation
Repeat53,CALR,0.010101010101010277,BLCA,validation
Repeat25,CALR,-0.010101010101009944,BLCA,validation
Repeat76,CALR,0.0,BLCA,validation
Repeat40,CALR,0.005050505050505083,BLCA,validation
Repeat31,CALR,1.1102230246251565e-16,BLCA,validation
Repeat62,CALR,0.010101010101010166,BLCA,validation
Repeat45,CALR,0.010101010101010166,BLCA,validation
Repeat54,CALR,0.010101010101010277,BLCA,validation
Repeat75,CALR,0.010101010101010166,BLCA,validation
Repeat26,CALR,0.015151515151515249,BLCA,validation
Repeat12,CALR,0.005050505050505194,BLCA,validation
Repeat61,CALR,0.010101010101010277,BLCA,validation
Repeat87,CALR,0.005050505050505083,BLCA,validation
Repeat94,CALR,0.015151515151515249,BLCA,validation
Repeat98,CALR,0.04040404040404055,BLCA,validation
Repeat99,CALR,-0.010101010101009944,BLCA,validation
Repeat93,CALR,0.010101010101010166,BLCA,validation
Repeat77,CALR,-0.005050505050504972,BLCA,validation
Repeat91,CALR,0.010101010101010166,BLCA,validation
Repeat71,CALR,0.005050505050505083,BLCA,validation
Repeat72,CALR,-0.005050505050504972,BLCA,validation
Repeat20,CALR,-0.010101010101009944,BLCA,validation
Repeat90,CALR,0.005050505050505194,BLCA,validation
Repeat15,CALR,0.010101010101010166,BLCA,validation
Repeat78,CALR,0.015151515151515249,BLCA,validation
Repeat100,CALR,-0.005050505050504972,BLCA,validation
Repeat79,CALR,0.005050505050505083,BLCA,validation
Repeat48,CALR,0.005050505050505194,BLCA,validation
Repeat21,CALR,0.025252525252525304,BLCA,validation
Repeat69,CALR,0.010101010101010166,BLCA,validation
Repeat49,CALR,0.02020202020202022,BLCA,validation
Repeat19,CALR,0.020202020202020332,BLCA,validation
Repeat4,CALR,0.020202020202020332,BLCA,validation
Repeat47,CALR,0.015151515151515249,BLCA,validation
Repeat70,CALR,0.02020202020202022,BLCA,validation
Repeat1,CALR,0.010101010101010166,BLCA,validation
Repeat34,CALR,0.045454545454545525,BLCA,validation
Repeat96,CALR,1.1102230246251565e-16,BLCA,validation
Repeat73,CALR,0.03535353535353547,BLCA,validation
Repeat6,CALR,0.010101010101010166,BLCA,validation
Repeat35,CALR,0.015151515151515249,BLCA,validation
Repeat7,CALR,0.010101010101010277,BLCA,validation
Repeat38,CALR,0.010101010101010166,BLCA,validation
Repeat95,CALR,0.02020202020202022,BLCA,validation
Repeat15,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat96,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat94,HNRNPA2B1,0.0,BLCA,validation
Repeat20,HNRNPA2B1,0.0,BLCA,validation
Repeat31,HNRNPA2B1,0.0,BLCA,validation
Repeat59,HNRNPA2B1,0.0,BLCA,validation
Repeat93,HNRNPA2B1,0.0,BLCA,validation
Repeat70,HNRNPA2B1,0.0,BLCA,validation
Repeat78,HNRNPA2B1,0.0,BLCA,validation
Repeat48,HNRNPA2B1,0.0,BLCA,validation
Repeat82,HNRNPA2B1,0.0,BLCA,validation
Repeat27,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat45,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat34,HNRNPA2B1,0.0,BLCA,validation
Repeat74,HNRNPA2B1,0.0,BLCA,validation
Repeat41,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat63,HNRNPA2B1,0.0,BLCA,validation
Repeat11,HNRNPA2B1,0.0,BLCA,validation
Repeat9,HNRNPA2B1,0.0,BLCA,validation
Repeat99,HNRNPA2B1,0.0,BLCA,validation
Repeat42,HNRNPA2B1,0.0,BLCA,validation
Repeat35,HNRNPA2B1,0.0,BLCA,validation
Repeat5,HNRNPA2B1,0.0,BLCA,validation
Repeat92,HNRNPA2B1,0.0,BLCA,validation
Repeat71,HNRNPA2B1,0.0,BLCA,validation
Repeat1,HNRNPA2B1,0.0,BLCA,validation
Repeat30,HNRNPA2B1,0.0,BLCA,validation
Repeat26,HNRNPA2B1,0.0,BLCA,validation
Repeat7,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat54,HNRNPA2B1,0.0,BLCA,validation
Repeat61,HNRNPA2B1,0.0,BLCA,validation
Repeat100,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat43,HNRNPA2B1,0.005050505050505083,BLCA,validation
Repeat83,HNRNPA2B1,0.0,BLCA,validation
Repeat87,HNRNPA2B1,0.005050505050505083,BLCA,validation
Repeat33,HNRNPA2B1,0.0,BLCA,validation
Repeat19,HNRNPA2B1,0.0,BLCA,validation
Repeat17,HNRNPA2B1,0.0,BLCA,validation
Repeat39,HNRNPA2B1,0.0,BLCA,validation
Repeat98,HNRNPA2B1,0.005050505050505083,BLCA,validation
Repeat12,HNRNPA2B1,0.0,BLCA,validation
Repeat40,HNRNPA2B1,0.0,BLCA,validation
Repeat36,HNRNPA2B1,0.0,BLCA,validation
Repeat84,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat55,HNRNPA2B1,0.0,BLCA,validation
Repeat62,HNRNPA2B1,0.0,BLCA,validation
Repeat53,HNRNPA2B1,0.0,BLCA,validation
Repeat25,HNRNPA2B1,0.0,BLCA,validation
Repeat38,HNRNPA2B1,0.0,BLCA,validation
Repeat24,HNRNPA2B1,0.005050505050505083,BLCA,validation
Repeat77,HNRNPA2B1,0.0,BLCA,validation
Repeat23,HNRNPA2B1,0.0,BLCA,validation
Repeat51,HNRNPA2B1,0.0,BLCA,validation
Repeat91,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat72,HNRNPA2B1,0.0,BLCA,validation
Repeat69,HNRNPA2B1,0.0,BLCA,validation
Repeat2,HNRNPA2B1,0.0,BLCA,validation
Repeat75,HNRNPA2B1,0.0,BLCA,validation
Repeat66,HNRNPA2B1,0.0,BLCA,validation
Repeat21,HNRNPA2B1,0.0,BLCA,validation
Repeat47,HNRNPA2B1,0.0,BLCA,validation
Repeat49,HNRNPA2B1,0.0,BLCA,validation
Repeat3,HNRNPA2B1,0.0,BLCA,validation
Repeat14,HNRNPA2B1,0.005050505050505083,BLCA,validation
Repeat46,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat56,HNRNPA2B1,0.0,BLCA,validation
Repeat80,HNRNPA2B1,0.005050505050505083,BLCA,validation
Repeat85,HNRNPA2B1,0.0,BLCA,validation
Repeat89,HNRNPA2B1,0.005050505050505083,BLCA,validation
Repeat28,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat8,HNRNPA2B1,0.0,BLCA,validation
Repeat29,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat79,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat67,HNRNPA2B1,0.005050505050505083,BLCA,validation
Repeat22,HNRNPA2B1,0.0,BLCA,validation
Repeat58,HNRNPA2B1,0.0,BLCA,validation
Repeat50,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat32,HNRNPA2B1,0.0,BLCA,validation
Repeat81,HNRNPA2B1,0.0,BLCA,validation
Repeat60,HNRNPA2B1,0.0,BLCA,validation
Repeat86,HNRNPA2B1,0.0,BLCA,validation
Repeat88,HNRNPA2B1,0.0,BLCA,validation
Repeat68,HNRNPA2B1,0.005050505050505083,BLCA,validation
Repeat64,HNRNPA2B1,-0.005050505050504972,BLCA,validation
Repeat18,HNRNPA2B1,0.0,BLCA,validation
Repeat52,HNRNPA2B1,0.0,BLCA,validation
Repeat95,HNRNPA2B1,0.0,BLCA,validation
Repeat90,HNRNPA2B1,0.0,BLCA,validation
Repeat13,HNRNPA2B1,0.0,BLCA,validation
Repeat73,HNRNPA2B1,0.005050505050505083,BLCA,validation
Repeat6,HNRNPA2B1,0.0,BLCA,validation
Repeat97,HNRNPA2B1,0.0,BLCA,validation
Repeat76,HNRNPA2B1,0.0,BLCA,validation
Repeat65,HNRNPA2B1,0.0,BLCA,validation
Repeat4,HNRNPA2B1,0.0,BLCA,validation
Repeat37,HNRNPA2B1,0.0,BLCA,validation
Repeat16,HNRNPA2B1,0.005050505050505083,BLCA,validation
Repeat57,HNRNPA2B1,0.0,BLCA,validation
Repeat10,HNRNPA2B1,0.0,BLCA,validation
Repeat44,HNRNPA2B1,0.0,BLCA,validation
Repeat1,GAPDH,-0.005050505050504972,BLCA,validation
Repeat7,ACTA2,0.0,BLCA,validation
Repeat37,GAPDH,0.005050505050505083,BLCA,validation
Repeat35,GAPDH,0.0,BLCA,validation
Repeat47,ACTA2,0.0,BLCA,validation
Repeat47,GAPDH,0.0,BLCA,validation
Repeat56,ACTA2,0.0,BLCA,validation
Repeat29,GAPDH,0.0,BLCA,validation
Repeat30,ACTA2,0.0,BLCA,validation
Repeat86,ACTA2,-0.005050505050504972,BLCA,validation
Repeat56,GAPDH,0.0,BLCA,validation
Repeat55,GAPDH,0.0,BLCA,validation
Repeat35,ACTA2,0.0,BLCA,validation
Repeat10,ACTA2,0.0,BLCA,validation
Repeat45,ACTA2,0.0,BLCA,validation
Repeat91,GAPDH,0.0,BLCA,validation
Repeat10,GAPDH,0.0,BLCA,validation
Repeat2,GAPDH,0.0,BLCA,validation
Repeat86,GAPDH,-0.005050505050504972,BLCA,validation
Repeat99,ACTA2,0.0,BLCA,validation
Repeat55,ACTA2,0.0,BLCA,validation
Repeat33,GAPDH,-0.005050505050504972,BLCA,validation
Repeat30,GAPDH,0.0,BLCA,validation
Repeat1,ACTA2,-0.005050505050504972,BLCA,validation
Repeat37,ACTA2,0.005050505050505083,BLCA,validation
Repeat49,GAPDH,0.0,BLCA,validation
Repeat32,ACTA2,0.0,BLCA,validation
Repeat52,ACTA2,0.0,BLCA,validation
Repeat93,ACTA2,0.005050505050505083,BLCA,validation
Repeat32,GAPDH,0.0,BLCA,validation
Repeat36,ACTA2,-0.005050505050504972,BLCA,validation
Repeat89,ACTA2,0.0,BLCA,validation
Repeat51,GAPDH,0.0,BLCA,validation
Repeat6,ACTA2,0.005050505050505083,BLCA,validation
Repeat51,ACTA2,0.0,BLCA,validation
Repeat29,ACTA2,0.0,BLCA,validation
Repeat92,ACTA2,0.0,BLCA,validation
Repeat90,GAPDH,0.0,BLCA,validation
Repeat90,ACTA2,0.0,BLCA,validation
Repeat89,GAPDH,0.0,BLCA,validation
Repeat8,ACTA2,-0.005050505050504972,BLCA,validation
Repeat100,ACTA2,-0.005050505050504972,BLCA,validation
Repeat8,GAPDH,-0.005050505050504972,BLCA,validation
Repeat44,GAPDH,-0.005050505050504972,BLCA,validation
Repeat33,ACTA2,-0.005050505050504972,BLCA,validation
Repeat46,GAPDH,0.0,BLCA,validation
Repeat46,ACTA2,0.0,BLCA,validation
Repeat39,GAPDH,0.0,BLCA,validation
Repeat50,ACTA2,0.005050505050505083,BLCA,validation
Repeat50,GAPDH,0.005050505050505083,BLCA,validation
Repeat52,GAPDH,0.0,BLCA,validation
Repeat41,ACTA2,0.0,BLCA,validation
Repeat7,GAPDH,0.0,BLCA,validation
Repeat100,GAPDH,-0.005050505050504972,BLCA,validation
Repeat91,ACTA2,0.0,BLCA,validation
Repeat87,ACTA2,-0.005050505050504972,BLCA,validation
Repeat44,ACTA2,-0.005050505050504972,BLCA,validation
Repeat54,GAPDH,0.005050505050505083,BLCA,validation
Repeat87,GAPDH,-0.005050505050504972,BLCA,validation
Repeat2,ACTA2,0.0,BLCA,validation
Repeat92,GAPDH,0.0,BLCA,validation
Repeat54,ACTA2,0.005050505050505083,BLCA,validation
Repeat48,ACTA2,-0.005050505050504972,BLCA,validation
Repeat39,ACTA2,0.0,BLCA,validation
Repeat99,GAPDH,0.0,BLCA,validation
Repeat45,GAPDH,0.0,BLCA,validation
Repeat31,ACTA2,0.0,BLCA,validation
Repeat88,GAPDH,-0.005050505050504972,BLCA,validation
Repeat53,GAPDH,0.0,BLCA,validation
Repeat48,GAPDH,-0.005050505050504972,BLCA,validation
Repeat31,GAPDH,0.0,BLCA,validation
Repeat9,GAPDH,0.0,BLCA,validation
Repeat88,ACTA2,-0.005050505050504972,BLCA,validation
Repeat53,ACTA2,0.0,BLCA,validation
Repeat34,GAPDH,-0.005050505050504972,BLCA,validation
Repeat36,GAPDH,-0.005050505050504972,BLCA,validation
Repeat40,ACTA2,-0.005050505050504972,BLCA,validation
Repeat9,ACTA2,0.0,BLCA,validation
Repeat34,ACTA2,-0.005050505050504972,BLCA,validation
Repeat49,ACTA2,0.0,BLCA,validation
Repeat93,GAPDH,0.005050505050505083,BLCA,validation
Repeat6,GAPDH,0.005050505050505083,BLCA,validation
Repeat57,ACTA2,0.0,BLCA,validation
Repeat64,GAPDH,0.0,BLCA,validation
Repeat81,ACTA2,-0.005050505050504972,BLCA,validation
Repeat3,GAPDH,0.0,BLCA,validation
Repeat78,ACTA2,-0.005050505050504972,BLCA,validation
Repeat71,GAPDH,0.0,BLCA,validation
Repeat43,ACTA2,-0.005050505050504972,BLCA,validation
Repeat97,GAPDH,0.0,BLCA,validation
Repeat65,GAPDH,0.005050505050505083,BLCA,validation
Repeat40,GAPDH,-0.005050505050504972,BLCA,validation
Repeat81,GAPDH,-0.005050505050504972,BLCA,validation
Repeat4,ACTA2,0.0,BLCA,validation
Repeat65,ACTA2,0.005050505050505083,BLCA,validation
Repeat13,GAPDH,-0.005050505050504972,BLCA,validation
Repeat24,ACTA2,0.0,BLCA,validation
Repeat72,ACTA2,0.005050505050505083,BLCA,validation
Repeat24,GAPDH,0.0,BLCA,validation
Repeat19,ACTA2,0.005050505050505083,BLCA,validation
Repeat19,GAPDH,0.005050505050505083,BLCA,validation
Repeat64,ACTA2,0.0,BLCA,validation
Repeat82,ACTA2,0.0,BLCA,validation
Repeat13,ACTA2,-0.005050505050504972,BLCA,validation
Repeat95,GAPDH,-0.005050505050504972,BLCA,validation
Repeat3,ACTA2,0.0,BLCA,validation
Repeat72,GAPDH,0.005050505050505083,BLCA,validation
Repeat42,ACTA2,0.0,BLCA,validation
Repeat82,GAPDH,0.0,BLCA,validation
Repeat25,ACTA2,0.005050505050505083,BLCA,validation
Repeat94,GAPDH,-0.005050505050504972,BLCA,validation
Repeat63,ACTA2,-0.005050505050504972,BLCA,validation
Repeat77,GAPDH,0.0,BLCA,validation
Repeat16,ACTA2,-0.005050505050504972,BLCA,validation
Repeat5,ACTA2,0.0,BLCA,validation
Repeat20,ACTA2,-0.005050505050504972,BLCA,validation
Repeat23,GAPDH,0.0,BLCA,validation
Repeat66,ACTA2,0.0,BLCA,validation
Repeat79,ACTA2,0.0,BLCA,validation
Repeat21,ACTA2,-0.005050505050504972,BLCA,validation
Repeat69,GAPDH,0.0,BLCA,validation
Repeat95,ACTA2,-0.005050505050504972,BLCA,validation
Repeat21,GAPDH,-0.005050505050504972,BLCA,validation
Repeat70,ACTA2,0.0,BLCA,validation
Repeat69,ACTA2,0.0,BLCA,validation
Repeat79,GAPDH,0.0,BLCA,validation
Repeat38,ACTA2,0.005050505050505083,BLCA,validation
Repeat70,GAPDH,0.0,BLCA,validation
Repeat68,GAPDH,-0.005050505050504972,BLCA,validation
Repeat20,GAPDH,-0.005050505050504972,BLCA,validation
Repeat68,ACTA2,-0.005050505050504972,BLCA,validation
Repeat22,ACTA2,0.0,BLCA,validation
Repeat15,GAPDH,0.005050505050505083,BLCA,validation
Repeat80,ACTA2,0.005050505050505083,BLCA,validation
Repeat14,GAPDH,0.0,BLCA,validation
Repeat22,GAPDH,0.0,BLCA,validation
Repeat67,GAPDH,0.005050505050505083,BLCA,validation
Repeat97,ACTA2,0.0,BLCA,validation
Repeat80,GAPDH,0.005050505050505083,BLCA,validation
Repeat67,ACTA2,0.005050505050505083,BLCA,validation
Repeat14,ACTA2,0.0,BLCA,validation
Repeat78,GAPDH,-0.005050505050504972,BLCA,validation
Repeat96,GAPDH,0.0,BLCA,validation
Repeat71,ACTA2,0.0,BLCA,validation
Repeat57,GAPDH,0.0,BLCA,validation
Repeat66,GAPDH,0.0,BLCA,validation
Repeat23,ACTA2,0.0,BLCA,validation
Repeat25,GAPDH,0.005050505050505083,BLCA,validation
Repeat63,GAPDH,-0.005050505050504972,BLCA,validation
Repeat15,ACTA2,0.005050505050505083,BLCA,validation
Repeat61,ACTA2,0.0,BLCA,validation
Repeat18,GAPDH,0.0,BLCA,validation
Repeat58,ACTA2,-0.005050505050504972,BLCA,validation
Repeat60,GAPDH,0.0,BLCA,validation
Repeat84,ACTA2,0.0,BLCA,validation
Repeat94,ACTA2,-0.005050505050504972,BLCA,validation
Repeat27,ACTA2,0.0,BLCA,validation
Repeat60,ACTA2,0.0,BLCA,validation
Repeat98,GAPDH,-0.005050505050504972,BLCA,validation
Repeat84,GAPDH,0.0,BLCA,validation
Repeat28,GAPDH,-0.005050505050504972,BLCA,validation
Repeat96,ACTA2,0.0,BLCA,validation
Repeat27,GAPDH,0.0,BLCA,validation
Repeat74,ACTA2,0.0,BLCA,validation
Repeat41,GAPDH,0.0,BLCA,validation
Repeat58,GAPDH,-0.005050505050504972,BLCA,validation
Repeat18,ACTA2,0.0,BLCA,validation
Repeat76,GAPDH,-0.005050505050504972,BLCA,validation
Repeat74,GAPDH,0.0,BLCA,validation
Repeat11,GAPDH,0.0,BLCA,validation
Repeat59,GAPDH,0.0,BLCA,validation
Repeat11,ACTA2,0.0,BLCA,validation
Repeat28,ACTA2,-0.005050505050504972,BLCA,validation
Repeat59,ACTA2,0.0,BLCA,validation
Repeat85,ACTA2,0.0,BLCA,validation
Repeat4,GAPDH,0.0,BLCA,validation
Repeat42,GAPDH,0.0,BLCA,validation
Repeat5,GAPDH,0.0,BLCA,validation
Repeat76,ACTA2,-0.005050505050504972,BLCA,validation
Repeat83,GAPDH,-0.005050505050504972,BLCA,validation
Repeat62,GAPDH,0.0,BLCA,validation
Repeat62,ACTA2,0.0,BLCA,validation
Repeat73,ACTA2,0.005050505050505083,BLCA,validation
Repeat17,ACTA2,0.0,BLCA,validation
Repeat77,ACTA2,0.0,BLCA,validation
Repeat83,ACTA2,-0.005050505050504972,BLCA,validation
Repeat98,ACTA2,-0.005050505050504972,BLCA,validation
Repeat75,GAPDH,0.0,BLCA,validation
Repeat12,GAPDH,0.0,BLCA,validation
Repeat16,GAPDH,-0.005050505050504972,BLCA,validation
Repeat43,GAPDH,-0.005050505050504972,BLCA,validation
Repeat73,GAPDH,0.005050505050505083,BLCA,validation
Repeat26,ACTA2,0.0,BLCA,validation
Repeat75,ACTA2,0.0,BLCA,validation
Repeat61,GAPDH,0.0,BLCA,validation
Repeat17,GAPDH,0.0,BLCA,validation
Repeat85,GAPDH,0.0,BLCA,validation
Repeat12,ACTA2,0.0,BLCA,validation
Repeat38,GAPDH,0.005050505050505083,BLCA,validation
Repeat26,GAPDH,0.0,BLCA,validation
Repeat78,PNP,-0.005050505050504972,BLCA,validation
Repeat6,PNP,-0.005050505050504972,BLCA,validation
Repeat17,PNP,0.0,BLCA,validation
Repeat48,PNP,-0.005050505050504972,BLCA,validation
Repeat42,PNP,0.0,BLCA,validation
Repeat20,PNP,0.0,BLCA,validation
Repeat96,PNP,-0.005050505050504972,BLCA,validation
Repeat90,PNP,0.0,BLCA,validation
Repeat69,PNP,-0.005050505050504972,BLCA,validation
Repeat95,PNP,-0.005050505050504972,BLCA,validation
Repeat36,PNP,0.0,BLCA,validation
Repeat72,PNP,0.0,BLCA,validation
Repeat4,PNP,0.0,BLCA,validation
Repeat39,PNP,-0.005050505050504972,BLCA,validation
Repeat91,PNP,0.0,BLCA,validation
Repeat1,PNP,0.005050505050505083,BLCA,validation
Repeat38,PNP,-0.005050505050504972,BLCA,validation
Repeat77,PNP,-0.005050505050504972,BLCA,validation
Repeat47,PNP,0.0,BLCA,validation
Repeat100,PNP,-0.005050505050504972,BLCA,validation
Repeat35,PNP,0.0,BLCA,validation
Repeat46,PNP,0.0,BLCA,validation
Repeat19,PNP,-0.005050505050504972,BLCA,validation
Repeat18,PNP,0.0,BLCA,validation
Repeat7,PNP,0.0,BLCA,validation
Repeat73,PNP,0.0,BLCA,validation
Repeat76,PNP,-0.005050505050504972,BLCA,validation
Repeat71,PNP,0.0,BLCA,validation
Repeat44,PNP,-0.010101010101010055,BLCA,validation
Repeat15,PNP,-0.005050505050504972,BLCA,validation
Repeat34,PNP,-0.005050505050504972,BLCA,validation
Repeat45,PNP,0.0,BLCA,validation
Repeat74,PNP,0.0,BLCA,validation
Repeat70,PNP,-0.010101010101010055,BLCA,validation
Repeat16,PNP,0.0,BLCA,validation
Repeat80,PNP,-0.005050505050504972,BLCA,validation
Repeat49,PNP,-0.005050505050504972,BLCA,validation
Repeat31,PNP,0.0,BLCA,validation
Repeat60,PNP,-0.005050505050504972,BLCA,validation
Repeat26,PNP,-0.005050505050504972,BLCA,validation
Repeat93,PNP,0.0,BLCA,validation
Repeat54,PNP,-0.005050505050504972,BLCA,validation
Repeat30,PNP,0.0,BLCA,validation
Repeat40,PNP,-0.005050505050504972,BLCA,validation
Repeat83,PNP,-0.005050505050504972,BLCA,validation
Repeat61,PNP,0.0,BLCA,validation
Repeat9,PNP,0.0,BLCA,validation
Repeat87,PNP,-0.005050505050504972,BLCA,validation
Repeat12,PNP,-0.005050505050504972,BLCA,validation
Repeat53,PNP,0.0,BLCA,validation
Repeat25,PNP,0.0,BLCA,validation
Repeat62,PNP,-0.005050505050504972,BLCA,validation
Repeat82,PNP,-0.005050505050504972,BLCA,validation
Repeat37,PNP,0.0,BLCA,validation
Repeat59,PNP,0.0,BLCA,validation
Repeat11,PNP,-0.005050505050504972,BLCA,validation
Repeat29,PNP,-0.005050505050504972,BLCA,validation
Repeat85,PNP,0.0,BLCA,validation
Repeat57,PNP,0.0,BLCA,validation
Repeat56,PNP,0.0,BLCA,validation
Repeat28,PNP,0.0,BLCA,validation
Repeat98,PNP,-0.005050505050504972,BLCA,validation
Repeat10,PNP,0.005050505050505083,BLCA,validation
Repeat58,PNP,-0.005050505050504972,BLCA,validation
Repeat86,PNP,0.0,BLCA,validation
Repeat2,PNP,-0.005050505050504972,BLCA,validation
Repeat5,PNP,0.0,BLCA,validation
Repeat27,PNP,-0.005050505050504972,BLCA,validation
Repeat55,PNP,0.0,BLCA,validation
Repeat43,PNP,0.0,BLCA,validation
Repeat84,PNP,-0.010101010101010055,BLCA,validation
Repeat63,PNP,-0.005050505050504972,BLCA,validation
Repeat75,PNP,0.0,BLCA,validation
Repeat97,PNP,-0.010101010101010055,BLCA,validation
Repeat32,PNP,-0.005050505050504972,BLCA,validation
Repeat33,PNP,-0.005050505050504972,BLCA,validation
Repeat92,PNP,0.0,BLCA,validation
Repeat21,PNP,0.0,BLCA,validation
Repeat68,PNP,0.0,BLCA,validation
Repeat79,PNP,0.0,BLCA,validation
Repeat14,PNP,0.0,BLCA,validation
Repeat67,PNP,0.0,BLCA,validation
Repeat89,PNP,-0.005050505050504972,BLCA,validation
Repeat50,PNP,-0.005050505050504972,BLCA,validation
Repeat22,PNP,-0.005050505050504972,BLCA,validation
Repeat3,PNP,-0.005050505050504972,BLCA,validation
Repeat66,PNP,0.0,BLCA,validation
Repeat41,PNP,-0.005050505050504972,BLCA,validation
Repeat94,PNP,0.0,BLCA,validation
Repeat8,PNP,-0.005050505050504972,BLCA,validation
Repeat52,PNP,-0.005050505050504972,BLCA,validation
Repeat51,PNP,0.0,BLCA,validation
Repeat65,PNP,0.0,BLCA,validation
Repeat23,PNP,0.0,BLCA,validation
Repeat13,PNP,0.0,BLCA,validation
Repeat88,PNP,0.0,BLCA,validation
Repeat81,PNP,-0.005050505050504972,BLCA,validation
Repeat24,PNP,0.0,BLCA,validation
Repeat99,PNP,0.0,BLCA,validation
Repeat64,PNP,0.0,BLCA,validation
Repeat92,WDR12,0.0,BLCA,validation
Repeat3,WDR12,-0.025252525252525193,BLCA,validation
Repeat98,WDR12,0.0,BLCA,validation
Repeat4,WDR12,-0.015151515151515138,BLCA,validation
Repeat1,WDR12,-0.010101010101010055,BLCA,validation
Repeat93,WDR12,-0.010101010101010055,BLCA,validation
Repeat94,WDR12,-0.005050505050504972,BLCA,validation
Repeat96,WDR12,-0.030303030303030276,BLCA,validation
Repeat95,WDR12,0.0,BLCA,validation
Repeat2,WDR12,-0.015151515151515138,BLCA,validation
Repeat5,WDR12,-0.015151515151515138,BLCA,validation
Repeat99,WDR12,-0.015151515151515138,BLCA,validation
Repeat100,WDR12,-0.030303030303030276,BLCA,validation
Repeat97,WDR12,-0.015151515151515138,BLCA,validation
Repeat44,WDR12,-0.005050505050504972,BLCA,validation
Repeat39,WDR12,-0.010101010101010055,BLCA,validation
Repeat38,WDR12,-0.02020202020202011,BLCA,validation
Repeat15,WDR12,0.02020202020202022,BLCA,validation
Repeat61,WDR12,0.005050505050505083,BLCA,validation
Repeat60,WDR12,-0.015151515151515138,BLCA,validation
Repeat77,WDR12,0.005050505050505083,BLCA,validation
Repeat26,WDR12,-0.030303030303030276,BLCA,validation
Repeat78,WDR12,-0.010101010101010055,BLCA,validation
Repeat41,WDR12,-0.010101010101010055,BLCA,validation
Repeat14,WDR12,0.005050505050505083,BLCA,validation
Repeat59,WDR12,-0.015151515151515138,BLCA,validation
Repeat58,WDR12,-0.010101010101010055,BLCA,validation
Repeat27,WDR12,0.010101010101010166,BLCA,validation
Repeat57,WDR12,0.005050505050505083,BLCA,validation
Repeat79,WDR12,-0.005050505050504972,BLCA,validation
Repeat13,WDR12,-0.015151515151515138,BLCA,validation
Repeat68,WDR12,0.0,BLCA,validation
Repeat80,WDR12,0.0,BLCA,validation
Repeat56,WDR12,0.010101010101010166,BLCA,validation
