,QC10,QC11,QC12,QC13,QC14,QC15,QC16,QC17,QC18,QC19,QC1,QC20,QC21,QC22,QC23,QC24,QC25,QC26,QC27,QC28,QC29,QC2,QC30,QC31,QC32,QC33,QC34,QC35,QC36,QC37,QC38,QC39,QC3,QC40,QC41,QC42,QC43,QC44,QC45,QC46,QC47,QC48,QC49,QC4,QC50,QC51,QC52,QC53,QC54,QC55,QC56,QC57,QC58,QC59,QC5,QC60,QC6,QC7,QC8,QC9
QC29,0.9943162610328296,0.9933284353421681,0.9930043234803709,0.994285408041751,0.9956354740969212,0.9948132543573324,0.9958480288659475,0.9947153520684285,0.9922137903628574,0.9955813031485581,0.9932974390686502,0.9942719256013685,0.9954494243953687,0.9956645587982031,0.994845639055835,0.9962213146554727,0.9956391539916937,0.9952456708565087,0.9961645978314154,0.9942151832302694,1.0,0.9946183173461363,0.9957046167465978,0.9946548835238624,0.9957899792065732,0.9949344607925957,0.995230917376808,0.9962055225113774,0.9964062386769998,0.9938641958618746,0.9953031494037705,0.9927309003661207,0.9931699845575316,0.9945784234750751,0.9921836174953419,0.9955883396943075,0.9959409841414208,0.9946751146201572,0.9949846060989741,0.9947476436784349,0.9922618111131128,0.993011890640622,0.994425827684894,0.9955560469778697,0.9933715315750113,0.9939982885084032,0.9943363103810424,0.9950447947353418,0.9907435484527848,0.9925011781904659,0.9951118345341697,0.9946262475025999,0.9921445808977309,0.9928927958377477,0.995741236308031,0.9937714073759442,0.9941545913282496,0.9938848486776787,0.9958868398044326,0.9952660240680693
QC2,0.9951358787162543,0.9923569142909943,0.9928907719652924,0.9952831593453692,0.993511986056259,0.9946818057063933,0.9956582362776064,0.9937121436280584,0.9933252844285364,0.9955690573230738,0.9957862702655823,0.9919218866327877,0.9937083544330297,0.9931892378181859,0.9933777048340429,0.9941582399245672,0.9942204548225556,0.9938399015479983,0.9933216382569843,0.9946663806966519,0.9946183173461363,1.0,0.9941664374207351,0.9922317983855412,0.9939413057281097,0.9935101769907446,0.9940994102765793,0.9932868371235489,0.9921676809973323,0.9944640068926897,0.9924341630447662,0.9951355754326859,0.9921403645660356,0.9938058994676052,0.9910003052623669,0.995045270368401,0.9952335798313332,0.9940635503428105,0.9931842802951405,0.9907851244791273,0.987792648167634,0.9899485594548965,0.9906578951111628,0.9947579712789643,0.9937336728462046,0.9924961365024918,0.9917536421049407,0.9913306420093775,0.9892964818127525,0.9910608899408843,0.9922527391600785,0.9910958689102699,0.9903548033711419,0.9912947453814026,0.9946920584832442,0.9925360061249273,0.993217629761996,0.9936958030626198,0.9949518171833103,0.9938205393457303
QC30,0.9942587840233345,0.995808353577962,0.9937869386888201,0.9948073371135314,0.9947001363329874,0.9948200669292662,0.9943999448007413,0.9946040210576185,0.9933879119250951,0.9959495041540615,0.9910825839369658,0.993353443785002,0.9943242229428487,0.9937353313526825,0.994956251228389,0.9942832617259679,0.993757074086306,0.9951283023959044,0.9960899746198137,0.9953576552862904,0.9957046167465978,0.9941664374207351,1.0,0.9952496410613629,0.9950163512909874,0.9951703452971793,0.9945552670931859,0.9955848170693689,0.9948909809563534,0.9950378083798295,0.9955799293356922,0.9959140442874651,0.9931142921607216,0.994229355581801,0.9923697065720853,0.9944032862266414,0.9944338064925279,0.9942147873544323,0.9934825921632664,0.9951889151742769,0.9926930451134267,0.992761988885807,0.9922294976325925,0.9950899126740903,0.9935726726453797,0.9952309001019435,0.9959672119923929,0.9949231700088069,0.9928484118105358,0.9931676352754618,0.9950752748227495,0.9924998281355689,0.9920351505132438,0.9933459035667798,0.994418876481024,0.9958026278379191,0.9929720269133908,0.9937946228928887,0.9954944410745387,0.99534382931779
QC31,0.9932336226380273,0.9939679206592851,0.9921186394267881,0.9932464169514245,0.9930322932304316,0.9950063086315295,0.9950994957001407,0.9939146070559312,0.9902403988943818,0.9939366352197989,0.989395672632366,0.9892941900964117,0.9891273198940859,0.9928511695485456,0.9913625601412556,0.9936603486531465,0.9921691126542366,0.9933630745783751,0.9937312933076214,0.9912223192910482,0.9946548835238624,0.9922317983855412,0.9952496410613629,1.0,0.9958655705794204,0.9941958261330269,0.994733173694108,0.99328818826799,0.9937414765524355,0.9939075316163919,0.9943917431607294,0.9921774299400612,0.9947667376370075,0.9936707288271903,0.9908555967192553,0.9941188202227507,0.994124104116032,0.9929595150532593,0.9929611399887868,0.994431978638551,0.9911268515658282,0.9919641423557818,0.9923910443186563,0.9945255005104591,0.9923407742407085,0.9941745030271049,0.9934889087606724,0.9915477132939116,0.9899162108335068,0.991036634958912,0.9919114834870347,0.9912083633806448,0.9924870216037137,0.9934861887700868,0.994075080886717,0.9952646271049547,0.9929745837434342,0.9914837371987084,0.9941966850515576,0.9936246118476543
QC32,0.9938952442962069,0.9947089664878531,0.9924947233562581,0.9947136552322259,0.9942071496341728,0.9946533020350944,0.9959882041809996,0.9946801336295713,0.9927033500900532,0.9945054689564894,0.989046075182702,0.9916575717017412,0.9920890594277351,0.9938694574617623,0.993602400589628,0.9946764029757377,0.9932397104893659,0.9954004511968011,0.9940513275374544,0.9935693245567696,0.9957899792065732,0.9939413057281097,0.9950163512909874,0.9958655705794204,1.0,0.994462140384195,0.995545198442295,0.9935330958166858,0.9943702775340189,0.9944044039803459,0.9957913058707608,0.9935506153502301,0.9933402865691674,0.9952567110967693,0.9915244512341349,0.9953350598933437,0.9947694088295772,0.992210861039054,0.9935274378943169,0.9942577871960229,0.9916007145228836,0.9923886346077728,0.9939652186357493,0.9954438705981137,0.9935621856941909,0.9931306511507118,0.9944532666909575,0.9937416291784922,0.9896568898269643,0.9919237013523927,0.9953901907104526,0.9934065632468597,0.9927813515304527,0.9918519136527592,0.9951951422215923,0.994416478743115,0.9938788471330972,0.9934400945132011,0.9944026726304442,0.9948212409117704
QC33,0.9939926159060031,0.993912266435371,0.9935845441630805,0.9946235716423827,0.9935047726955903,0.9947872803814131,0.9944353241319523,0.9950635506668253,0.9933496152552757,0.9948045602496985,0.9935577325151567,0.9923909958382247,0.9935960348156477,0.9922393115041005,0.993509360323357,0.9933853672699188,0.9942496501952501,0.9930848362512984,0.9951015058854473,0.9954025351148114,0.9949344607925957,0.9935101769907446,0.9951703452971793,0.9941958261330269,0.994462140384195,1.0,0.9950669285424364,0.9946263454080874,0.9943687173259238,0.9936911638079547,0.9951125599659812,0.9945961387247406,0.9916738003344017,0.9948639094775847,0.9927411680305699,0.9938315360811475,0.9952732074138702,0.9930953096864751,0.9926907560613402,0.9934037762115232,0.9908511777435169,0.9922657279888626,0.9925590868947187,0.9939205449474322,0.992956308059855,0.9944764157533553,0.9961232435551467,0.9938196148131005,0.9921389229212207,0.9934659265298048,0.9950924550098694,0.9933100828806228,0.9925820102114049,0.9925841067673828,0.993754526160763,0.9942146326736634,0.9915922526159503,0.9934945541641674,0.9940191521352262,0.9954755719058801
QC34,0.994191577979215,0.9938960343427643,0.9925404670197371,0.9947794563807179,0.9952079159795338,0.9945463228658492,0.9943743256225553,0.9946982791709881,0.9926170459183622,0.994246879974337,0.9930439884290743,0.9927262607114191,0.9941774636582541,0.994156636385061,0.9942863881261887,0.9939025988275848,0.9951350995440023,0.9941519577431848,0.9949489377042208,0.9939427848756345,0.995230917376808,0.9940994102765793,0.9945552670931859,0.994733173694108,0.995545198442295,0.9950669285424364,1.0,0.994301836039557,0.9946195026567423,0.9938159667266854,0.9949100322223934,0.9944961288321884,0.9927690510978558,0.9954158383661208,0.9922539182836424,0.9955297600375348,0.9951274516274212,0.9946993110512697,0.9943371445306306,0.9940284421754667,0.9901027316605056,0.9949678097826433,0.9937105664865667,0.9951322430008224,0.992442966601791,0.9945530678016747,0.9951297114246473,0.9942265695629855,0.9922052260195154,0.9926899415693649,0.9940905102351872,0.9934649890597507,0.9934762742155604,0.9925474175293357,0.9959650081001753,0.9941693848718296,0.9937142175495505,0.9915373190653967,0.994431704116308,0.994443903694592
QC35,0.9944107311038058,0.9933737409124015,0.9945368532648962,0.9948095923337977,0.9952634950667372,0.995103558106408,0.9945112410750555,0.9940313094832554,0.9927529119334552,0.995097871732016,0.9907213402614281,0.9915976990659376,0.9949247471353178,0.9940152964349,0.9949579352877258,0.9954183542768236,0.9955279535150925,0.9946394935512581,0.9962039568597767,0.9957738870352201,0.9962055225113774,0.9932868371235489,0.9955848170693689,0.99328818826799,0.9935330958166858,0.9946263454080874,0.994301836039557,1.0,0.9958721415869861,0.9944464219246602,0.9937366602905564,0.9944597268461124,0.9932983668529869,0.9947435853434201,0.9929270259083035,0.9945320101981698,0.9961013222321903,0.9943026709331819,0.9948386694387515,0.9931515088710042,0.9914201993930974,0.9920831519354408,0.9942043671992512,0.9941240725517762,0.993982165887411,0.9947608831811596,0.9941060743996869,0.9946846294337153,0.9933154084042836,0.9943085939155367,0.9949770298141474,0.9931553542000723,0.9917272993547686,0.9925898011033318,0.994275794830195,0.9937904734753382,0.9940816484704846,0.9921638992108182,0.9956674530285089,0.995870086608402
QC36,0.9939548169567066,0.9940585554565766,0.9922278804360369,0.9962393816019827,0.9954024990170403,0.9957963446353278,0.9949611563973962,0.9948751034821279,0.9912911102337169,0.9956817158722802,0.9884780441378029,0.9930150750588416,0.9935082577093619,0.9945471738579051,0.9934828325401266,0.9947352792654942,0.9938344567984287,0.9955180643586002,0.9954201086236067,0.9927433838503444,0.9964062386769998,0.9921676809973323,0.9948909809563534,0.9937414765524355,0.9943702775340189,0.9943687173259238,0.9946195026567423,0.9958721415869861,1.0,0.9932871729978173,0.9954313906691195,0.9926876700738344,0.993691187609952,0.9948022620642248,0.9903811554960527,0.9948331913587916,0.9956125875716416,0.9922178622885443,0.9945639791071794,0.9925844203722476,0.9925593341615032,0.9930176649691386,0.9928293067161362,0.9950680773639622,0.9936907459168067,0.994289678069743,0.9940664612666299,0.9949942291166812,0.9927009170977635,0.9924400395037579,0.9938606548646074,0.9938255978749712,0.9909297818421002,0.9923402751448427,0.9953578899800815,0.993713670909184,0.9940057745273401,0.992043911109692,0.9948247283340154,0.995154568043803
QC37,0.9920439731071994,0.9928234430793313,0.9911892010969128,0.9941240585114355,0.992320967128697,0.9936205009618114,0.9925389249289592,0.9927374184113016,0.9898056713504104,0.9950648118965547,0.9918711012287509,0.991502878052438,0.993569498330088,0.9921248219991041,0.9945006882102609,0.9928769995634769,0.9939464621149338,0.9948275630126413,0.994842926976848,0.9944228250595165,0.9938641958618746,0.9944640068926897,0.9950378083798295,0.9939075316163919,0.9944044039803459,0.9936911638079547,0.9938159667266854,0.9944464219246602,0.9932871729978173,1.0,0.9941547271301664,0.9951119823478518,0.9926143951244264,0.9939705180759275,0.9928840065969372,0.9939751737141362,0.9941760391835266,0.993028595347254,0.993859186932426,0.9942448220439998,0.991336726832614,0.9946325954429202,0.9923982022344958,0.9943269422184609,0.992359318185616,0.9949983129388336,0.9940404936571091,0.9954752389295791,0.9934071283681668,0.9925843921616743,0.9937664951135445,0.9927062430212144,0.9916322662700469,0.9918835711162463,0.9938345521383807,0.9930878487078556,0.9935218620335121,0.9920847476561062,0.9955854083537982,0.9953536785623985
QC38,0.9943320226277393,0.9938832609550391,0.9921626909311985,0.9950994853935564,0.9943077229435905,0.9955885399036518,0.9947345550969308,0.9944679359363586,0.9913755173455232,0.9946325560141349,0.991327597616337,0.9924026153786945,0.9923894416160313,0.9950261897939423,0.9936441122518039,0.9940135523893122,0.9926994460042835,0.9941233742825185,0.9939635823241382,0.9922067936842873,0.9953031494037705,0.9924341630447662,0.9955799293356922,0.9943917431607294,0.9957913058707608,0.9951125599659812,0.9949100322223934,0.9937366602905564,0.9954313906691195,0.9941547271301664,1.0,0.9925980086040354,0.9924326508365736,0.994555410701331,0.9902966023701167,0.9941054020397095,0.9951252164548976,0.9919511865008698,0.9940300974343536,0.9946156417717539,0.9928716166870696,0.9926642312733345,0.9934496848802129,0.9953346223508145,0.9944301279620059,0.9938655336699985,0.9960089860315179,0.9950520637158596,0.9917463861960822,0.9903404261817234,0.9942822095466911,0.9933593666622993,0.991584067718414,0.9930633855869093,0.9949994871057017,0.9955344550503026,0.9939625950539482,0.9940491973472887,0.9946794337829015,0.9951984451368605
QC39,0.9943312675645954,0.9928696751780277,0.9926546070774892,0.9945147184514552,0.992283143043243,0.9929820614637263,0.9946136360462721,0.9900496091574247,0.991132755006913,0.9930985286603947,0.9914576871723391,0.9899660055969259,0.9907358759440363,0.9919685333130872,0.9921426843404304,0.9919157926542119,0.9938608606328969,0.9938611065795938,0.993794697137517,0.9936532017269643,0.9927309003661207,0.9951355754326859,0.9959140442874651,0.9921774299400612,0.9935506153502301,0.9945961387247406,0.9944961288321884,0.9944597268461124,0.9926876700738344,0.9951119823478518,0.9925980086040354,1.0,0.9907937106307362,0.9950081373746805,0.9918602598146797,0.9955706842709973,0.9930698315328206,0.9929641903424219,0.9942785810776442,0.9927575909541998,0.9902851320325371,0.9913237449471822,0.9900165939475654,0.993444467485021,0.991932662114078,0.9934093936886245,0.9917555283271583,0.9925312995245876,0.9926665174920425,0.9916972469085892,0.9916309884983064,0.9916843464581,0.9912374496784693,0.9919195416453375,0.9926303475010323,0.9940053841911237,0.990514867626759,0.9911475898243179,0.9940805581851581,0.9924551892726713
QC3,0.9911549685247661,0.9928527653133817,0.9932314895782777,0.9913571038693876,0.9916636188878953,0.9951550401172061,0.9933457759875354,0.9939023065714863,0.9891745775618942,0.992833629303114,0.9936303477681998,0.9888922776651308,0.9888369423543805,0.9898573239885837,0.9914309128485322,0.992572896259962,0.9907978954420417,0.9920244623364453,0.9924786619946236,0.9911518658291869,0.9931699845575316,0.9921403645660356,0.9931142921607216,0.9947667376370075,0.9933402865691674,0.9916738003344017,0.9927690510978558,0.9932983668529869,0.993691187609952,0.9926143951244264,0.9924326508365736,0.9907937106307362,1.0,0.992952521918665,0.989889208440081,0.9930311549166566,0.9915953093555713,0.9933095569204848,0.9920087723763655,0.9913021246314321,0.9886825300823995,0.9925476469394421,0.989905892981062,0.9940167186131242,0.9933037272005935,0.9903061191444832,0.9924537971553338,0.9909400650373865,0.987054238914512,0.9899424082183076,0.9909846821183032,0.9904383563787804,0.9877496260830991,0.993226967411549,0.9929339879480699,0.9936543373176351,0.991402046143936,0.9899994583943137,0.9919321777320275,0.9914357332564737
QC40,0.99442262305117,0.9938293071560508,0.9934179009987419,0.9958454047484012,0.994228566113629,0.9949663422627587,0.9950318872111839,0.9934336459422817,0.9923705167455608,0.9947927403332116,0.9937608887176742,0.9941806779486905,0.9938800125935766,0.9941354962253383,0.994935931843247,0.9944731875689592,0.99437023757702,0.995762342692844,0.9951485781328375,0.995113988594508,0.9945784234750751,0.9938058994676052,0.994229355581801,0.9936707288271903,0.9952567110967693,0.9948639094775847,0.9954158383661208,0.9947435853434201,0.9948022620642248,0.9939705180759275,0.994555410701331,0.9950081373746805,0.992952521918665,1.0,0.9924097553976448,0.9953840431954643,0.9950842912414106,0.9946204817495579,0.9951588769114188,0.9928630615662235,0.9915621358491098,0.9921335750978699,0.9923840201604056,0.9945506492058676,0.9943909027997058,0.9942589560238769,0.9940025984618638,0.9940225484139867,0.9932701426320355,0.9936748922663694,0.9953832134769832,0.9953689805163979,0.9929673987160101,0.994061689208781,0.9946781968394481,0.993760162894937,0.9936863722573058,0.9907867212841363,0.9946880663393105,0.9951840946300843
QC41,0.9914649288667299,0.9908894241237326,0.9912681617443346,0.9920256049803015,0.9892118718297789,0.9923736489048729,0.9926287973957407,0.9895195694089595,0.9935726175351821,0.9913063433964396,0.9883483122586718,0.9905221491231138,0.9906958881384098,0.9902410619202259,0.9916385511774847,0.9918570940843593,0.9926112461006072,0.9921197130165732,0.9907150943947115,0.9930913614770571,0.9921836174953419,0.9910003052623669,0.9923697065720853,0.9908555967192553,0.9915244512341349,0.9927411680305699,0.9922539182836424,0.9929270259083035,0.9903811554960527,0.9928840065969372,0.9902966023701167,0.9918602598146797,0.989889208440081,0.9924097553976448,1.0,0.991789148097376,0.9929968940219938,0.9904418985415864,0.9918536306068356,0.9917802384486566,0.9886609064953008,0.9893632291942024,0.9893911323437085,0.9903573857296907,0.9913562215597042,0.9903980394983842,0.9900741985317694,0.990694686228554,0.987730940853285,0.9897974141212362,0.9906557697429709,0.9905116230856009,0.9906044052521964,0.988503452029675,0.9899148747312188,0.9920861809083867,0.9895681515328274,0.9892530922030127,0.9924440713480753,0.991423807789526
QC42,0.9950552651253365,0.9934820074402426,0.993101976891116,0.9946884334318239,0.9944908728304774,0.9949391864692961,0.9946924685048564,0.9947558851588034,0.9919675317141721,0.9937628046665233,0.9925841711364753,0.992128830954455,0.9942208797285532,0.9943169596974226,0.9946719055728512,0.9945605110292175,0.9954217796525957,0.9949962352496557,0.9947027487763292,0.9943441193794478,0.9955883396943075,0.995045270368401,0.9944032862266414,0.9941188202227507,0.9953350598933437,0.9938315360811475,0.9955297600375348,0.9945320101981698,0.9948331913587916,0.9939751737141362,0.9941054020397095,0.9955706842709973,0.9930311549166566,0.9953840431954643,0.991789148097376,1.0,0.9962237085047225,0.9940530446376379,0.994120246945928,0.9926406668574488,0.9901912828369723,0.992119512056776,0.9934804428984081,0.9950433753158238,0.9945508854491854,0.9942339682106038,0.9944801780560161,0.9946300506166859,0.9945029268310064,0.9940947350608483,0.9950610799952895,0.9939429498040736,0.9916551909248299,0.9934360336206103,0.9950872017031779,0.9939230189434235,0.992916156831227,0.9935598671781171,0.9936486742595014,0.9944286451262948
QC43,0.9941969936674759,0.993893988332679,0.993027904775904,0.9950399085559505,0.9951655990367828,0.9953717873773165,0.9952685833976674,0.9947791196163087,0.9935246575258664,0.9952438554888797,0.9938310125920867,0.9937615419491717,0.9948640824562959,0.995611262062082,0.9952537725987134,0.9946103253395328,0.9961665363727379,0.9941226685619611,0.9966365495604673,0.99554171140115,0.9959409841414208,0.9952335798313332,0.9944338064925279,0.994124104116032,0.9947694088295772,0.9952732074138702,0.9951274516274212,0.9961013222321903,0.9956125875716416,0.9941760391835266,0.9951252164548976,0.9930698315328206,0.9915953093555713,0.9950842912414106,0.9929968940219938,0.9962237085047225,1.0,0.9957865315324049,0.9940412933824037,0.992691361418823,0.9911492544078688,0.9928385649452744,0.9951402279679398,0.9952763090834332,0.9942329931906941,0.9954639689792928,0.9955356958081433,0.9953389435129673,0.9923330402096644,0.9934911937628504,0.9947872949420599,0.9937647268807321,0.9926927226126738,0.9937579305370167,0.9954476948923193,0.9940665375751471,0.993812780020908,0.9927016543791064,0.9954468442284383,0.9962894006636429
QC44,0.9924037019110818,0.9898855176668779,0.9932741722195833,0.9934370699361262,0.9921577155674203,0.9951416688000697,0.994173530443129,0.992162087827169,0.99143170606218,0.9938383907716162,0.9905736780750005,0.9909361196088426,0.9935333759205407,0.9945758054997723,0.9946695104532722,0.9944602662267678,0.9935305955653655,0.9925531630245992,0.9921952954024238,0.9927967174222038,0.9946751146201572,0.9940635503428105,0.9942147873544323,0.9929595150532593,0.992210861039054,0.9930953096864751,0.9946993110512697,0.9943026709331819,0.9922178622885443,0.993028595347254,0.9919511865008698,0.9929641903424219,0.9933095569204848,0.9946204817495579,0.9904418985415864,0.9940530446376379,0.9957865315324049,1.0,0.9932696739884203,0.993386392254178,0.9881772594991257,0.992223367613785,0.9928171974929287,0.9918071325872406,0.9939071527980006,0.9917935845617639,0.9914178778011664,0.9902327858508232,0.9903509057507859,0.9939432908796324,0.9923951625734487,0.9920306154920201,0.9925156868595213,0.9918383753451744,0.99302204598023,0.9920387651880255,0.993128180914435,0.9910960535357001,0.9944179050175611,0.9919294591068866
QC45,0.9932441416516216,0.9941645967321286,0.992114431491249,0.9946855012475927,0.9942070164615106,0.9942467054042974,0.9938115549437593,0.9938766608960613,0.9919105561454903,0.9944471534198279,0.9919368436016182,0.991949662710996,0.99306424485926,0.9934572470006547,0.9942506440232756,0.9936190323110811,0.994689727867726,0.9950323703345082,0.9934435783681046,0.9933130385551663,0.9949846060989741,0.9931842802951405,0.9934825921632664,0.9929611399887868,0.9935274378943169,0.9926907560613402,0.9943371445306306,0.9948386694387515,0.9945639791071794,0.993859186932426,0.9940300974343536,0.9942785810776442,0.9920087723763655,0.9951588769114188,0.9918536306068356,0.994120246945928,0.9940412933824037,0.9932696739884203,1.0,0.992906441369349,0.9900617812788165,0.9934416033651066,0.991295625368363,0.9941487494524431,0.9926845676036375,0.9935648242742001,0.9942123063514898,0.9951737396025253,0.9932027946309359,0.9933255959588164,0.9941811407316964,0.9921661462748655,0.9918688184638518,0.9922882740864,0.9942420498171698,0.9936538276695904,0.9921647705605384,0.9904988452282693,0.9946770161962085,0.9931543697158206
QC46,0.9912901191765277,0.9933445755111951,0.9908841359017015,0.9916762945580998,0.9918721945063753,0.9933910178199511,0.9924576123459584,0.9924418297421538,0.9895280439793819,0.992232378170741,0.9920015097397191,0.9899552036684244,0.992011288728598,0.992103828760819,0.9923702105144004,0.9926049524769927,0.9917906827681975,0.9924767981817741,0.9928262995801965,0.992448628586461,0.9947476436784349,0.9907851244791273,0.9951889151742769,0.994431978638551,0.9942577871960229,0.9934037762115232,0.9940284421754667,0.9931515088710042,0.9925844203722476,0.9942448220439998,0.9946156417717539,0.9927575909541998,0.9913021246314321,0.9928630615662235,0.9917802384486566,0.9926406668574488,0.992691361418823,0.993386392254178,0.992906441369349,1.0,0.9898543786227725,0.9938482601054434,0.9919724421155868,0.9941732880123982,0.9913936995379445,0.9923824834247403,0.9934399231184565,0.9929191523595016,0.9908268570323783,0.9923807245998043,0.9921399117617525,0.9911656225782527,0.9918416043285089,0.9931261258989419,0.992247822678953,0.9938125026226147,0.9913484971327305,0.9907057057155904,0.9927376085894246,0.9923832928432488
QC47,0.9903113029198686,0.9890878417899721,0.9883638376447976,0.9917108827737183,0.9905347441556357,0.9911382761800472,0.9911988549661637,0.9907544951051706,0.9899232635837879,0.9913103081923799,0.9856911241434514,0.9891205656906916,0.9893894844985428,0.9911964013238946,0.9910416700778208,0.991602533940127,0.9895097180853922,0.9915669841103716,0.9915811632517018,0.988313543634178,0.9922618111131128,0.987792648167634,0.9926930451134267,0.9911268515658282,0.9916007145228836,0.9908511777435169,0.9901027316605056,0.9914201993930974,0.9925593341615032,0.991336726832614,0.9928716166870696,0.9902851320325371,0.9886825300823995,0.9915621358491098,0.9886609064953008,0.9901912828369723,0.9911492544078688,0.9881772594991257,0.9900617812788165,0.9898543786227725,1.0,0.9901088460967629,0.9902774307269662,0.9912905292502525,0.9895520494646557,0.9926623223952694,0.9914564507875274,0.9924895662427823,0.9919794122027297,0.9893761667131798,0.9920517139964203,0.9893957309974192,0.9891904297405437,0.9899393648336492,0.9917730258019188,0.9902438759700168,0.9910857307116726,0.990828825591593,0.9926053930963876,0.9908302001400388
QC48,0.990813948780748,0.9906727623838374,0.9885762045210033,0.9931677661018062,0.9900949222673363,0.9940608617970648,0.9915606045090147,0.9923180932934923,0.9873726865044767,0.9938748982553088,0.9861210511161009,0.9874312764948241,0.9919603913318842,0.989929102848961,0.9921787329603408,0.990716496579468,0.9908167968962389,0.9923035885193665,0.9922740001459431,0.9910242363736348,0.993011890640622,0.9899485594548965,0.992761988885807,0.9919641423557818,0.9923886346077728,0.9922657279888626,0.9949678097826433,0.9920831519354408,0.9930176649691386,0.9946325954429202,0.9926642312733345,0.9913237449471822,0.9925476469394421,0.9921335750978699,0.9893632291942024,0.992119512056776,0.9928385649452744,0.992223367613785,0.9934416033651066,0.9938482601054434,0.9901088460967629,1.0,0.9898851332319893,0.9934610961061282,0.9918173565884583,0.9937848194199349,0.9928403634896396,0.9940718744720975,0.9908433897007337,0.9922973172095807,0.9919275482628974,0.9903687272389197,0.9905602971495847,0.990447788807971,0.9931236943806298,0.993807322409412,0.9930587145443804,0.9900328038472628,0.9926008134574938,0.9933297282310748
QC49,0.9917374136240561,0.9915007231168732,0.9918213373596894,0.9925990090848883,0.991645068209916,0.993287101503629,0.9928366247426967,0.9918645169546106,0.9893516720700158,0.9932686437414221,0.9866163486376929,0.9926379777554616,0.9902874497734694,0.9942202931399279,0.991174316848466,0.994294332735372,0.9915470504448769,0.9922760372805052,0.9940268919360491,0.9915771288630126,0.994425827684894,0.9906578951111628,0.9922294976325925,0.9923910443186563,0.9939652186357493,0.9925590868947187,0.9937105664865667,0.9942043671992512,0.9928293067161362,0.9923982022344958,0.9934496848802129,0.9900165939475654,0.989905892981062,0.9923840201604056,0.9893911323437085,0.9934804428984081,0.9951402279679398,0.9928171974929287,0.991295625368363,0.9919724421155868,0.9902774307269662,0.9898851332319893,1.0,0.9928404863833741,0.9935991031976785,0.9919653031787581,0.9932948272891299,0.9934311124629371,0.99103931778021,0.9922932709803617,0.9948195929740027,0.9918179369569635,0.9924070044045223,0.9916163847172849,0.9930898087172454,0.992498527552354,0.9919717347402048,0.9903441238724087,0.9940172522544192,0.9929772121716212
QC4,0.9963032977788235,0.9944168431343895,0.9916764019971192,0.9949371477149668,0.9957473918612779,0.9951118299095326,0.9954379098768777,0.9942868738208633,0.9921689632720486,0.9949870180112924,0.9932756192092698,0.9916666116221268,0.9922155499308499,0.9943318808350521,0.9941654504527695,0.9949315602253619,0.99351547969197,0.995089431240926,0.9949379217283394,0.993117454917258,0.9955560469778697,0.9947579712789643,0.9950899126740903,0.9945255005104591,0.9954438705981137,0.9939205449474322,0.9951322430008224,0.9941240725517762,0.9950680773639622,0.9943269422184609,0.9953346223508145,0.993444467485021,0.9940167186131242,0.9945506492058676,0.9903573857296907,0.9950433753158238,0.9952763090834332,0.9918071325872406,0.9941487494524431,0.9941732880123982,0.9912905292502525,0.9934610961061282,0.9928404863833741,1.0,0.9934548395459849,0.9933163434157299,0.994654742329345,0.9948052925743152,0.9919747303895305,0.9918378046601088,0.9937867046728277,0.9929660493640485,0.9917368714025444,0.9931633780634304,0.9963411330801847,0.9940678525549058,0.9940136676087586,0.993179622722946,0.9953178914977157,0.995224911715482
QC50,0.9939850958359137,0.9923656586073404,0.9935557022479558,0.9936318127791627,0.9920545944191304,0.9952838357577342,0.9934588421681633,0.993029691803987,0.9903817047754647,0.9931961634779161,0.9921503873582067,0.9914016545205202,0.9925035686002364,0.9930867148349768,0.9931916756225558,0.993197749567332,0.9936801286406299,0.9948488129665932,0.9939278849037946,0.9930343161666656,0.9933715315750113,0.9937336728462046,0.9935726726453797,0.9923407742407085,0.9935621856941909,0.992956308059855,0.992442966601791,0.993982165887411,0.9936907459168067,0.992359318185616,0.9944301279620059,0.991932662114078,0.9933037272005935,0.9943909027997058,0.9913562215597042,0.9945508854491854,0.9942329931906941,0.9939071527980006,0.9926845676036375,0.9913936995379445,0.9895520494646557,0.9918173565884583,0.9935991031976785,0.9934548395459849,1.0,0.9919695658551221,0.9936298093867623,0.9940157003351137,0.9906600024774739,0.9913174065066397,0.9947415949611997,0.9925296568327946,0.9909441546481419,0.9934907912354483,0.9928074988143032,0.9928183742583948,0.9917879515918054,0.9907373001262688,0.9926874704724888,0.9928820816463303
