,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8,QC9,QC10,QC11,QC12,QC13,QC14,QC15,QC16,QC17,QC18,QC19,QC20,QC21,QC22,QC23,QC24,QC25,QC26,QC27,QC28,QC29,QC30,QC31,QC32,QC33,QC34,QC35,QC36,QC37,QC38,QC39,QC40,QC41,QC42,QC43,QC44,QC45,QC46,QC47,QC48,QC49,QC50
QC21,0.8513606547785406,0.8553674330332498,0.8471778797764069,0.8441908990440414,0.8308224216589514,0.8753190139548565,0.8445681080980743,0.8449255129453972,0.8487545956221436,0.8523788292967425,0.8639832096196725,0.8732582922652465,0.8812729319041507,0.9166961877323473,0.9135791020323586,0.8697090767009656,0.9133879502365686,0.9004423435769419,0.9051356885123137,0.9197494952334251,1.0,0.9101741794353206,0.910325837204812,0.8725944547699931,0.9236948633172619,0.9177209030066908,0.8691793359116528,0.8599919516593307,0.8959742820956522,0.9007547721917022,0.8560310062623074,0.8424209294957752,0.8978204640171699,0.8470428138507998,0.8615903961728075,0.8528280147595315,0.8777963930917997,0.9026975713560399,0.8819900154039008,0.900973825525138,0.895179628017398,0.9088490018015563,0.8895394288529536,0.9012009104654902,0.9044218098612812,0.9055953538572266,0.8343289323223092,0.8652521859218526,0.8604972759687282,0.9179209266272953
QC22,0.8616619956570133,0.8433619556208675,0.8429913616209558,0.8453280610002872,0.8349358564281891,0.8730693663973091,0.8488263161906834,0.8439654339984699,0.847221581643309,0.8550340261999997,0.8854199113551937,0.8684748590000738,0.8732658849535837,0.905911346742716,0.8992236082920408,0.8626923721211215,0.8984808105770425,0.8921040126980524,0.8962874591930872,0.9167210547085259,0.9101741794353206,1.0,0.8915947910913465,0.8642262779614229,0.9058699195328445,0.9094907523050959,0.855868008696152,0.8516345056891751,0.8904703735097905,0.8883857382408787,0.850023991082142,0.8322139219650696,0.8757248226010969,0.8380100358612634,0.8530952855209325,0.8536685061389434,0.8812506261746585,0.8928385519448722,0.8899041507374251,0.8937196411435504,0.9021158570735407,0.8921017234160705,0.8792012963095386,0.8904221716543111,0.8900993389160143,0.9010354980621716,0.8403996239353775,0.8657083069824912,0.8554387884296507,0.9124325020760171
QC23,0.8367610553782423,0.8381221632780187,0.840495008990576,0.8276694975630875,0.8139826193099313,0.8594787389829895,0.8250428490149266,0.8375349452273629,0.841493442626811,0.8317670020733341,0.8410177269870321,0.867832834433507,0.8632142387250828,0.9097216953906452,0.9020273711264262,0.8605464379787474,0.8969249682046643,0.8925077780025489,0.893422957709836,0.8959482233774444,0.910325837204812,0.8915947910913465,1.0,0.8730931458545202,0.900878738219605,0.9065704643904966,0.865439579162867,0.8480566243479902,0.8804286099830995,0.9051560924754862,0.8568320185986688,0.8459937406843452,0.8925322069021024,0.8438789629844525,0.8435523138491805,0.8455026906710886,0.8637340806153835,0.8872279324922259,0.8722171841329821,0.8969168565977601,0.8909418016071705,0.9034561339755883,0.8836918099248091,0.8997290490670836,0.9004845895013281,0.8941699818700394,0.8292932450119804,0.8503565189601042,0.8691379047729781,0.9003040486277604
QC24,0.83874139488163,0.8476882594388565,0.8454352771393847,0.840028493283708,0.81628417240846,0.9126956183319622,0.8271524290125679,0.8441552631184023,0.841724086691412,0.8329771836978561,0.8509197888203963,0.9227514414944376,0.9206040229305128,0.8680100795506035,0.860923841245309,0.9108257977766139,0.8676595924253481,0.8607997889290273,0.8674100488752187,0.871746315036575,0.8725944547699931,0.8642262779614229,0.8730931458545202,1.0,0.8722949820278331,0.8783383498981328,0.9173025384066508,0.9036273540177994,0.8515190617412337,0.8712420184019898,0.8939848849546755,0.8901723429776341,0.8673135585100578,0.8882443076378244,0.8956599112082599,0.8970444797432511,0.8463564104648524,0.8549160185886837,0.8544684449506453,0.857105316598788,0.8584889527062171,0.8708074131299033,0.8653534464574081,0.8674661675471688,0.868144559815804,0.863151712234875,0.8362170546462415,0.865733077912775,0.9152701523973068,0.8659658483191448
QC25,0.8501046599097579,0.8600145420751182,0.856178863561218,0.8472150343370911,0.8308223224686311,0.8713656937692461,0.8439248914915882,0.8529310036994276,0.851751966929901,0.8568716954487205,0.8657765566426638,0.8718293746293303,0.8770378406490208,0.9093989964224195,0.9050612486049096,0.8707233799924001,0.9120957416207669,0.9041860917148425,0.9009695658515272,0.9069548410011194,0.9236948633172619,0.9058699195328445,0.900878738219605,0.8722949820278331,1.0,0.9097241884577119,0.8657640082805265,0.8620860122785754,0.8911884859561837,0.9053212012953765,0.8499917649289933,0.839333741300518,0.8970131610309442,0.8441934403895204,0.8573898213448109,0.8519267215525193,0.8781651399697192,0.8952941145010155,0.891575625330697,0.9035571544565977,0.9099626145442243,0.8985572711577541,0.9023583021973742,0.9038101314852193,0.9026508936231841,0.9094374068511695,0.8513532018936949,0.867829191411262,0.8618319407462149,0.908678573399755
QC26,0.8490518784512787,0.8578223145649074,0.8484460221184621,0.8457973092745632,0.8265206647863516,0.8782488529982003,0.8425914618295173,0.8449209397838753,0.84372411474327,0.8495696219204684,0.8707667548674842,0.8766492714728713,0.8769077257736567,0.9099250601223411,0.9102057813161698,0.8762001585931667,0.912851081579624,0.9041646998288169,0.903762746039276,0.917031787549164,0.9177209030066908,0.9094907523050959,0.9065704643904966,0.8783383498981328,0.9097241884577119,1.0,0.8696347023450428,0.8580642821222129,0.8919048071841444,0.8998986265172949,0.857980891459769,0.8451438707550928,0.8963132935633946,0.8570773485371648,0.8639674716879817,0.8566459108751039,0.8836593190464734,0.8981110898703518,0.8804036836964753,0.9017492861448183,0.8986233804113376,0.9028007192985327,0.8845867590757396,0.9017676558162508,0.8950172262954593,0.8994114166749994,0.8397439750039147,0.8701611263998059,0.8642886026312885,0.9201006988331348
QC27,0.8361618311862192,0.8576482916292978,0.8478086035453156,0.837353344295312,0.8155321222803916,0.903270539010879,0.8281935909393628,0.8445935820872721,0.8467124785626445,0.8407384083898108,0.8467779381360513,0.9111701667588373,0.9126067514222548,0.8549140630658171,0.8661157582627133,0.9125129885458285,0.8645308416539562,0.8657915683781292,0.8638612495959737,0.8736616935327525,0.8691793359116528,0.855868008696152,0.865439579162867,0.9173025384066508,0.8657640082805265,0.8696347023450428,1.0,0.8926261708245871,0.8514088853775504,0.8628454197020552,0.8910196072153047,0.8810403879007483,0.8654060817304057,0.8850559006943408,0.8967215990774782,0.8885184891578849,0.8427512099003371,0.8477430733390623,0.8492358307798897,0.8654041323043533,0.8612736708967764,0.870067392925359,0.8603143912351305,0.863759466293867,0.8706020243346682,0.8637118146739913,0.8385568786170572,0.8594052117010293,0.910828645459003,0.8659131639179785
QC28,0.823201176821438,0.8482720983945157,0.8317439405380539,0.8228037952630468,0.802551468367251,0.8964974986449129,0.8134816147264342,0.838083642565872,0.8387990275224515,0.8311980324060633,0.8485967209149774,0.8966666971504293,0.9100848767408363,0.8479698453007188,0.8443711528607943,0.9025503749324632,0.8506769251483531,0.8498055226556339,0.850818859200228,0.8557334576767758,0.8599919516593307,0.8516345056891751,0.8480566243479902,0.9036273540177994,0.8620860122785754,0.8580642821222129,0.8926261708245871,1.0,0.8509548195505953,0.8538436586233089,0.8886829654512357,0.8798335716574232,0.8625913656784081,0.8728213381399674,0.8778004138895078,0.8797486332279223,0.8364199351559439,0.8429922034020356,0.8475260220383978,0.8461291813122904,0.8442384138938965,0.854397229698277,0.8475940225128294,0.8554499338825773,0.8516744254238423,0.8527951151328419,0.8222931642493352,0.8510154768190259,0.8918759549223353,0.8648278956175419
QC29,0.8472445427308625,0.8436708017821075,0.8391948313326928,0.8372458123308816,0.8270574847074691,0.8561320094895354,0.837128741981029,0.837672921240666,0.8320849580203188,0.8394012158045439,0.8645952505987499,0.8526496436239986,0.8577060255639796,0.8930460574046478,0.897535772470668,0.8575584138639322,0.8962416594509489,0.8923978390202943,0.8946361780971904,0.9039344673011607,0.8959742820956522,0.8904703735097905,0.8804286099830995,0.8515190617412337,0.8911884859561837,0.8919048071841444,0.8514088853775504,0.8509548195505953,1.0,0.878279644290554,0.8388328492499944,0.8238325111374056,0.8698371478610749,0.8351626895262066,0.8546301060710735,0.843524985754561,0.8674294118976447,0.8807701209665253,0.886930595528381,0.8834397109505991,0.8831239597775137,0.880407433406034,0.8724246839616443,0.8728028629852103,0.8751315004241502,0.8770176947247303,0.8222402286817201,0.8587367926711821,0.8424861634943585,0.9014025276298139
QC30,0.8377093693051254,0.843630315555845,0.8493710574909585,0.8360766134103672,0.812258170033169,0.853357766314079,0.8334491266087322,0.8399875680515516,0.8435310301290943,0.8411267275896847,0.8508826634756944,0.8657339183539077,0.8634426492673923,0.8922032521241563,0.8995259049130198,0.8619921399611757,0.8869455533766075,0.8950468096602961,0.8925029785752524,0.8909018551832644,0.9007547721917022,0.8883857382408787,0.9051560924754862,0.8712420184019898,0.9053212012953765,0.8998986265172949,0.8628454197020552,0.8538436586233089,0.878279644290554,1.0,0.8493845269562057,0.8483510745270844,0.8979273048963783,0.8467520718265361,0.8567289203668957,0.8513412315444838,0.8784485572923811,0.8858931371050572,0.8841751590583801,0.8936615153440972,0.8891577129484937,0.9037056293309009,0.8831931501540873,0.9089391482929575,0.8981389378051363,0.8927082718930233,0.833640531626523,0.8630735152604374,0.8586329092510354,0.8928330470662044
