,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8,QC9,QC10,QC11,QC12,QC13,QC14,QC15,QC16,QC17,QC18,QC19,QC20,QC21,QC22,QC23,QC24,QC25,QC26,QC27,QC28,QC29,QC30,QC31,QC32,QC33,QC34,QC35,QC36,QC37,QC38,QC39,QC40,QC41,QC42,QC43,QC44,QC45,QC46,QC47,QC48,QC49,QC50
QC31,0.8282142939507048,0.8408468275804795,0.8312515917704997,0.8187932611344118,0.7957365075442603,0.8879916828112069,0.8117693168313723,0.8288244416779387,0.8346713329572453,0.8226184518028816,0.8374904969965391,0.889621338508591,0.8960788024713704,0.8476868301395113,0.8538668947139458,0.8924854897547299,0.8513632316731639,0.8438064502558215,0.8474387046680768,0.8562811451011278,0.8560310062623074,0.850023991082142,0.8568320185986688,0.8939848849546755,0.8499917649289933,0.857980891459769,0.8910196072153047,0.8886829654512357,0.8388328492499944,0.8493845269562057,1.0,0.8820514874993245,0.8570321778402913,0.8929327307387636,0.8830069980915287,0.8793744147976061,0.8382842816401774,0.8519875766955632,0.8413721229057622,0.8513340720618361,0.8507898610149344,0.8487783176484107,0.8456308170204945,0.8441254753761342,0.8610884869261846,0.8552176392993377,0.8122535333372793,0.8412300209501642,0.8921837259580409,0.8581796204956822
QC32,0.8182537426551713,0.8312325439698076,0.8270058024440406,0.8111686566858126,0.7925660885497644,0.8715507394618759,0.8022529020037384,0.8219900107482613,0.832598665862111,0.8160713144521736,0.8236953815202017,0.8889897419480927,0.8781209199718822,0.8417857998237864,0.84420177946776,0.8848959898680251,0.8391738117769344,0.8395442242862603,0.8376336567922286,0.8393783861061941,0.8424209294957752,0.8322139219650696,0.8459937406843452,0.8901723429776341,0.839333741300518,0.8451438707550928,0.8810403879007483,0.8798335716574232,0.8238325111374056,0.8483510745270844,0.8820514874993245,1.0,0.8755118129215603,0.8719113640588084,0.8726541876793221,0.864023126411784,0.8177546916590973,0.8300796381893798,0.8251434022960145,0.8432781132704212,0.8378759957253126,0.8476562423871367,0.8464370109394399,0.8412188100097644,0.8554414964033743,0.8457273404263415,0.8044049252457289,0.84005822708883,0.8914343331530654,0.8438163102142009
QC33,0.833055378004982,0.8424720618224272,0.8431467073695792,0.8369692500926541,0.8136751618709244,0.8585414896086551,0.8288367104217009,0.8391857271004491,0.8413641001003218,0.8331478438501033,0.8442782247329524,0.8659674064908803,0.8643265085325941,0.8890760267346837,0.8918594304390888,0.8673098251621948,0.8879744326958143,0.8891887503738017,0.8858705236914168,0.8892917279524123,0.8978204640171699,0.8757248226010969,0.8925322069021024,0.8673135585100578,0.8970131610309442,0.8963132935633946,0.8654060817304057,0.8625913656784081,0.8698371478610749,0.8979273048963783,0.8570321778402913,0.8755118129215603,1.0,0.8526811262158317,0.8576029163580993,0.8516244171636436,0.8736139276111166,0.8773853440426056,0.8694119595752609,0.8820829150484667,0.8829934595636264,0.8921375620179061,0.8785868402630043,0.8928914066426181,0.8988155183398322,0.8939612527625976,0.8268557587962202,0.85427148353281,0.8636591514038492,0.8937205151866815
QC34,0.8368745375804033,0.8413519970712379,0.838383479291755,0.8233040898835382,0.8057874916471187,0.8853837406755004,0.8218777922852362,0.8350639735344676,0.8356771909613986,0.8257476469367603,0.8395381088063066,0.8909288969102002,0.8983509508363733,0.8343975030321469,0.8486550303099145,0.8914326899776935,0.8444174351833692,0.8430607698919393,0.8416786010118336,0.857060825405033,0.8470428138507998,0.8380100358612634,0.8438789629844525,0.8882443076378244,0.8441934403895204,0.8570773485371648,0.8850559006943408,0.8728213381399674,0.8351626895262066,0.8467520718265361,0.8929327307387636,0.8719113640588084,0.8526811262158317,1.0,0.8957062522567525,0.8988848418043769,0.8445703486644219,0.8492375488729205,0.8450384031016228,0.8504727113372264,0.8400791405468884,0.8435471179811689,0.8401252921230322,0.8407322933717556,0.8530119480311996,0.8459848643884563,0.8230717348380954,0.8396637236111699,0.8851168355494645,0.856735255862312
QC35,0.8475250648936147,0.8535176817297756,0.8433815635503292,0.8365941428147801,0.8178415255571005,0.8969761086279991,0.8359950674899647,0.8450806894221664,0.8383963148993374,0.8313425064678007,0.8485402385588061,0.9006170400226557,0.899700208617503,0.8535106479485268,0.8533102832869669,0.8990231213884033,0.8514108235942838,0.8562640924356287,0.8599406119726248,0.8667362021925156,0.8615903961728075,0.8530952855209325,0.8435523138491805,0.8956599112082599,0.8573898213448109,0.8639674716879817,0.8967215990774782,0.8778004138895078,0.8546301060710735,0.8567289203668957,0.8830069980915287,0.8726541876793221,0.8576029163580993,0.8957062522567525,1.0,0.9066380941589962,0.8477136379708844,0.8503873081952983,0.8517058340764908,0.85029799849063,0.8498688386198432,0.8571814302428528,0.8543188769612162,0.8536628960577339,0.8599847043877694,0.859119218735434,0.8307734724438897,0.8563716841469033,0.8896072679306698,0.8677853696632202
QC36,0.8478974576765543,0.8470688730523932,0.8370082199464627,0.8379067569190443,0.8206179494068683,0.8935223000560697,0.8380521524461156,0.8438339324884723,0.8357634135945549,0.8354129431430573,0.8538235402670558,0.8962720367679334,0.900829226789482,0.8429963568057861,0.8485062742329494,0.8977037557180488,0.8453302646520154,0.8443608051354583,0.8436334043143195,0.8631617115423541,0.8528280147595315,0.8536685061389434,0.8455026906710886,0.8970444797432511,0.8519267215525193,0.8566459108751039,0.8885184891578849,0.8797486332279223,0.843524985754561,0.8513412315444838,0.8793744147976061,0.864023126411784,0.8516244171636436,0.8988848418043769,0.9066380941589962,1.0,0.8433031593119305,0.8492174436009386,0.8418097430971901,0.8543329173706089,0.85065639298284,0.8554787172589581,0.8463573106591576,0.8484255548930741,0.8554895840059676,0.8567936482423034,0.8348843507330992,0.845952173079143,0.8876897808746085,0.8629618139045483
QC37,0.8265749757399564,0.8227588830259875,0.8362934890959727,0.8177655717184301,0.7982422948165128,0.8473512666455084,0.8218018627157053,0.8241543344500338,0.8266296047768867,0.8199103343231721,0.8403527676734667,0.8486348184886031,0.8448564858512002,0.8783418805853769,0.8833323079906099,0.8450771220811719,0.8793627318798218,0.8753777412947824,0.8814310327063958,0.8928020746348581,0.8777963930917997,0.8812506261746585,0.8637340806153835,0.8463564104648524,0.8781651399697192,0.8836593190464734,0.8427512099003371,0.8364199351559439,0.8674294118976447,0.8784485572923811,0.8382842816401774,0.8177546916590973,0.8736139276111166,0.8445703486644219,0.8477136379708844,0.8433031593119305,1.0,0.8856246538944555,0.8879458604653301,0.8796415768209126,0.8778026470950491,0.8577718901012836,0.8547889841578667,0.8638378494714077,0.8752983078771062,0.8700205122728275,0.8189174822113443,0.8456146735853888,0.8421451885161845,0.8859046815471368
QC38,0.8396568222168074,0.8320341786467573,0.8425779092437604,0.826029673928712,0.8085533845047803,0.8598298981877907,0.8245452717528854,0.8310044722188752,0.8334715987242177,0.8328036450670535,0.8528725141463588,0.8580145550972089,0.8580125660027305,0.8871071420725031,0.8909259254775055,0.8540294113584121,0.8868083310019261,0.8871208110202277,0.8902937675469832,0.9025231219983654,0.9026975713560399,0.8928385519448722,0.8872279324922259,0.8549160185886837,0.8952941145010155,0.8981110898703518,0.8477430733390623,0.8429922034020356,0.8807701209665253,0.8858931371050572,0.8519875766955632,0.8300796381893798,0.8773853440426056,0.8492375488729205,0.8503873081952983,0.8492174436009386,0.8856246538944555,1.0,0.8800394958722134,0.8885934860028712,0.8832729943189415,0.8826773614714166,0.8852806480860771,0.8814101098470921,0.8862395287505345,0.8854889704113184,0.8352105639067691,0.8509852513329645,0.8485268788682385,0.9064415600138089
QC39,0.8425800720838005,0.8440607596643991,0.8461113652786781,0.8354838345490998,0.8090949503831866,0.8553293917869653,0.8285296046151317,0.8373940064431672,0.8351082589020926,0.8319119154648685,0.856785949841387,0.8571432999664458,0.8631865481388744,0.8755004463765426,0.8899137982807663,0.8537280765805443,0.8780558584577535,0.8820479644506383,0.8859736019625649,0.8926738525758577,0.8819900154039008,0.8899041507374251,0.8722171841329821,0.8544684449506453,0.891575625330697,0.8804036836964753,0.8492358307798897,0.8475260220383978,0.886930595528381,0.8841751590583801,0.8413721229057622,0.8251434022960145,0.8694119595752609,0.8450384031016228,0.8517058340764908,0.8418097430971901,0.8879458604653301,0.8800394958722134,1.0,0.8920424663731992,0.8829862506390063,0.8765618642621794,0.8711052024882875,0.8792604759428905,0.8803505725772726,0.8844872640491369,0.8316087594864251,0.8559568469645971,0.8401920955039792,0.8950531059026232
QC40,0.8408320002412945,0.8434780048558546,0.8486631657776187,0.8350204437886941,0.8198411567299346,0.8610562877811848,0.8370153009586233,0.8377068918245283,0.8429238142267754,0.8354707697061301,0.8535226979670548,0.8632984178144382,0.8601063707432732,0.8968502763378811,0.9074372403229458,0.8661552190421786,0.8986944100377934,0.8949190256897702,0.8932977554722525,0.9143185100892767,0.900973825525138,0.8937196411435504,0.8969168565977601,0.857105316598788,0.9035571544565977,0.9017492861448183,0.8654041323043533,0.8461291813122904,0.8834397109505991,0.8936615153440972,0.8513340720618361,0.8432781132704212,0.8820829150484667,0.8504727113372264,0.85029799849063,0.8543329173706089,0.8796415768209126,0.8885934860028712,0.8920424663731992,1.0,0.9121369235354713,0.8959220620177077,0.8934318970044142,0.8996016788264559,0.9030582088528453,0.9112839761682684,0.8290560451468459,0.8611869207991876,0.8562706356309159,0.9057568354878011
QC41,0.8390839857730196,0.8455702861642365,0.8429524559136441,0.8380032177046997,0.8273190388499483,0.8680137529042189,0.8394429155816006,0.8419269154037747,0.8454949832153564,0.8470993249595404,0.8633074728867984,0.8541533898649833,0.8619722556496212,0.8872915956754321,0.8990840378399807,0.8638916724393843,0.89895560443181,0.892112166451436,0.8949620408590304,0.9043025806403673,0.895179628017398,0.9021158570735407,0.8909418016071705,0.8584889527062171,0.9099626145442243,0.8986233804113376,0.8612736708967764,0.8442384138938965,0.8831239597775137,0.8891577129484937,0.8507898610149344,0.8378759957253126,0.8829934595636264,0.8400791405468884,0.8498688386198432,0.85065639298284,0.8778026470950491,0.8832729943189415,0.8829862506390063,0.9121369235354713,1.0,0.894166206968857,0.8916887651404386,0.9006270917927162,0.898160019532246,0.9109779483575532,0.8308067524844235,0.8582721622961323,0.8494805249810639,0.89761567678282
QC42,0.8405138262574335,0.8443737881345784,0.8393927216509697,0.8385139237734125,0.8276873731703605,0.8641611074645766,0.8315287321950869,0.8437222558483364,0.8438491085922114,0.8464270261219978,0.8486668723839911,0.8752578087325613,0.8715420097060425,0.8963180662079233,0.8920580506111159,0.8641859980405387,0.8958183675552251,0.8985514378764056,0.8989637506275131,0.8983028944356308,0.9088490018015563,0.8921017234160705,0.9034561339755883,0.8708074131299033,0.8985572711577541,0.9028007192985327,0.870067392925359,0.854397229698277,0.880407433406034,0.9037056293309009,0.8487783176484107,0.8476562423871367,0.8921375620179061,0.8435471179811689,0.8571814302428528,0.8554787172589581,0.8577718901012836,0.8826773614714166,0.8765618642621794,0.8959220620177077,0.894166206968857,1.0,0.9006842719246938,0.9081279502812418,0.9075007923050395,0.9053509823597411,0.8381865777860477,0.8561948235354779,0.8671534070372595,0.9050686383770363
QC43,0.8436891397115863,0.851455006186346,0.8481714388066766,0.8489276762148821,0.8279761748449576,0.8627507746196595,0.8315568542357507,0.8412615410068095,0.8435246193044273,0.8369252494396973,0.8581450326208491,0.8621346742417667,0.8642672133510011,0.8917677677289864,0.8916073410824487,0.8649021112519777,0.8854997567035093,0.8855102925162279,0.8892462298598708,0.8876916397350916,0.8895394288529536,0.8792012963095386,0.8836918099248091,0.8653534464574081,0.9023583021973742,0.8845867590757396,0.8603143912351305,0.8475940225128294,0.8724246839616443,0.8831931501540873,0.8456308170204945,0.8464370109394399,0.8785868402630043,0.8401252921230322,0.8543188769612162,0.8463573106591576,0.8547889841578667,0.8852806480860771,0.8711052024882875,0.8934318970044142,0.8916887651404386,0.9006842719246938,1.0,0.8906117961380224,0.8936507586291965,0.8917726367631206,0.837232564899097,0.866195332947393,0.8652311624871102,0.8889953427617158
QC44,0.8405037358013381,0.8544207106042555,0.8445385841078432,0.8419535592124266,0.819964982592752,0.8543629494784365,0.8347848830321463,0.8455818734104231,0.8411578924389443,0.8444334073557983,0.8520645467080548,0.8586827423925291,0.8656242363371666,0.8977253031543869,0.8929171231216291,0.8603848335012724,0.8913890705018782,0.897083865607175,0.897375817512782,0.8917638964128325,0.9012009104654902,0.8904221716543111,0.8997290490670836,0.8674661675471688,0.9038101314852193,0.9017676558162508,0.863759466293867,0.8554499338825773,0.8728028629852103,0.9089391482929575,0.8441254753761342,0.8412188100097644,0.8928914066426181,0.8407322933717556,0.8536628960577339,0.8484255548930741,0.8638378494714077,0.8814101098470921,0.8792604759428905,0.8996016788264559,0.9006270917927162,0.9081279502812418,0.8906117961380224,1.0,0.9042693422200221,0.9049490197032644,0.8405138739928382,0.8619791350218851,0.8539246892513395,0.8993651112702021
QC45,0.843936641109113,0.8466094716308613,0.849465390217347,0.8367936352007814,0.8196772204049084,0.8653077031543354,0.8346851119902309,0.8463603647620735,0.8466628869157096,0.8408085066885869,0.8567288961459723,0.8726865743570901,0.8646188832574119,0.8970302842173163,0.8979976243454065,0.8630334951241753,0.8924911613727535,0.8911445556861365,0.8957159341967601,0.9023340700128306,0.9044218098612812,0.8900993389160143,0.9004845895013281,0.868144559815804,0.9026508936231841,0.8950172262954593,0.8706020243346682,0.8516744254238423,0.8751315004241502,0.8981389378051363,0.8610884869261846,0.8554414964033743,0.8988155183398322,0.8530119480311996,0.8599847043877694,0.8554895840059676,0.8752983078771062,0.8862395287505345,0.8803505725772726,0.9030582088528453,0.898160019532246,0.9075007923050395,0.8936507586291965,0.9042693422200221,1.0,0.9091788832467362,0.8421768093489588,0.8592714204333987,0.8653101776371114,0.8995897703936107
QC46,0.8503406383739317,0.8563539138294687,0.8477101581692419,0.847062603458965,0.8319206736630855,0.8715003561746247,0.850732664789689,0.8502744397142782,0.8426090536648725,0.8503733627659933,0.861153836163948,0.865388006665694,0.874901187259029,0.8871527155942919,0.8958572369309953,0.8681080877897789,0.8982207794281755,0.8875554579536046,0.8961229995784428,0.9044236714256038,0.9055953538572266,0.9010354980621716,0.8941699818700394,0.863151712234875,0.9094374068511695,0.8994114166749994,0.8637118146739913,0.8527951151328419,0.8770176947247303,0.8927082718930233,0.8552176392993377,0.8457273404263415,0.8939612527625976,0.8459848643884563,0.859119218735434,0.8567936482423034,0.8700205122728275,0.8854889704113184,0.8844872640491369,0.9112839761682684,0.9109779483575532,0.9053509823597411,0.8917726367631206,0.9049490197032644,0.9091788832467362,1.0,0.8439630260362669,0.861031528570519,0.8559144587270215,0.9075935383045746
QC47,0.898525589720527,0.898282154460009,0.9115435361731348,0.9203686487168606,0.894735775100319,0.8367642616141818,0.906251805110024,0.9195245649546457,0.9070686573394071,0.9176253623780749,0.8472356404731658,0.8350372392622769,0.8395314294252474,0.828715298306254,0.8353709718043164,0.8376538855812367,0.8367422603624377,0.8331405725962198,0.8401761784128011,0.8320397710168876,0.8343289323223092,0.8403996239353775,0.8292932450119804,0.8362170546462415,0.8513532018936949,0.8397439750039147,0.8385568786170572,0.8222931642493352,0.8222402286817201,0.833640531626523,0.8122535333372793,0.8044049252457289,0.8268557587962202,0.8230717348380954,0.8307734724438897,0.8348843507330992,0.8189174822113443,0.8352105639067691,0.8316087594864251,0.8290560451468459,0.8308067524844235,0.8381865777860477,0.837232564899097,0.8405138739928382,0.8421768093489588,0.8439630260362669,1.0,0.8542392889439205,0.832911059676253,0.8447432102905011
QC48,0.8516593887325341,0.8557323074348555,0.8588165633080198,0.8451088750003131,0.8306296317953609,0.8659037110844415,0.8393323813498563,0.8513160875123884,0.8493613379234353,0.8526915459261819,0.8947955907254487,0.8631986236473932,0.8724879641437789,0.8689361137585282,0.8687020814381071,0.8672326087949077,0.8716799493177341,0.8698093143457096,0.8779064407003597,0.8663639289013636,0.8652521859218526,0.8657083069824912,0.8503565189601042,0.865733077912775,0.867829191411262,0.8701611263998059,0.8594052117010293,0.8510154768190259,0.8587367926711821,0.8630735152604374,0.8412300209501642,0.84005822708883,0.85427148353281,0.8396637236111699,0.8563716841469033,0.845952173079143,0.8456146735853888,0.8509852513329645,0.8559568469645971,0.8611869207991876,0.8582721622961323,0.8561948235354779,0.866195332947393,0.8619791350218851,0.8592714204333987,0.861031528570519,0.8542392889439205,1.0,0.8587103516734658,0.8670008341695888
QC49,0.8370976438558412,0.8479392927297414,0.8406862008456828,0.8321356385960232,0.8112152521562833,0.9016600043755049,0.8195260009330245,0.8391714790840844,0.8404477061948981,0.8254951307725678,0.8428215321841157,0.9049737326916417,0.9131064823177527,0.863357574026826,0.8558125599029219,0.9113421722147274,0.8580720548674817,0.857300879414445,0.8555983034166466,0.8658932336302119,0.8604972759687282,0.8554387884296507,0.8691379047729781,0.9152701523973068,0.8618319407462149,0.8642886026312885,0.910828645459003,0.8918759549223353,0.8424861634943585,0.8586329092510354,0.8921837259580409,0.8914343331530654,0.8636591514038492,0.8851168355494645,0.8896072679306698,0.8876897808746085,0.8421451885161845,0.8485268788682385,0.8401920955039792,0.8562706356309159,0.8494805249810639,0.8671534070372595,0.8652311624871102,0.8539246892513395,0.8653101776371114,0.8559144587270215,0.832911059676253,0.8587103516734658,1.0,0.8677139158372466
QC50,0.8588153204245916,0.8601525903680098,0.8595796259221753,0.8544439932419967,0.8407575850132578,0.8765270381230279,0.8470625092847641,0.8554316479583636,0.8552063840992764,0.8562782983400972,0.8762842132164125,0.870872608073749,0.8740559985340324,0.9063413964987931,0.9044937789402223,0.8700663015165779,0.9066971070495135,0.9004475674327227,0.8982704087653958,0.9202495197984537,0.9179209266272953,0.9124325020760171,0.9003040486277604,0.8659658483191448,0.908678573399755,0.9201006988331348,0.8659131639179785,0.8648278956175419,0.9014025276298139,0.8928330470662044,0.8581796204956822,0.8438163102142009,0.8937205151866815,0.856735255862312,0.8677853696632202,0.8629618139045483,0.8859046815471368,0.9064415600138089,0.8950531059026232,0.9057568354878011,0.89761567678282,0.9050686383770363,0.8889953427617158,0.8993651112702021,0.8995897703936107,0.9075935383045746,0.8447432102905011,0.8670008341695888,0.8677139158372466,1.0
