Gene,Digestive,Reproductive,Respirato,Urinary,Circulation,Endocrine
ANG,-0.10259415582514936,-0.09656528907431099,0.5768461607070221,-0.25642453128238785,-0.2582813014496798,0.037525722498560656
ANO8,0.03659908393363445,0.004957959887825675,0.21897865020753685,-0.3313249919524809,0.06660946715569449,-0.15718376773188172
CFP,-0.3115889867416477,0.13521362510280457,0.2432434323285683,-0.08400118318489624,0.04771753120787295,-0.07885470690259702
CGREF1,-0.13063270362027493,-0.03864245460340207,0.26553649905035154,0.08361962458799452,-0.3515545665026258,-0.3294077586864677
CHGB,0.12725366353292808,-0.355768285718372,0.19952431324525516,0.035313832791259096,-0.14410084740769452,-0.21847541304700768
CRTAC1,0.05309637978721597,0.06890735212262243,0.15537145939609126,-0.18319652269436063,-0.10497540629881306,-0.06809809699177788
F12,-0.2339092767430598,0.0947406250923398,0.1072524024680123,0.037650378183159666,-0.024274232767758804,-0.19020751090865168
GC,-0.2672080363917748,0.17500992929046827,0.24484881158377808,0.04143107637900272,-0.35277571977258704,0.06974550820813721
HABP2,-0.2266531265540773,-0.025093698499223136,0.29977972898544836,-0.10262350198468122,0.0477896525686087,-0.04687331704039336
HPX,-0.26499900608567123,0.05352756137049888,0.16638129013221883,0.10047217538582584,-0.11530549764904688,-0.4888509392588862
IGFBP6,-0.17404710738914386,-0.12629009498811572,0.18107270135748024,0.14538279048730052,-0.0929505749564125,-0.45026842133592093
KRT1,-0.07809057245046228,0.09467615568916472,0.13858063937536605,0.01617766926418521,-0.26465675599371147,-0.2908369975971915
LTF,0.025614778443901347,-0.058823489506457015,0.35360032798051444,-0.11987601292377817,-0.2556056337703106,0.11220069074157962
PVR,0.11389186577013319,-0.3922848623297458,0.1554655480363041,0.057789698909468196,0.027423082367921594,-0.2709900291023152
SPG11,0.021208332123646343,-0.09015517238307189,0.3214833403227248,-0.23794878674071424,-0.07133836485644009,-0.3878044961376486
THBS4,-0.060359640440043036,-0.32037296911962126,0.2732188043419812,0.15276094931451445,-0.05748714329537266,0.028072467152348086
TMSB4X,0.05624411741727632,-0.3345996506369692,0.18534508737337485,-0.04154050863029546,0.15919681720647877,-1.0180348795184002
TXN,0.03340377131915363,-0.033973989596045244,0.08861011202011672,0.06013431578782648,-0.26064174433084825,-0.23247279085673084
ACTR3,0.03925942499434512,0.11434640412699172,-0.21740256086062526,0.2117100524453993,-0.0988414809924274,-0.41911883156592494
APP,-0.19307406086454362,-0.10248663059401024,0.01681935904850611,0.2743893447709106,-0.027926642333770693,-0.5953823093195171
AZGP1,0.024115390133710612,-0.13760658705524637,-0.11526035925944707,0.18591586466571147,0.02499504526603806,-0.11291998671717114
CALR,0.007457845483290332,-0.3748669739968241,0.10198917956037037,0.20751085307172812,0.041390923843015924,-1.1663845897316427
CAT,-0.29946718899263003,0.05858998775382748,0.03999006619329173,0.24080787006599155,-0.16383875163410816,0.213390409116045
CD163,-0.05537208796617142,-0.17176889828879754,-0.154129906442323,0.383375889983888,-0.11178705515605739,-0.23659533872013203
CFD,-0.07664333670890504,-0.18190604535894253,0.015840075034498285,0.25212927230767374,-0.10903483312541767,-0.1408512483170156
COL18A1,-0.04736115028963134,0.060672074138598896,-0.11480766680600189,0.19694873694356357,-0.1271329658339277,-0.6666656141953233
CSN1S1,0.00898280047540278,-0.2091650173877563,-0.21549588414937848,0.31887456939622727,-0.13733176875367809,0.27911328133489965
CTSL,-0.11355931746040882,-0.09321280374629448,-0.022674064061525095,0.23395062217681512,-0.08788373800202509,-0.2564903009215623
DNAH5,-0.07917140377113621,0.1267466699205575,-0.30641504390330954,0.2794428267677957,-0.09500891230641735,0.05545582057278868
F5,-0.08566324915962469,0.1193136455492585,-0.12833372044099836,0.1443567540512717,-0.0637414898598904,-0.2365005550223019
FBLN5,0.14617683905226647,-0.3062535890288261,-0.2672577862901198,0.259917063752933,0.044177952066299195,0.21892206851365997
FCGR2A,0.025855485386500454,-0.11006768971928788,-0.287768745718147,0.2508060738304606,0.03674357823076296,-0.2969477871510344
HEXA,0.04567400349848723,-0.21972380114186668,-0.1666388289468517,0.34000893983047725,0.09500338810654338,-1.305029371545296
INPP5F,-0.08918285321631676,-0.24608257220418572,-0.031409013045448964,0.24607365382269963,0.13842742291563212,-0.4197469791888968
LYVE1,0.11037879655089523,-0.16274141551437316,0.07698890829176319,0.15205365669800788,-0.3577838943071862,0.1054948776690432
MYL6,0.07599067764242351,-0.03732192524561949,-0.11063761313984743,0.2510940531924766,-0.023411618523230166,-0.5354314990987759
NID1,0.09827089622160301,-0.38641822034764395,0.01771942081777105,0.12849814749963662,0.11132229722715128,-0.9212383943462
NME2,-0.06476336760354301,0.06642715185216594,-0.05574359377513377,0.15200470851963924,-0.11482097662214154,-0.35079481589228373
PCOLCE,-0.149050409251932,-0.13227851521638537,-0.266327074214095,0.4438513229780058,0.04043600334899694,0.17083025295787113
PFN1,0.06852949034085999,-0.2365938517037611,-0.031551926289043825,0.201668868581738,-0.0618751874872155,-2.068760710300593
PLXNB1,-0.19097812406680054,-0.29796534301423233,-0.11730218523905656,0.49377584416722337,-0.14102215898180057,-0.38386972578232365
PRDX6,0.007636597775734324,-0.0845940825076753,-0.16492343708766086,0.22391590091407346,-0.032572132973022194,-0.9059831372141853
PRSS3,0.010848635921579553,-0.15210265931622222,0.01760538120287585,0.18473834476453252,-0.1570604427289456,-0.32001356952815585
QSOX1,-0.17482552073839122,0.05685510871941346,0.06310603058417054,0.18844051879438498,-0.2577490426963781,-0.16771190346163695
S100A7,-0.17671886394324107,-0.0634735326634838,0.08976342318763478,0.23356108466881687,-0.17697277840290146,-0.21154847209167363
SELENBP1,-0.26435400351503924,0.027457503206692453,-0.019069762366473886,0.24503974065207187,-0.12215491283000028,-0.045331445159937735
SERPINB1,-0.11267279909487563,0.16656326887173462,-0.26930045281580556,0.26206186008913884,-0.04707442293117449,0.042063475548704245
SLC4A1,-0.19345071576131287,-0.05281430098771822,-0.11554695807553708,0.23481938328987162,0.0683923588405201,-0.4303376764897588
TAGLN,-0.21447304992166671,-0.002402096866471566,-0.19359115387238557,0.18863095246916364,0.15590687568540496,0.1250727995096424
TALDO1,0.05136205934990927,0.06121187920344451,-0.20798962830808815,0.13200605906293922,-0.03159206232191833,-0.27624103455252935
VNN1,0.06286960250896394,-0.014671810067452874,-0.1357365640720801,0.20672596316439362,-0.20880871406627066,-0.3400799708976641
ZNF512B,0.055217280988142874,-0.03525938337450447,-0.2732438995801202,0.19180447657178784,0.10248004265634796,-0.3349063713824243
ZNFX1,-0.3188061606521388,0.04642417551307259,-0.5457280961041173,0.1857199253334093,-0.9738405628360285,-0.09041962382331294
ACTA1,0.16346969206983505,-0.39148881210031033,-0.009649032188829775,0.07151788639049021,0.20663530908826586,-1.4917641982439733
ACTB,0.2049985930188948,-0.4095295465680824,0.017350769274909434,0.03550396101505907,0.22511520879583946,-1.1209321089013382
ACTBL2,0.1885820745736844,-0.45095441922975554,-0.01772580179116614,0.13139614573765052,0.2547705521337866,-1.4918443078482762
ACTC1,0.0430094412990427,-0.2569181372907628,-0.07778412980511316,0.09360934286738917,0.17866115825426854,-1.5538645277088614
ADA2,0.12153329360695161,-0.17113144677373338,-0.08179188899384893,0.037755634558652065,0.14343144836680735,-0.978003497344623
ASGR2,0.09245826837702817,-0.2551889978180388,0.11481176331901628,-0.10349689272143893,0.16655123429471885,-0.853729038528432
ASL,0.01337971855203715,0.09935251870645449,-0.10393836942270086,-0.06424816528183572,0.1714026545147894,-0.4632670575063206
B2M,0.07018790080756056,-0.009870388703847018,-0.2911745814370362,-0.022813349814651624,0.2248341183650963,0.16347658621719707
C3,0.054763250322640664,-0.12673404101934235,-0.09996864682682934,0.02097281627808735,0.22137869338586158,0.133340288123659
CCL14,0.03843200748785863,0.07446783476585571,0.051501910648238246,-0.24254854930232433,0.25226533712051324,-0.6598814675997253
CPN2,0.2700175517270422,-0.23157778034542884,-0.10657179261228962,-0.12615379518927006,0.3148578045667737,0.30950742431559797
CST3,0.25634489002331073,-0.12165607282930474,-0.17699063580362123,-0.1155774382100444,0.32774122616297985,-0.27667987813520173
DSG1,0.08060814372263007,0.06279701026439061,-0.27461944396708327,0.06705828493658207,0.19209474590117379,-0.5672255165818517
DSP,0.06623581524914843,0.04471511903656178,-0.20494942694776871,-0.03295139120569483,0.22604158612267092,0.17404368218504268
EIF2AK3,0.1647453901367776,0.10387189780844126,-0.5234648742471518,-0.07290461128628285,0.22711556370980504,0.046773167406795886
HLA-B,-0.05283971236136687,-0.12405047813771639,-0.06921029754662376,0.019295419261137065,0.24141884907265868,-0.827330477019739
ICAM2,0.19839389836094024,-0.08528242348008935,-0.2582851109608982,0.002461075016541125,0.28476786503963647,-0.2343340305387712
ICAM3,-0.08480450168237341,-0.03912165159493147,-0.1147013211014398,-0.12180158750595979,0.5110403190634166,0.029960914149542963
IGFBP5,-0.04822903287902586,0.12686344713782594,0.1289217905626234,-0.1889749366383285,0.22145779050924821,-0.7846075967493739
LCP1,0.08417143544150758,0.05772066070392669,-0.15915700690927992,-0.1674374426263096,0.42037246688335145,-0.5908398274586442
LDHA,0.055646324393780616,0.13620403976391446,-0.16521729763280557,-0.049774025099167805,0.1369667646255922,-0.3818335666315956
MANBA,-0.21607051690069085,0.11183269066912975,-0.19428535998461807,0.15981940158781183,0.21493498341422063,0.15311387000955717
MARCO,0.09269684654562237,-0.48231216668373467,0.034133192276096534,-0.42540781178379444,0.25253692632067526,0.07246050262015837
MINPP1,0.14284668449931695,-0.09135942949562706,-0.12891139616867978,-0.03313869080820214,0.18886437590018978,-0.007078865391452571
MRPS21,0.03627929656168171,0.018378189838388213,-0.030215243181547516,-0.06337802988463866,0.10886998174965859,-0.7032116945851962
NOTCH3,0.10266663691664828,-0.3905799004001699,-0.05368769910650011,0.04862074824155628,0.18720066036708177,-0.3135091797882372
POSTN,0.12407922354592858,-0.14425707500679064,0.12320179227987912,-0.3189593727055385,0.2244862701304027,0.1767117296445767
SELL,-0.20339939292398254,-0.08637073144528187,-0.12295588743081826,0.15420453636255912,0.3426542432298133,0.18316947466274006
TNC,0.18893387084297622,-0.09674977185158884,-0.19414491690797553,-0.02817421652617697,0.2668858667378598,-0.39930840362393993
A1BG,0.1955820356261839,-0.06271601834891029,-0.030779905390686823,-0.1437030461290436,0.09598459615902903,0.22148204532271393
ADAMTSL4,0.1663458296215908,-0.08405938314755607,0.1754086093979664,-0.13891112606016565,-0.10822752826084055,0.2798006541194342
AFM,-0.25758113002917943,0.2246437657579204,-0.08636129612951014,0.1766630156488665,-0.1413517585423332,0.4893728152794507
AHSG,0.010229628507933393,-0.12943624358990957,-0.017914009042886404,0.17250793684566473,-0.15533857515411711,0.48751114722963945
AK1,-0.04743195621780226,0.1282463701180024,-0.1876498882870163,0.1625431943822416,-0.1954181901809972,0.312951035348778
AMBP,0.10276618758378839,-0.2634873192732241,-0.037122170812871454,0.03311156445185439,0.19421619842389815,0.3486902716060344
AOC3,0.07152891144805879,0.18748034959673768,-0.060311667695142165,-0.06411859077844415,-0.18724451133619172,0.5816469535046863
APOA4,-0.382309119812904,0.04881012226644091,0.1758361768414854,0.10170936456346402,-0.009873109022801007,0.28299036751067336
APOC1,0.060580193709679646,0.13346396878118463,0.062236650185252665,-0.18171259707056964,-0.08522190502909785,0.42825001509878585
APOC3,-0.14468648610068927,0.2551872360437358,0.06581513484453971,-0.17187871368979585,0.018754369674042065,0.5313376418433466
APOC4,-0.04886787537043394,0.1238981508917142,0.014147019753204327,-0.219875346895136,0.2504628800674357,0.3639960032170853
ASB3,0.2699559218428089,-0.01671555394429593,-0.13951660228489204,-0.15823469696835263,0.2010625375782885,0.45945451264511805
ATRN,-0.1957333945942266,0.01807437896275391,0.17877425155263713,0.06398698598772128,-0.1993142652357162,0.5170157244904185
BCHE,-0.47331825543524264,0.29333595456992706,0.03213872677829305,0.20563567546293862,-0.18465005380910418,0.6295815784903643
BLVRB,-0.08588628539429174,0.136414876668677,-0.14260669555197636,0.16439523742714163,-0.2133402250113461,0.5392874954821949
BTD,-0.08837501440238503,0.23239146206952147,-0.004725355484570189,-0.024693579665489854,-0.19361041038169352,0.6996399595157902
BUB1B,-0.15848017212629165,0.14767873915298285,-0.15210111811189816,0.20566966935012412,-0.10453514401987757,0.3601111776859139
C1QC,0.1268508367068116,0.03362252643609981,-0.0034565104175228816,-0.19359048515178778,0.09572649869747388,0.37721790085246837
C1R,0.255748983732042,-0.3212422214917174,-0.11349466795988544,-0.010240208045904855,0.25255622255715676,0.43041491181018615
C1S,0.19697723019935878,0.11858410911298642,-0.12887666703065112,-0.22082749415195552,0.1505793503128299,0.22516678517507485
C8A,0.3095096813291597,-0.1987488259178731,-0.11809046860594834,-0.1484216858357009,0.2659415700699554,0.369716463471841
C8B,0.26251667726471617,-0.17189923298591972,-0.14396424660416948,-0.10799121133278498,0.27568154677738493,0.28442886020574043
C8G,0.2054728999688105,-0.07579680998758921,-0.143320493097081,-0.09363398384078744,0.20269993172117962,0.22795314175417802
CA1,-0.33404990657573524,0.020426993671614713,0.0065500906565196014,0.34410390597750556,-0.20638580597367023,0.46309717863092714
