Gene,Digestive,Reproductive,Respirato,Urinary,Circulation,Endocrine
CAMP,0.14802706232697035,-0.08803271885787751,-0.03238250472445682,-0.09277090965562118,0.07503747647011709,0.39532057176995455
CCDC88B,0.06764833748836717,0.4383705704730919,-0.5210751662443728,0.15922055457142587,-0.05703552840671482,0.5161472005007307
CD44,-0.0607788962363366,-0.2832894290997273,0.2248636005686773,-0.0008694137277547164,0.0753036926896718,0.35482412837325256
CD5L,0.19797823417510085,0.023218219032128725,0.037045464940146815,-0.15946065066686474,-0.1472294230065492,0.6305002976055601
CDH13,0.15161759788708068,0.020380408764271215,-0.1916633724340596,-0.013575125821498451,0.05754885527469202,0.49640664489213
CDHR2,0.13444848407718263,-0.16004566109594665,-0.014501709053006408,-0.17531748113178813,0.15091215306559294,0.4430457712441674
CDSN,0.10295238121599465,0.14906378974385576,-0.08319423102148335,-0.041847515609114753,-0.15539207994719395,0.551323025530088
CHI3L1,0.152896907697826,-0.07204542392192659,-0.03539430858100201,-0.08601368719564195,0.037728941254422076,0.17858878310346082
CLEC3B,-0.12022491426576218,0.13854423215224976,0.027408963830991336,-0.1185871501690364,0.12217031379889,0.43721287874484716
CLU,-0.12806438172905416,-0.00043395263262599384,-0.05950243546138821,0.09909300152924415,0.05801374425002527,0.741650333957976
CNDP1,-0.060438061106613504,-0.007850247438494379,-0.042485672345551666,-0.07773138373271928,0.2910085959370687,0.33384809629937545
COLEC11,0.1914712618915229,-0.17929888592953264,0.10133711714744213,-0.13984745293452697,0.006895644100450816,0.4991832327294993
CPB2,-0.21966566498987639,-0.020184000608690543,0.14173214420777122,-0.02943513786555741,0.12017332429829708,0.5946871642326084
CTBS,-0.1955058502562033,0.14945308961391385,0.06570598303203909,0.07082847774778399,-0.18044222473906832,0.27811438338217565
DKK3,0.05405809426263539,-0.3968605870293953,0.1275202910803302,0.07716128770695022,0.21331612265764696,0.25182771683999855
DPEP2,0.1232933955064193,-0.08522668154224904,-0.16688736789809727,-0.022007252676122014,0.15041578437195308,0.644547753699786
ECM1,-0.1979543045677308,0.11975245136103237,0.05263311649926314,0.0965139610789941,-0.177703837899818,0.49261522305362393
ELN,0.05033443398900752,0.0011675647842353104,-0.3712160012995821,0.18704040746507172,0.2248653148149018,0.27629565171791437
ENG,0.13544543827730615,0.07671543561529265,-0.12539623323773144,-0.24041193598292357,0.19837170968636586,0.3974844671672454
F13A1,-0.14772642407456782,0.15960783230737213,-0.08321505875391011,0.13993571297877216,-0.14528415155833374,0.3952050511947693
F13B,-0.13758673399821666,0.12785681462801257,0.00041337796091765787,0.06511632074309731,-0.15362806768429838,0.7919196161923863
F7,-0.0532337359462333,-0.0471347425790346,-0.08234408691192273,0.014423825959575632,0.2080313382722822,0.6754842727634113
FBP1,0.07897221350328336,-0.10902962787850545,-0.1174392163442544,0.0021108567542108803,0.24497666512822594,0.4084502472206186
FCGR3B,0.1670016031379407,0.007373545486130427,-0.1118831873714415,-0.11170630721443303,0.13722483400838256,0.8808985473877419
FCN1,-0.30383186868632645,-2.2875398439202246e-05,-0.29658723370464285,0.16971539816092354,0.2063034352418961,1.0216202642861962
FCN2,-0.21297325686381885,0.0513119761872313,-0.08985409043634428,0.02145878919000576,0.3246657617606495,0.460506494073022
FETUB,-0.06755291201188711,-0.09252030300471704,0.03013270926515176,-0.04750355130883852,0.23187846059627737,0.4534701572052697
FN1,0.03780149487740229,0.057442397930050675,-0.30773621531025735,0.13590709095069553,0.10067391369734625,0.6271879129427292
GNPTG,0.16910596224173474,-0.08762469336690154,0.09173977177575598,-0.16659061892247953,-0.01436890086024482,0.206480124478301
GPLD1,-0.026552931053257792,-0.07253213297022156,-0.11806092733120846,0.01831443271981216,0.27220460640075184,0.54476821236049
GPNMB,0.08689514154218371,-0.026196422095382088,-0.20305179670378753,0.08907889147449295,0.07195847306216817,0.4570148173786132
GSN,0.10937341953438073,-0.06576138285503116,0.009449728450074038,-0.13848374692735385,0.1471636288718918,0.25664524448976417
HBA1,-0.15529756666673544,0.11390057710002098,-0.12900455430777874,0.2555309684569259,-0.2157810344333402,0.5754181170219432
HBB,-0.1793672390541304,0.1354434249382474,0.03150166533690244,0.097112968846709,-0.18921025510678985,0.45586749461012593
HLA-A,0.004872447706370807,-0.1236935240930945,-0.29432584063491024,0.17308828185950903,0.25486909070488956,0.34927471890707035
HRG,-0.18892901043371327,0.14380639098321393,-0.18005894160170383,0.20741145152038404,-0.030962293418732984,0.5808284326156761
HSPD1,-0.0657152476137476,-0.11628059994749176,-0.14122021003621754,0.18533281700265547,0.13321784218971855,0.6047973709672549
IGFALS,-0.5319291802733461,0.29839530491068955,0.04999460416815592,0.14928491396388252,-0.044579102247567184,0.8008732884990956
IGFBP3,-0.48914074212089276,0.20254240862581901,0.17651433644106826,0.12326315757821547,-0.13747212017041352,0.6896347084724045
IL6ST,-0.22433052932214492,0.16184473880360395,0.005680201530705326,-0.07767074997538706,0.22147780509976833,0.5242285475599705
INO80,-0.17621094542334803,-0.15466707955456363,-0.00999433104145925,0.2994383840938535,-0.09768301345859476,0.4171524669001823
ITIH1,-0.01181631900672474,-0.0677927910448216,-0.0007233635810499851,-0.09969178313270599,0.25762782982362004,0.5256090112784941
ITIH2,0.11448428218275615,-0.0008440082861725715,-0.15179358780375451,-0.07721811649725044,0.18159913024644767,0.7128312280368609
ITIH4,0.1661074552175978,-0.3047544647931513,0.03954092680348365,-0.036933929672324575,0.15465311608676632,0.32427616369254264
KNG1,-0.059737949694066705,-0.1327703787453274,0.09855540898717682,0.08640575157263403,-0.09693477716390031,0.5758935317527754
KRT18,-0.37119122345333777,0.04510783753626818,0.027883602752802227,0.19229153574181596,-0.04044014631034099,0.8031473085518298
LAMP2,-0.1858585646997679,-0.07144454890081493,-0.09992738175307436,0.2507704205491584,0.05795551179905798,0.44616999724961526
LCAT,-0.15413771604892287,-0.005419325796630788,-0.05363295226304677,0.056897788734646675,0.18627319313818588,0.5418636251838133
LMAN1,-0.038791660588206496,0.16543760453288048,0.08735806849419009,0.061778508801083196,-0.5459440891343166,0.7389017602629784
LPA,-0.0011641366030892694,0.14136851455800428,-0.1816978594537583,0.06736104078666635,-0.05858864389985229,0.6942454322767262
MASP1,0.19195312259990815,-0.23183067824102005,0.06431401438054096,-0.19113475599851776,0.24947525527622094,0.38181136380715003
MEGF8,0.22487481540818832,0.07854556347923819,-0.297681053510885,-0.1230577308999984,0.20389772660579536,0.24754973560871335
MST1,0.009956264650924853,0.22046803306107388,-0.09886775891262667,-0.08361331345871195,-0.03736671979929777,0.500105567809734
NAGLU,0.06096525760000621,0.13506574595584264,-0.2999153251287883,0.1065534932173204,-0.07600918755191587,0.37085064483661123
PEPD,-0.16448535811549828,0.3301326077952875,-0.1661874866448142,0.09552509929395231,-0.1678110221069329,0.6667161795580396
PGLYRP2,0.08869993999005568,-0.15989885984329955,-0.14639229081320906,0.07123096773615477,0.1775882641369971,0.506682265268352
PLA2G7,0.1464156883341214,-0.3327881291154879,0.03441225252498436,-0.05360519756897582,0.1780294436588092,0.467462054664156
PLG,-0.37706053755587354,0.12409270043183224,0.2753985519741038,-0.03854996698640295,-0.05393462932367315,0.47921441315778956
PON1,-0.13046274327277907,0.23677568248095118,-0.12139973268809685,-0.043067260114947374,0.08353685649579855,0.9126381092398195
PON3,0.019270145587033702,0.060690630535389166,-0.09688047418767853,-0.12451963618978212,0.20225100261300985,0.7062609528763117
PPIA,-0.1487593439427928,0.07855769596532439,-0.05054917140398318,0.18477641074986356,-0.14337523976707708,0.3202073696517815
PRDX2,-0.23810663509317137,0.12641445345002347,-0.045517381083174935,0.2184251604469887,-0.1940918111046056,0.28600347887327493
PRKCSH,0.20880702708967536,-0.4599809338275308,-0.07750288394565781,0.016540059901845035,0.1538060082145994,0.2907238839892186
PROS1,0.20106368649527337,-0.22735599774089602,-0.10988530384356363,0.014925950114585073,0.15050691128663904,0.4228052123763713
PTPRJ,0.0004405625363510747,0.1621782639146168,0.004507787909725692,-0.19233796405033435,0.0788753590712384,0.4795903991746207
PZP,-0.16686992443319237,0.2331253503638883,-0.047800651978867625,0.044611402454699266,-0.09911467634499685,0.31717390356161773
RBP4,-0.3714152471173663,-0.012940950082836194,0.060851156849524635,0.3386656456786969,-0.21164320073296394,0.7789102761489244
SELENOP,-0.16508416025745923,0.09518187141088053,0.1772769060001375,-0.10652690933118258,-0.032094109243519256,0.43628550575693986
SEMG1,-0.22584322878297308,-0.20535323179251702,0.16918131025794855,0.13059330210062714,-0.2904869623749995,1.1529322335119931
SERPINA10,0.16786708416277826,-0.08131940657713158,-0.10141143707789138,-0.12046275012531779,0.24141750913747423,0.2511603561816765
SERPINA4,-0.11484287149238387,-0.03088650571798799,-0.18255049252956915,0.2572602246417298,0.012992390824666722,0.6299188978317777
SERPINA5,-0.062008217221836234,0.05702457872511409,-0.19433911262872666,0.0869119575155143,0.17447754594018708,0.19620036663225984
SERPINA6,0.2272804946291175,-0.006797663616471455,-0.16925473035315855,-0.08941728488982585,0.10152358429226796,0.3455368178910273
SERPINC1,-0.3820566202500405,0.23708664409184413,-0.0157382418667885,0.16705320820000208,-0.08164657840939607,0.5427610983468603
SERPINF2,-0.0388549002542583,-0.14832391655532623,-0.029718226976557415,-0.03368030095346769,0.3248644833029358,0.7344625131382735
SERPING1,0.08515776619058263,-0.36963369661029766,0.18706114058348108,0.034194602553731746,-0.010171910788864062,0.19733634312324064
SPP2,-0.055768111535328915,0.11252584004236793,0.07638073051145057,-0.229198000382878,0.01164184280226837,0.40268144078137347
Serine/threonine-protein,0.13885066084531808,-0.07786505069554951,0.14783421736472974,-0.2214948487785973,0.013699395503545408,0.5002502260605092
TFRC,0.22270903893284774,-0.028614041215105218,-0.08566470133586325,-0.26790813444450057,0.299147257730919,0.6135364359971903
TTR,-0.26018046102840253,-0.06810869964661642,-0.15774758801375002,0.33970947838505905,0.07731057196119719,0.7780512612950032
TXNDC5,-0.11822859778524755,0.05991669316625872,-0.168814819906725,0.05066188073361732,0.17093234615002226,0.4015262603403703
VWF,0.2987496436114581,-0.14123746365660644,-0.21344751940814022,-0.09779443798882045,0.24157889736653762,0.5982813663095137
WDR7,0.11917304332951408,0.017650671184921984,0.018786760448877702,-0.32655121044467433,0.20971005970904197,0.40548402850391946
ZYX,0.0872645295892462,-0.15588530486221916,0.07798383970704757,0.04187271436102879,-0.24083207490613728,1.0135451662155492
