Hcluster,C1,C1,C1,C1,C1,C1,C1,C2,C2,C2,C3,C3,C3,C4,C4,C4,C5,C5
Sample type,CHOL,LIHC,OVCA,PAAD,SARC,STAD,others,CRCA,ESCA,ML,HNCA,LC,RCC,BRCA,CECA,THCA,BLCA,TGCT
SLC38A10,0.11895045196051053,1.0412782512195355,0.01799761033191343,-0.7700595990036896,0.3652567290889948,0.4816465179735689,0.21188479314959272,-0.25681611917067165,-0.018882392000117827,0.09092171224603077,-0.08934417287963033,-0.10261761375002834,-0.037759934274564505,-0.430927491833695,-0.21083448900038806,-0.08622104239350406,0.044160546584601605,0.2781838436877891
SLC3A2,0.22351818220308212,0.6253016500061356,-0.07433038726891789,-0.601255848526021,-0.02034559457730451,-0.1320096755827027,0.28083364631159974,-0.025165164351173813,0.1746431402978017,0.11064385969463787,0.17989176059432316,0.006491039833058522,-0.0957110827287355,-0.30098221186748875,-0.34935355807265,0.17832106567145736,-0.011384737490935772,0.08329650406666328
SOD2,0.5338254880006397,1.2427586794340302,0.26953700871601943,0.5556447679727355,0.06831474462869068,0.1326103129670294,0.1486334305669439,0.014832640061750816,-0.0975994716719614,0.004384807601556444,0.02050227196697916,-0.2958426294287286,0.20400661957626962,-0.30546466470977174,-0.405562725229418,-0.359783297480244,0.16829987378403607,-0.27942397049085643
SPP1,0.5153532010311479,0.982549573365642,0.11421505460855381,-0.006770913752255383,0.21967265424597038,0.14841932023044652,0.2806703358135636,-0.06521609401783467,0.10079716352409956,-0.2947980525643515,0.05405756620064545,0.04306006111672503,0.09094950259461351,-0.2064530154700663,-0.18754418243354987,-0.17140966234317412,-0.07792398885768248,-0.2677441883791004
TGFBI,0.5822331220020218,1.0196898053803323,-0.1862067303576346,0.6077413288185332,0.27572110646966447,-0.08262810244121534,0.1434781046425128,-0.04422680330140873,0.002855140592933559,-0.08031143978783054,-0.5238245604997016,-0.15503973245388583,0.15440840740050787,-0.09568995071712937,-0.06536991782241476,0.04983565102682848,0.07620132468016823,-0.1388071720157556
TIMP1,1.0276296731162633,1.141977931861286,0.1951224251973021,0.9707181138197077,0.5176545068943667,0.19758855304970543,0.3628105348787168,0.29220692704866735,0.025358215591454875,-0.13110813017195966,-0.16323097387293348,-0.14050541411015535,-0.1289663559644178,-0.678820739582952,-0.18772337685192064,-0.6200253376941327,0.19462454254274686,-0.07591167779329332
TMSB4X,0.37365685124247877,-0.17887465490293206,0.3158536585652492,-0.004031701096582142,0.01797820224718559,0.12948040594526472,0.11298086798514183,-0.06164658839083477,0.09721654052186578,0.15109442646249227,0.17444158301993667,0.17728233082573425,-0.05386397774165995,-0.8025145077423069,-0.39546998487563256,-1.027921657218572,-0.045686775610692926,0.11905094553185087
TNC,0.46237999263952645,0.34500228643973435,0.21163381826100325,0.12988874998975447,0.6924401853211797,-0.01905673146560651,0.2855381001117161,0.14594066335524455,0.1780433775843704,0.24143271573333394,-0.2809797212293364,-0.21903589243463684,-0.1181116846923111,-0.10447894648352656,0.189820071593905,-0.4239492052245287,0.0159727460164376,-0.46686135824312835
VASN,0.6679748884749208,1.4094236062200554,0.05417489407013134,0.39859629464333546,0.14114635350626212,0.21488252410418532,0.25147891894063634,0.14607948938957108,0.140619909330457,0.241991485230006,-0.13854720288406597,-0.27970891130744535,-0.43104167133783006,0.14744115740445235,0.07473965903107269,0.2590011038748786,0.0636485993234915,-0.5669302801969379
VCAM1,0.31608066853478056,0.5810170259059694,0.2708629637431002,0.0008794293040774948,0.6636884531360648,0.3659135671268222,0.09819465581546807,-0.028684017399026273,0.02167621378736085,0.16557983947837013,-0.3537355128604647,-0.0925181143190254,-0.0015227417395537544,-0.14714987907772245,0.45800542649672327,-0.45635959356298733,-0.30693961087293653,-0.19749112991710663
VCL,0.19727434808746697,0.23710440046451017,0.2524111937993535,-0.15187501854931415,0.4772158426712473,0.44905460745834364,0.034006240189108666,0.01480234632670495,0.18556981210529822,0.13461980893687306,-0.4021517945722142,-0.14511854699411875,0.26417239395746006,-0.6847257113644648,-0.7173531203027529,-0.4747524509600786,-0.09074423642342914,0.1537698335004217
VWF,0.8483274454136921,0.544652099768892,-0.07682788309739995,0.5607912416703845,0.723647262136979,0.12095626047032158,0.18415500465898824,0.13965656066212873,0.2164535903035454,0.2224088049724037,-0.4122466810409347,-0.23158633418684188,-0.2393497549060372,0.007217913967254904,-0.05408331826092002,0.5783028389365981,0.016432428358403695,-0.602566989584707
YWHAQ,0.5244512462723534,0.5239875877234905,0.3553976497762217,0.018984279678017656,0.30883211300237684,0.14948485529671524,0.07690852109360508,0.16019978599107534,0.12020581737023797,-0.20104333002518562,0.1466763222886174,0.08346922373718078,0.2615986465214343,-0.8583062007091894,-1.0476569216330043,-1.950546987440137,-0.02855002170247984,0.4929641924539453
ACTA1,0.5541458958619664,0.20170791228429402,0.2960576587800075,-0.46268655894944793,0.025390460635799306,-4.269475192550328e-05,0.1484756903349631,0.12116220999076702,0.3217467774347339,0.19511910561060408,0.25442363440276533,-0.020043344204987792,0.2470238604387792,-0.9194152342030906,-0.6897389342279419,-1.4944706104337073,-0.14744017021641337,0.1841429811655088
ACTA2,0.4099586078549157,0.1839448592956742,0.24817142158202585,-0.08347292546459409,0.2575208103121692,0.08149924840415629,0.03188167803117803,0.17830355113763585,0.3016806101917799,0.16911960507481527,0.48336387766407934,-0.024232039475547713,0.2275176885696133,-0.9019588784672076,-0.989253925948602,-1.2817989473196192,-0.18473894416639414,-0.018750313921847395
ACTB,0.7244973556667975,0.305512354639755,0.10767838496127552,-0.43142196410502676,0.11626007786083814,0.0901993132448122,-0.1340779171005967,0.090583199365821,0.3642960733635901,0.22087907420679814,0.5592807728076654,0.018297132261398036,0.32829293763708545,-0.7207057451920706,-0.7820332948522647,-1.0915923005783035,-0.26372915951566245,0.17709308099772628
ACTBL2,0.5736221109889192,0.1822255652156336,0.3082059209056554,-0.519750283440394,0.13629597035615415,0.08876728925370421,-0.011774312668120124,0.13698726761373523,0.35460179531904634,0.24816789271644668,0.18201625987113174,-0.0209750967888484,0.4109560524852065,-0.8882852568664286,-0.9191988360119284,-1.4769529691186822,-0.1752182463514018,0.2872080960966492
AMBP,0.35567249726062283,-0.3028745668001453,-0.24129473164611703,0.17246461162989934,-0.3876511555312925,-0.026891161751637516,0.16332138347444877,0.2014871093351268,0.15926847246522663,0.1895596976168192,0.25621212494261725,-0.04230415141841979,0.36960286357870487,-0.05281383302734784,0.4715129945114701,0.34438465511232,-0.33657810151467804,-1.0620338232733413
APOB,0.8455462983049953,0.49702228865752707,-0.05339974953066276,0.15321067890601792,0.4152756421781924,0.29366765580595083,-0.03506151429009056,0.19011746412886987,0.3096345063856695,0.27747463321055893,0.15638483051426808,-0.1797793784301302,-0.1877934625247586,0.17236749773534796,0.27111095140684016,0.3285764648519154,-0.38810573875419996,-0.4851383774347438
APOF,0.19617794160003107,-0.8069734448069659,-0.15437264166748543,0.18188254785273378,0.11440426351945084,0.31622205539018766,0.2885164873645122,0.19349417221569132,0.7633991514117912,0.14999634606030987,0.29442246630242663,-0.16116546037571622,-0.20392290265618873,0.0852793095216452,0.03892391293646028,0.06612351911523608,-0.20984959967251615,-0.14018628795855673
B2M,0.017619372581430166,0.3561562398972934,0.3464153149845942,0.4159133348624314,-0.13936576800254724,-0.006491363109566788,0.11775027593186553,0.058959736834792255,-0.01739340751797836,0.22854299570892825,-0.5238317495911264,-0.2966908490582492,0.4210076700325553,-0.2289598309495789,0.1305034547518523,0.1660885205657291,-0.4804197626228251,0.1724190594055361
C1QB,0.086515551933603,0.8002912768981689,-0.26967676802167906,-0.05087509148259935,-0.35157730197680465,-0.18056645011495176,-0.05853366864480728,0.09515940003132421,0.27876283723421175,0.16159377123293678,-0.054035594890735714,-0.055131942752867154,-0.13765611553469514,-0.15525708229666663,0.4849202177611634,0.2734291208425842,-0.05816485801063004,0.1622909812530899
C1R,0.48963094850972777,0.062206398763230655,0.09195339252935669,0.2749691262610587,0.40385998337396434,0.18900898154838577,-0.21392933213771034,0.19780995240521346,0.44908509492721327,0.26151443938752017,-0.2262103999536708,-0.10687152216558138,0.17955731058294885,-0.026368046914962966,-0.2448232239171179,0.4405077049646218,-0.19784804240450535,-1.1703109442092414
C1RL,-0.11066852489054452,0.14345189095220787,0.2655008881386485,-0.058715367850244816,0.0899320666592345,0.23564423320431985,-0.1822344355947043,0.12838350529406292,0.06252150734806779,0.14937315279065205,0.6596973988807073,-0.14383977829888545,-0.029287682988412334,0.0774255454915396,-0.18349978228957955,0.014498065881316635,0.011973085037976767,-0.3175232642915477
C1S,0.2529158292072895,0.2995210021787732,0.1605035544022222,0.24625940879219196,0.3237932453281549,0.1106959907773132,-0.11504049933842535,0.2248037303810612,0.1913103881278717,0.15513858354888788,-0.11829834288994086,-0.1288585974912563,-0.06218207858006734,0.18004856643969816,0.113632433463604,0.2309380651390705,-0.39328087294975017,-0.014323163317649434
C3,0.25224513762151607,-0.7303173430843725,0.14954163765241013,0.3229397541256116,0.14502003653408946,-0.08203010576946827,0.047245317819260564,0.23312109228835132,0.1750092269925912,0.21931401504692977,-0.07689362329481741,-0.10531411895688318,0.12455668311030813,0.1407897244922467,0.29129246389179625,0.13037678220092536,-0.09813382047984961,-1.039596101054816
C5,0.4059295528194282,0.24482581546172627,-0.04349094502200349,0.09603161814988516,0.15284329958104467,0.23673089199322844,-0.08055236155625829,0.15163696893536346,0.47067124158361073,0.12915364236072005,0.11663917491844529,0.14152090397132536,0.0162465827077408,0.10041079165828541,-0.429078439731986,0.030110605582984246,-0.512899980653,-0.9699091598717375
C8A,0.5254430693213167,-0.10567204344174472,0.23882101474847783,0.49790578684426523,0.3781025745405142,0.327724765899467,-0.22458876253008755,0.23885015445756094,0.48699775918547106,0.2715150657688518,-0.11958746917123705,-0.1100009489147329,0.10381263991099367,0.060421625066387694,-0.19224539419391365,0.37461006766350874,-0.40061825407943835,-0.9413514316573995
C8B,0.6163540740157316,-0.2344214457274584,0.17335465166938893,0.42016640333624766,0.6637279889365092,0.3479762941073583,-0.064398508099644,0.15668610396364996,0.3565901441206369,0.27071371549567946,-0.379772324740292,-0.14725163075444633,0.14836901826169333,-0.11862500033157047,-0.12521623666906373,0.2794260008170214,-0.3888273073584221,-0.49757697187439176
C8G,0.35855180863452313,-0.15415242477811353,0.3303119145746558,0.5078544090706496,0.2939397996048072,0.23616737887382422,-0.12027599244853923,0.17482099293322237,0.27344467522049853,0.2059963259583479,-0.20100029399101701,-0.13927785273642965,0.06285781972216457,0.11314419417490418,0.031028947111912075,0.23119507357022623,-0.25259762118114903,-0.7167024642599067
CAMKK2,0.12008590202430994,0.8683480339582452,-0.131713388038269,0.12436535370130083,-0.04695170937898091,0.17451427046925283,0.21471542463954113,0.12294109091030558,0.38052384074763346,0.20424310518763208,-0.28371522613799927,-0.01496753302706833,-0.18466870982853545,-0.4180101668926925,-0.2600309214527845,-0.3206372163373796,-0.12526957762244567,0.1278880927589133
CDH5,0.34229282082718804,1.0127041949995863,-0.23059974211254355,0.5098758802465158,0.19991062715933988,-0.06487306125889035,-0.08145361017868823,0.08944441290190633,0.19715131732840993,0.2029637198884537,-0.8159793820526021,-0.12951169831835277,0.056719640923485685,-0.0058940815818244365,-0.1874629421160487,-0.16455822983945262,-0.31505493112631033,0.20448114058129926
CNDP1,0.18267754264019215,-1.0927240224426054,-0.03153101931034134,-0.3353054166387105,0.2089192829658998,0.10850241929167276,-0.41035150071916815,-0.023524877475685282,0.2715310089985077,0.3145193698622982,-0.20398579906024775,-0.021810372864549038,0.08695843798125183,0.13259719408651005,-0.19249286955960412,0.35772310529558926,-0.21547391324202536,-0.1261298525265855
CPN2,0.5297789018079496,0.11167220284864496,0.11389259680028975,0.31241188317620533,0.10668277433047967,0.2093289009340873,-0.058548999405809966,0.24240466437786726,0.35823402397172766,0.3197761591937191,-0.2196897336343732,-0.10335452080189968,0.13686335524592252,0.13699654199832778,-0.0035405312875556984,0.3144041823580409,-0.4005133957287496,-1.277153219344243
FCN2,-0.6234202701801425,-0.856846249424562,0.22056803364907462,-0.29360917971396966,-0.2656226674054812,0.05943711955232158,-0.030972635006473327,-0.19462368587053264,0.018733088534197178,0.3293785536847789,-0.0684382359547044,-0.08228705324887174,0.11731758692557744,-0.13507020599000352,0.03894090119434177,0.4642839320817318,-0.06683670648313378,0.3917527718817953
FETUB,0.03476975604887671,-0.43794317428713037,-0.1245667942968643,0.0168151465203283,-0.04174191472461992,-0.2812647099578251,-0.28465837004581374,-0.009281848149750818,0.30367536323386235,0.25025209206577365,-0.31742867674525066,0.049700182216142294,0.21025159630931933,0.10288018723544641,-0.09457845458239222,0.47053250773020555,-0.2813220894411837,-0.40444912013805456
GPLD1,0.09997180411381502,-0.5957239857672987,-1.0402334855993969,0.21922226069442252,-0.5682926967214722,-0.25565302568939524,-0.16658472643695835,0.08504734224429608,0.31431570935631653,0.2848508319489924,0.3431845345758737,-0.10132907493688996,0.005921911175846363,0.23287424312275382,-0.033744566216321326,0.5545610135360373,0.0631930169860906,-0.16243672943983498
ITIH1,0.06678932004400519,-0.6855798597538795,-0.31595975085701694,-0.16333855879633846,-0.15276068631813705,0.005429493830138005,-0.2758369626626186,0.1879350889608982,0.11562448868298336,0.2775834882737205,-0.26061169917504434,0.01984600273037546,0.1328203001086476,0.22579611759974044,-0.20500806310297529,0.5449280860318882,-0.3049479978764143,-0.41347859415892096
ITIH4,0.38740887497522497,-0.4358279619095607,0.1497172937956336,0.289844705565992,0.08101412782654362,0.35472676762091193,-0.19842342234426455,0.06056084732741106,0.31216390529621585,0.16079744234149704,-0.19814514688883778,0.04979758922934609,0.33402265664091396,0.006730834775367492,-0.4024836930351003,0.3243607755202441,-0.40618213435062744,-1.0645099171997345
LCAT,-0.24113737751139355,-1.0690026429195754,-0.10078658240371052,0.09362858708294333,-0.33462304090384615,-0.08112082622891052,-0.25961676063039635,0.03437849623310075,0.031257274591672685,0.20792975573028274,-0.18134525961829592,-0.03159489404069419,0.4187887374504847,0.1308630686638368,-0.11136720491367633,0.5629547324985588,-0.2843213628004003,-0.10769847096156741
LCP1,0.07664467776829761,0.431773348448505,0.009026565810606532,0.42799416885602215,0.5468442362268343,0.1840963285960548,-0.10369247699639832,-0.08104812324993216,-0.034286846338543696,0.4224627357928395,-0.3884540612469126,-0.15940498371963638,-0.28942861110841234,-0.18242783785525885,-0.21940281880363818,-0.5928295284661743,-0.03775753576460171,0.7125640004313195
MASP2,0.7708677220883583,0.27277209206238534,0.13609490938629057,0.3978988655351651,0.555444381900782,0.24218304735723856,-0.2400656833895877,0.02636456021395768,0.5165277395028985,0.19760277092516673,0.12131816594194275,0.02911513233511683,0.27459902824039,-0.41163909256529185,-0.6827178711564706,0.12727143645484376,-0.39288373972610097,-0.6593179490617247
MINPP1,-0.2152884695155165,0.16732081116616077,0.15717870608418502,0.6172654135158606,0.019952593318345563,0.23942631900890635,0.11712737808738795,0.07532608437701607,0.13680048747262616,0.18396292532482938,-0.08066359829885084,-0.13542138776171625,-0.1004270377364749,-0.013291934260189637,0.007655739196225042,-0.012972156026557057,0.02801060779880808,-0.4505661111339294
NRP2,0.5453061307280932,0.2581437896004521,-0.25829690934523075,-0.30532314663297383,-0.30544969427303525,-0.03906460265331144,0.19532570645615197,0.0898764326013959,-0.045113758764538055,0.08212821253440795,-0.29000066077178543,0.004167485268667084,0.016271757174073222,-0.23371547951276905,0.6735271217179973,0.19764590517315533,-0.07167257553631332,-0.2786795972188812
PGLYRP2,-0.03118963160925484,-0.6685026261786343,0.40579475945069104,-0.35677646401954605,-0.4443750346501608,0.2925850439283601,-0.2223061585700187,0.14043559243561915,0.42262629772526467,0.1972568256910684,-0.3123536802909463,-0.12058236678960425,0.25434601163938686,0.1541675486200827,-0.23986245100084697,0.5201125340711582,-0.07945917611256052,-0.9765832785721472
PON3,0.18305145123263944,-0.2859850432142129,-0.2517505112419263,-0.44199540047671093,-0.5221786005842647,-0.11240668421368152,0.15027681676877375,-0.08647738901058201,0.5329820752819716,0.20593405085824695,-0.17405065293327296,-0.09352483279220966,-0.19898555146657043,0.005653776891522025,-0.18119353880960448,0.7104956525620205,-0.03483876126581535,0.42823458091860706
PRG4,0.2983955649317408,-0.46682413426384006,0.3087775258501943,0.09853369850474564,0.43228127676854006,0.22365514535564135,-0.10001486809142306,-0.012397197499057159,0.11042424746623392,0.1259988726396494,-0.1396284850312296,-0.12080988323516373,0.18020942366219095,-0.1762376528029725,0.24063526820713874,0.03104605953529916,-0.23609169990960646,0.2001694473744775
PROS1,0.5949249062700148,-0.5946095496136182,0.16619948208401183,0.5810277776193169,0.2351756923859557,0.23511814880655174,-0.1385900629918133,0.19865689471940384,0.3299906600659685,0.1556469906640114,-0.10099661976582959,-0.10541316894601609,0.3319097479387987,0.031940508725285824,-0.32044641227920956,0.42864377710203894,-0.31363878499382747,-0.922037384167305
PTGDS,0.056416815266756126,0.046778126345376446,0.06381517680937986,-0.714685134528724,-0.26178759483944924,-0.08900299302586982,0.14265178775130058,0.160820293066432,-0.22194528632120786,0.2930199091240977,-0.4375330882258125,-0.11566055109601601,-0.12909478109199662,-0.15817424857612145,0.3094000268895389,-0.01835895532746399,0.24115438921480037,-0.15122557647371573
SERPINA10,0.2028999613384106,-0.39393574820692595,0.19793992331933427,0.5030106262616545,0.670365025397168,0.3488570339171956,0.03387797064976116,0.14849413610547513,0.12212680872208108,0.22954556062387368,-0.055208386747851966,-0.11444581989651112,-0.09471237300634516,0.06950559651821608,0.03536905055268545,0.2393214428588256,-0.17504494266521528,-0.6485087181097906
SERPIND1,-0.11021586747242688,-0.5172103917438298,-0.10195826592860079,0.1431150104625996,0.3327163926239835,-0.023211248909088843,-0.20662902994378327,0.163248572742368,0.1232607428290459,0.17059640710710866,-0.019338836797740018,0.03276130015780549,0.0717805866745092,0.05596783194759198,-0.19664666580156162,-0.06858207785189242,-0.34566693793394404,0.1435312765386583
SERPINF2,-0.041934868657914154,-0.365569376217291,-0.4084559707629662,-0.565621751416809,0.163056529561207,-0.05234596038030733,-0.2687442619066322,0.11269050811443976,0.1283556169356799,0.34103758037790055,-0.49986459657676746,-0.01241606443386203,0.34440983753555565,0.15554570685120253,0.38601076240942944,0.749331364468224,-0.40160022864581163,-0.8138184804840809
THBS1,0.2977389813723715,-0.2089355911423317,0.41829366237864146,0.5238097930082122,0.49451567392402207,-0.008305252916643191,0.007752608075755392,0.28204386514296304,0.3366413306340508,0.07124694357641205,0.5348017284094023,0.0501808070989145,0.021575130041707507,-0.3450890687122638,-0.08314669944844667,-0.39546742590434725,-0.3808689869448118,-0.10022707134449982
TIMM44,0.16946987795538482,-0.020016930130026426,-0.13742179184195893,-0.2068948562073467,-0.2321174989364513,-0.006748805226512577,0.015971922744560357,0.12862315592097642,0.009822086842385452,0.06913771281213991,-0.5998973800943438,0.09608276207614443,-0.1390484134862913,0.019308796994764458,0.05058943654193019,-0.0253481687733253,-0.1655992851820156,0.06629959222886515
ANG,-0.3269632583783694,-0.05723971926588257,-0.35871688134456453,-0.19627410111085333,-0.5559113830461269,0.176145616885517,-0.11476583960097861,-0.06981951317519601,-0.30386709798690553,-0.2401870645119143,-0.3129406256361411,0.5924156616776992,-0.06081524615246859,-0.04443051586721159,-0.011233312038718716,0.054725683213208295,-0.42344292227379277,-0.039116949580596895
APCS,-0.17363801141960586,-1.207478547630267,0.22206134686675427,0.6232809457201768,-0.0521524912921967,-0.08123004598090554,0.007013281769794094,0.12554520367752964,-0.0195237024646739,-0.09552469517935173,1.009977885006537,0.08158142150707014,0.2632949242594421,-0.10419646862811427,-0.010545939320331505,-0.3872749426009058,-0.2987446832050613,0.31349534366148674
C4BPB,-0.32006531801662597,0.1649322075888151,-0.22349739461819462,0.36431334941926863,-0.18136338832370108,0.13624879760561925,-0.19379621310333858,0.08662388352830766,-0.37928710336084714,-0.07312552898509966,0.18959204354218012,0.11414551839540218,0.11881525662919451,0.05713548328887528,0.11524523893267623,0.010996861981691147,-0.2705705248778431,0.26066375954801885
CD44,0.022190054310563548,-0.031544590361249576,0.043728664602110646,0.2724944997262283,-0.0773268699698052,-0.10449658177759347,-0.1073831505096966,0.0046231278738121636,-0.2252624284832849,0.07831249794472232,0.45714395742065994,0.2286023704706687,0.09056920431380004,-0.009482508344607938,-0.24770590879424997,0.3591972032313012,-0.09305443226744482,-1.0416376350596424
CFI,0.04150571889579597,-0.5301202242815645,0.19668641142685814,0.5772551793359473,0.17741161363142782,-0.4641085495735079,0.07518705519274224,-0.16148018764001656,0.008382416134920264,0.06468269241047298,0.37602412467906526,0.08059173080114106,0.15800714877366323,0.11958333258776191,0.17625827683450007,-0.10130604628003984,-0.1283213060578603,-0.5626336682611924
CGREF1,-0.11085702834331176,-0.5417972716124603,-0.4019469980632268,-0.29800864549371053,-0.08502279535110302,-0.18861123755760947,-0.039654626999482454,-0.1279255275573062,0.17115814897067771,-0.35477110792829475,0.26373180736786567,0.2701484965197465,0.07421219251974034,-0.105533656591763,0.1273271050583955,-0.33234334134272886,0.09678363248773131,0.20905080581771168
CTSL,-0.12298963895307612,-0.04865493416952706,-0.04362210311233627,-0.4580925881977823,-0.4349473492854281,-0.13094355916804415,-0.13805112587349613,-0.06985221059482342,-0.011819739835891036,-0.06919024648618076,-0.24268186810854311,-0.004924925862009044,0.4331180436680187,-0.21373893047160256,0.0458214601389344,-0.23535508324415083,0.05472876175013826,0.1456361890767702
F9,-0.16447933266610296,-0.9527680025740073,0.4831544002448851,0.181209428224815,0.1307223544486729,0.016064260048402158,-0.12779787243741822,0.08191725449542717,0.1351008208146863,0.008097271026987672,-0.23909407722491577,0.13629152131373024,0.2236489888671622,0.010558428985188677,-0.2558960753244405,0.15309864925565542,-0.06578099738129888,-0.9772833790791284
GC,-0.8544391124999549,-0.14713141099779048,-0.11405285758124133,-0.3606618317107882,-0.25361071385038403,-0.0864241056802891,-0.39478013577043175,-0.26678578785886,-0.14338045152972326,-0.3278858756189823,0.5856109072800892,0.26226985488640675,0.14517820351064373,0.04195687242430876,-0.27588612851416705,0.08935490160792889,-0.02806980853083171,0.876803953985647
HABP2,-0.4289387471106869,-0.6867375856041145,-0.06806573878613646,-0.6961878379708157,-0.5767100599249297,0.07531054291275135,-0.1401541534121936,-0.2221499370634887,-0.06175789701227485,0.0647768715135737,0.06023513682910819,0.31670296005057413,0.12797404871652568,-0.1544523184219743,0.07722110159276536,-0.029862060312628735,-0.3136496928608132,0.2947517341480925
KNG1,-0.12923480704022064,0.1914655726595144,-0.5005249579044414,-0.24254581390043253,-0.28745818489337716,-0.14827607236953594,-0.13847914696898034,-0.18457495139073077,0.2593960897561418,-0.0773589817689711,-0.6065167558514242,0.11622835860861654,0.28000374679580786,0.10234085728911775,0.14963374812444172,0.5889202080890283,-0.08352892582061604,-0.478463001851975
NUP98,0.18786253712345408,0.05896902664377001,-0.4861687883617624,-0.22931285428665543,-0.48062520775945156,-0.3956680680423131,-0.5455439934338434,0.039406976120448876,-0.04329269663203055,0.056957701023611224,0.24273512079003443,0.1612602040120253,0.4235784612200839,-0.05130205159018078,0.3774633869095859,-0.17107556212331168,-0.21029189217963487,0.06941122455666318
PPBP,-0.06491079442712581,-0.5010635977365883,0.4152221389093793,0.18737616270131635,0.2284530593952029,-0.08542044910099597,0.14956857617853483,0.09482940069141323,0.282370636733745,-0.14292335930115252,0.6678166666025166,0.0657989939540372,0.15427516309232384,-0.3520289072951568,-0.1914744568980572,-0.33395763385714006,-0.17246985980143065,0.28651058886515324
RBP4,-0.7052023841055118,-0.9623044330930893,-0.6701591311310712,-0.9367055783338909,-0.7818969835565331,-0.324912336304285,-0.21647009029978742,-0.10563353414249659,-0.11046029132633665,-0.18620776132940983,0.139469396223645,0.08434082705817222,0.5231060316812671,0.18933162476712906,-0.32312776124685016,0.797272583989962,0.18619067899594274,0.13592067944987563
SPG11,0.10483251859938271,-0.07043536112505513,-0.3382405211295908,-0.13135253914694814,0.19113554584445003,-0.18085201241316634,-0.11061314673938441,-0.11460499977735097,0.5079661801304098,-0.06915462983127539,-0.03951057344081324,0.32859194102012773,-0.03680923229179996,0.10622315082566866,-0.37714604955152575,-0.3895883453009951,-0.44938779726563405,-0.5989553766267596
Serine/threonine-protein,0.13734581539003826,-0.09680916219138333,0.012161222955214162,0.3896327237389327,0.15861473060617806,0.28472854317984525,-0.08490199587134524,0.026222850718730668,0.21028146462395658,0.014650373055332525,0.12848037898982437,0.1505554679012747,0.15683289333670236,0.17540972909975427,-0.6542837697225811,0.5076225622058006,-0.6299239962766204,-0.40934451934443083
A1BG,0.4696205432735169,0.2743479575095129,0.27146178279278377,0.38967645954051566,-0.49347611522312096,0.13449494235940948,0.33387803493627516,0.09343768677082705,0.11062151684969129,0.0805496566476156,-0.0018660634271167043,-0.03936513802819051,-0.35571450995589343,0.31523566860492225,0.15848743200825727,0.19926586398345725,0.0775468227359838,-1.1581157812331828
AFM,-0.21357035207301964,-0.09845010523260858,-0.48765987978786085,-0.40776434943121515,-0.9310075000302047,-0.4103244557462493,-0.1282444137962209,-0.0940312616037908,-0.2765498536748377,-0.11977980665575803,0.34380359750048417,-0.06559819949997057,0.17833707434540574,0.37044756564418624,0.5742485416770153,0.5016674331540405,0.20980937448310374,0.20263238842118983
AOC3,-0.12343302316600988,0.7960620544290655,-0.09628365046677391,-0.07910526788961011,-0.35656572548432725,-0.06095316747717857,0.16091116993096902,0.024960939454854655,0.03380217458678888,-0.1828947389403199,-0.37261239358409537,-0.058877818094373105,-0.20225094837484095,0.14982028166441844,0.27940796394964995,0.5683336208681864,0.08652441736219217,0.35339359139428833
APMAP,0.2385169653237654,-0.29853103320571683,0.10676050755350554,-0.22080913505460847,0.07241846156023912,0.14748770151200796,0.045461500977991065,-0.0014567726277697683,-0.04940913158017292,-0.0300104983467795,-0.32651162836625425,-0.18085975327500828,0.08561946769826709,0.1417738067094864,0.2667681854847527,0.2100998782270178,0.063015333910555,0.058045715161202056
APOA2,-0.6399284410203196,0.09657979740190126,-0.19231633030521467,-0.48544033214177934,-0.7970332940347885,-0.1958500963003324,-0.09814420491347439,-0.006894204953049004,-0.1468775547389498,-0.04315931999341996,0.1218678282619167,-0.11384627989585387,0.01162506086290845,0.330269208556602,0.2675034398994796,0.24288509418584586,0.14197583026790925,0.5779911861949215
APOA4,-0.7310076391299757,0.19587336603221134,-0.9716751574812026,-1.0234901467992192,-1.1337826309333492,-0.6736038861256031,-0.3239070875089816,-0.26954124372326993,0.029343522325302736,0.026756163292954816,0.09906201442800372,0.20584634292867257,0.20678850330368226,0.2378815752365082,0.1294642033922105,0.30918131170179464,0.057024358447746414,0.28787920639701176
APOC1,0.27666142566959007,-0.4365424795010777,-0.09069148676750506,-0.08894054141835153,-0.5018719950802345,0.01966788182022821,-0.08113490706074365,0.02435019511833939,0.41056497602100056,-0.07335164927812313,0.06889053655211817,0.07491472456372147,0.047793175474953646,0.4217227804704295,-0.170264888721433,0.4429332116192636,-0.40332585110802144,-0.17225404863164967
APOC2,0.04284528506662254,-0.28511445306820005,0.16569159411126685,0.5185759877577605,-0.36555143390261857,0.17077067848807945,0.006676370585532042,0.02620216975545666,0.07675877004646026,0.10730161748633615,0.008703933951409625,-0.026243117999180585,-0.09890120423752813,0.47325340288177725,0.014396231073923477,0.12594978749886976,-0.3931985847332209,-0.1705240601384593
APOC3,-0.35553923685950295,-0.8611003964072909,-0.07115451256136175,-0.13146017171952099,-0.48881656266689233,-0.12577109142053053,-0.055449757224084184,-0.05615572756873764,0.20850601897430424,0.03135036706273678,-0.11786908799695564,0.0785426530539318,-0.07130225410842399,0.5406223927325047,0.2741787782281059,0.5453661567949667,-0.2543296004641472,-0.13080897156202673
