Hcluster,C1,C1,C1,C1,C1,C1,C1,C2,C2,C2,C3,C3,C3,C4,C4,C4,C5,C5
Sample type,CHOL,LIHC,OVCA,PAAD,SARC,STAD,others,CRCA,ESCA,ML,HNCA,LC,RCC,BRCA,CECA,THCA,BLCA,TGCT
CRP,0.5684181341597742,0.4575211170034247,0.4159588965429475,0.8288005247910568,1.0049503720244626,0.18985491960049106,0.20721764672044077,0.10287840130621169,0.16832210848407508,0.030857164061402556,-0.2983296431003527,-0.010165910582261063,-0.21981914796690252,-0.4970072096500685,-0.20725493949756812,-1.146140196201332,-0.04855929757331606,0.02692218503651363
CST3,0.5739954190353331,0.6632949783482203,0.12986155024614623,-0.060033821534476006,-0.06410013314710042,0.2864936794397627,0.23407508278464428,0.08367845626052693,0.1603225063249059,0.3173376482178986,-0.20732572204065206,-0.18662734685051308,-0.25645782779932813,-0.34793326179815814,0.4313348378065405,-0.2861651258293506,0.014734462897569026,-0.055680864671267705
CTSD,0.5873471062825616,0.7508854453924992,0.30255336182005715,0.010806253139879329,0.2285317395242581,0.0738277941263128,0.3381709739617548,0.10093824975462556,0.4255751077719115,-0.0005676979374225016,0.00014898435168511328,0.0009685870024098903,-0.2821495231041931,0.10953283867345232,8.756920008772262e-05,-0.02736050724827894,-0.35580938846243104,-0.4640297805814442
DSG2,0.3312272744531403,1.0086403238399986,0.08700903747723389,0.19905273211842256,0.25655876298864405,0.1465195737918427,0.3142457903934901,0.035879966937178376,0.10453846121867404,-0.06780291711729267,-0.2306904800521542,-0.1453493239970391,-0.31253806086483166,-0.07864372878342417,0.12565219077715295,-0.11548272255260729,-0.030014444025710855,0.4226259354969448
EFEMP1,0.5415412775880256,1.0240283593383739,0.12866760192326349,0.242701886046572,0.452545734269995,0.2318582837966326,0.033619316777768804,-0.18609709727036844,0.5112223179458758,0.14106650545922944,-0.06885628436046727,-0.052048779690076555,-0.3819617092657196,-0.17001691375970865,-0.15862862304067404,0.03958257873564409,0.04908720866621797,-0.39412939134871444
ENO1,0.3167535510623384,0.4583822747205278,0.44526674392340665,-0.11826749202943922,0.3075928156551441,0.25234713972449013,0.2574091696872881,0.1326915063759943,0.12625822724235047,-0.026782950594032573,-0.019761026929327047,-0.0053038808931828735,-0.22778862675070488,-0.39758937227656316,-0.6910829502977806,0.19713573872955809,-0.07542802688960099,0.03347026740296522
FAH,0.17193650227544185,1.045833621129505,0.18198458989130503,0.24016191881415364,0.4483492995241818,-0.25330959654584567,0.19526873824623195,-0.01659923362158829,0.18495327186129545,0.060255327353537946,-0.3046967122440494,-0.22197296240757056,0.10261903774732054,0.06654045512852103,0.2177833440705256,-0.11898993355231971,-0.2477749856301378,0.16828310893487303
FBLN1,0.7034263117187551,0.8173485759502087,-0.2618652497159116,0.17406040078233773,0.13846327057704874,0.27414830569783516,-0.05854226932705916,-0.02290167263738889,0.10313928409704695,0.14521327890168728,-0.15929863542977316,-0.21053080159789148,0.09234488704963413,-0.041815779481798473,0.14347486488313266,-0.1849736445594366,-0.21379806995146214,0.1600905036119664
FCGBP,0.3537843056759338,0.8620837573648836,0.01627355730890877,0.11971740971070524,0.49116440570211894,0.02733141467631202,-0.070152687347024,0.028182697616079996,-0.13681902661654963,0.07190142824038906,-0.48616945614078066,-0.11530226876646897,-0.09709689602665027,0.07817107139521379,0.18600091520374754,-0.19697941692523768,0.03716587893836155,-0.15845079122528147
FCGR3A,0.4882671325733269,1.4305352315068005,0.11827556981500294,0.4711151153523403,0.027423815510892607,0.22470885199155555,0.3844541284788926,-0.021220910146175106,0.19391436809566767,0.1447047388484773,-0.09013120005240814,-0.1819367339159562,-0.283225927549904,0.015652849147429024,0.22315884151734394,0.10379618360351461,-0.11868035598710609,-0.42244439147624724
FGL1,0.39424424846688455,0.4393445673440986,0.6501431942772694,0.15331007373311714,0.5669305218337638,0.021297451220947054,0.35345727965710527,0.07541440524707517,0.10673397035011321,0.13592884423403295,-0.36910724575321446,-0.039579947803012,0.004801493106415257,-0.35151914161632797,-0.2366905832619039,-1.2385422196847473,-0.26105801478040425,-0.4404575026477896
FLNA,0.16338587140860095,0.39698697486888535,0.21041180118875988,-0.4548262678023532,0.1657587256326473,0.2101481470192909,0.24983577065313034,0.20243793569073465,0.33017186532885606,-0.00785469922808897,-0.06636167574226366,0.022714986286300816,-0.02292898613870778,-0.5585217064193495,-0.375977340023039,-0.45544263422320125,-0.17572082090190044,0.193571891909658
FLT4,0.2578473380841135,0.3615391961036115,0.06046724921392805,0.16893124980156218,0.10859663472077662,0.19827874066752718,0.03857595487699224,0.1368998012247556,-0.011012924659759232,0.08983161574613241,-0.16829419961562586,-0.020383423988920204,-0.037623473560961886,-0.09620129975130869,-0.0956712955093067,-0.3191554613750909,-0.05854125193931463,-0.4427617346687664
FSTL1,0.17706627187943583,0.5690524698557902,-0.11634567213568396,0.19374285756868131,0.23653887982223556,0.03107195908089744,0.26176741082933624,-0.1321691377701106,-0.3044750120404496,-0.1536845761123837,0.6559825929737497,0.19493985755063672,-0.11127041012013729,-0.05834713621687998,0.22860756764386872,-0.3430100569864183,0.02508548012546254,-0.6336054379006105
GAPDH,0.6204852677870574,0.19547190984504859,0.33575663933858074,0.07400879725926215,0.28918088975048173,0.23427309968460197,0.11316318606101582,0.18607634488277958,0.24592040115955496,0.04462963475288906,0.21617599289961986,0.028829502963588487,-0.2876398686516833,-0.0636704831282439,-0.24646016600660242,-0.5334253094626524,-0.24205628426778786,-0.03459313277117435
GGH,-0.002523224702505939,0.07615540039856197,0.4252076370534034,0.29006794161054794,-0.14574670714104912,-0.04457370278413328,0.28140745567724307,0.06900860304367258,-0.1587204161240926,-0.057615654874966414,-0.21972389655303784,0.03845621937493276,-0.15928709398197638,-0.071406667733368,0.11236318241916077,-0.3280430669714557,0.008581947491984392,0.10010689943907035
GNPTG,0.331687223022888,0.506668570290681,-0.0720207542448088,0.2660864248037801,0.04354026137419094,0.20707707127928196,-0.14754909448240322,0.22871550975340815,-0.1758107747550722,-0.0030163916408661876,-0.5430035264268789,0.10459940309328768,-0.14528219684477262,-0.0025638621594183835,-0.1408522466575287,0.22096947857731639,-0.16994339976946468,-0.2591730206683474
GP1BA,0.28164041965236664,0.39281048782546724,0.18105691753901684,-0.11194397644716207,0.09088614043229123,0.16686972329438424,0.12216318723562544,0.09057261472671999,0.2455275035030989,0.03568798341832332,-0.34474091838207394,-0.09859809537302539,-0.006291910024778617,-0.23026155276207397,-0.8544853311435856,-0.11693852989861778,0.006515165441552728,0.2910061834433469
GSTO1,0.7391010620873062,0.4660360535088912,0.2929360337566265,0.35786663937385416,0.15787814650169613,0.10539356550450005,0.260128817101719,0.144521783983695,0.1875460898079692,0.04930891737364922,0.1032729720065366,0.047840471728142826,0.033719063044047114,-0.27537196586466617,-0.690036467570349,-0.30684030192989054,-0.04304355778394879,-1.0443456882106146
H6PD,0.4672068166286852,0.6534709116992308,0.16671159881144162,0.08954345172324578,-0.10186680762085217,0.095168049118801,0.10937302125278696,0.24970057706816082,0.21748711518154348,0.08328083147151435,0.17970252822844732,-0.023274985732089554,-0.23063858613405677,-0.12759857020784565,-0.32731132077246383,-0.07511953594659496,-0.050983118243425156,-0.5135200368026168
HSPA8,0.14839592310776203,0.16049231592683794,0.3667674626218014,0.06970728602921754,0.5959154321973227,-0.061233393594316704,0.3749743430063532,0.10729039684225578,-0.13247760546411425,0.09142229115741679,-0.22006124171341407,-0.06240910713158574,-0.012724066835801396,-0.888247837028445,-0.49343250296408847,-0.06190411128698203,0.0776895703807262,0.583335893657467
HSPG2,0.08914062280116719,0.6505840682490659,0.06102077263800265,0.2192807046238836,-0.1408722661784273,0.04704322959669201,0.12717582791937757,0.011665697019828223,-0.12841086457784046,0.049989072851201646,0.05712573274792284,-0.07302479825265494,-0.2130448706658213,0.038889240141954454,-0.22769454648598098,-0.19934922496571528,0.1505825823253849,0.0069229823074787745
ICAM1,1.4627872998101017,2.0833217246109803,-0.03573148023915957,0.8797770007940843,0.25670576392938155,-0.06095100877321306,0.250723074429586,0.19425926541598165,0.11667783243139862,0.2068766587291552,-0.4277195217603717,-0.1393972563827467,-0.4421726951667815,-0.28890355376221216,0.2098056184118629,-0.49221092450221776,-0.039876872970118354,-0.2647387166602948
ICAM2,0.4108558610749149,1.2335272371595718,-0.2812615182145056,0.18900141679445148,0.23768698448829226,0.06665045969932175,-0.033951561762210966,0.2088677409656934,-0.2502186160530317,0.2886805303502884,-1.0971443942171817,-0.24505826517925913,-0.0038252007891034067,-0.022495980132930984,-0.0772878561973969,-0.22151798203729767,0.027276382964188266,-0.07719840499584482
IGFBP2,0.11791811821421563,0.4360265990341755,0.5035662031166294,0.41584621389344983,0.4591720161783515,0.441372558491892,0.06769084829109631,0.14726655226270502,0.10972839241479546,-0.28976591068327234,0.08110806012728558,0.092874558776953,0.0075001320088892535,-0.5755652575188925,-0.42378886197350646,-0.1356440465191045,-0.030265648171124343,0.10200843305085505
IGFBP7,0.4297982529649984,0.4846110856105075,0.09251126616026005,0.08842598668521778,-0.393755158049605,0.25464700473195623,0.1687311824565146,0.3606162934020088,-0.11105220916007137,0.07887805462158104,-0.3635471026638641,-0.18582232002197258,-0.021619840789888423,0.0106307165067319,-0.029952195008254114,-0.03538454783509551,-0.1752013044015194,-0.2256020514390086
ITGB1,0.45271678170347673,1.3547263197032655,-0.27272137964322246,0.32096185615310296,0.41587554722485187,0.14339978807472625,0.25019206540926403,-0.11168020175226154,0.44056625765591606,0.13518992773331615,-0.06207434076868936,-0.08192280551690281,-0.27415655829532076,-0.11664331119863608,0.03507025949523187,-0.4000594286972648,-0.08952167533835292,-0.42744759370610563
ITIH3,0.9544426292546212,0.4013179612595527,0.6505504609435593,0.8600640722073744,0.6262010260222578,0.5205028043556108,0.2495747603899747,0.4319971278878208,0.5474923611953907,0.33460449774785744,-0.143572185216849,-0.3107498740833348,-0.13481731662665325,-0.09184066465316612,-0.004565994110530621,-0.004837642273415008,-0.3158625131499713,-1.22238461543786
KRT10,0.2759242627807133,0.7393312739180979,0.0339852895238403,0.18970294850915975,0.12236591684169774,0.283789076156337,0.2999099438962836,0.1715127192424748,-0.34902024227397704,-0.009182415745363978,0.11529572402257478,-0.07215442252634442,-0.3498850217908224,-0.16134212477373275,-0.27787362845287356,-0.7364858858648018,0.09457618033433089,0.5872186307893792
LBP,0.6610920551762538,-0.20537180505175717,0.486405544144628,0.611122591288569,0.8067134341476414,0.42046212919128334,0.1530232857198285,0.19399245083961714,0.29907021433741265,0.03685978891062464,-0.06793187019716687,-0.08803912821554002,-0.002965669963633071,-0.5490257927048905,-0.3879003173962049,-0.7355081160403713,-0.27660712975226254,0.5189657902689214
LCN2,0.5891949819565538,0.07369712226856047,0.02839758537657244,0.44082348801897836,0.08222349354382787,0.281685506323997,0.15149707680026833,0.08342518796152557,0.24687610174229443,-0.012522484351542728,-0.39934012551430803,0.04206185440996397,-0.21850379284028568,-0.2534762057006513,0.2157658265321882,-0.3560771209843663,0.06734529739860816,-0.5119029395663015
LGALS3BP,0.3917462763274064,1.417586323235906,0.5312102832564404,0.4387688895092923,-0.10419776335446898,0.030559773600395527,0.22040493595939664,0.21237304688008368,-0.39843072660465867,-0.052011267997631686,-0.17236295431401655,-0.11518914357659246,-0.10851340639865004,0.07553456114716418,0.08397317473264729,-0.3306016426224739,-0.05829229577489489,-0.262718905050342
LRG1,0.6256472409508756,0.2964016163699177,0.7212833784229105,0.894131304607124,0.8824954073794776,0.44143666856953884,0.3422247734273653,0.346787654863916,0.19933009262875634,0.053311524440047095,-0.08636175414255214,-0.09611616210522808,-0.18738161258998134,-0.3384901467618266,-0.08366756094999431,-0.5870799235228455,-0.12183798648274914,-0.7356078997332596
LYVE1,0.528013897036642,1.5713414304476123,-0.3687761197994075,-0.37740239187659086,0.4994746691553717,-0.17144937944121355,-0.17453740549561653,-0.15063797229114748,0.0322972761430423,-0.349164837774063,-0.40619810011018476,0.081675182248697,0.12715343646955032,0.09023183711536809,-0.5722628356728127,0.10992329791706461,0.18692824258103052,-0.3861257368941653
LYZ,0.16826593277296792,0.2490290903485795,-0.04834303000451249,0.23519718280669064,-0.22364081136777295,0.46303583184224234,0.20498137081361514,0.13454066758277222,0.09560567086374301,0.20733783116716453,-0.18852372116614852,-0.19205560123651955,-0.22320946665884003,-0.25390566968602596,-0.24583177356255895,-0.42361536111065795,0.24993877779511522,-0.02141685121606845
MAN1A1,0.257801306849869,0.792521709611564,0.003251365593228852,0.36672795529996477,0.3703125792826965,0.11166087733500121,0.2149465512300575,0.12791111503920863,0.052371989560739435,0.1777520236684012,0.20166005804382509,-0.11400486044418168,-0.1591726418758316,0.13693215765724176,0.1381279165174009,0.03895351315428912,-0.2529237952854484,-0.553896075309372
MASP1,0.20103265700300724,0.37930771652045425,0.24966290528904833,0.6689047390892261,-0.08454296889730249,0.24891805858172,-0.006181827000675505,-0.12651355267714062,0.35557072420676644,0.242970195614711,0.20840353580472776,0.06241457286036058,-0.1990808901431458,-0.10892891638283732,-0.15582689473481445,0.3720146347916505,-0.1734389478591189,-0.7530288120783939
MBL2,0.18743127192321368,0.3600982027032315,-0.07067225336669553,0.43111461245063065,-0.03930108939102417,0.40003902261774626,-0.0257128902861688,0.06199343184334679,-0.12457045689409195,0.07347645387767485,0.27962202518434653,-0.022181940919473925,-0.15475572130771717,-0.18180235107129375,-0.5430337455758426,-0.08336785367557464,0.03877519111154084,0.16324104620802918
MEGF8,0.34569250499902404,0.05311926419370204,0.3351981608484154,0.0013907976809102286,0.09817571893049948,0.31963986224148533,0.20388529149856405,0.3108637156377142,0.02112697407871605,0.1862805418207239,0.19362498241412765,-0.31123117733481187,-0.29089779346704836,0.06932351774246476,-0.11876444244354573,0.22957859768860298,0.02155521113427335,0.007785234536710907
MMP2,-0.3740123684869597,0.2406369196429889,0.09422495523917987,0.5958874653555927,0.175263273116452,0.26339890271432115,0.6226850337871603,-0.12096321527365689,0.5204285706121741,0.10523835757559293,0.0734490926805825,-0.058089032702841686,-0.1310342898240921,-0.2929740889501469,0.057378522921219394,0.1075901849524076,-0.04321847949599293,-0.6267847764451895
MRC1,0.6038707441590566,0.6024332880842662,0.11171891573396912,0.2896811982353479,0.19188178598951383,0.053284516188745044,0.19192817513691549,0.09850924309748617,-0.026860030678820295,0.1315275134649128,-0.4300915465502543,-0.06624466160308548,-0.09019414930368747,-0.18576257401243623,0.4523696745273269,-0.4264394008153826,-0.05647854870393166,-0.48420076207673285
NID1,0.5094693522974864,0.5481331334786367,0.39541350005723075,0.06111719005841307,0.7244835551049629,-0.005233686194436433,0.10555165212353276,-0.052748532335102884,-0.07454110478348747,0.09357260388781893,-0.52199420468953,0.0016418793674139944,0.009871822275093612,-0.47153856159919405,-0.6808820855645699,-0.9205420913964374,0.203275277990097,-0.650928885179363
NRP1,0.3199043902819605,1.1621294754146672,0.11798025080649067,0.6332197558585825,0.3412197526946934,0.3258053240378629,0.10520423638899003,0.12678045803329255,0.2669299709410303,-0.0034507481478753205,0.17650293258271535,-0.09695639365219955,-0.3124699441965475,-0.08976366171653595,-0.2545474679132854,-0.13404126236372682,0.05165657588922807,-0.3473620866026176
OAF,0.4862356132759408,0.44612172229923486,0.5059964206235786,0.5357926322805138,0.6571194500388251,0.2894275567596351,0.2637081944474826,0.1642076861673535,0.3333715063371193,0.1999169840247507,-0.7796830998350469,-0.13663293422060505,-0.09224985408499159,-0.08257323883168675,-0.23281445990213412,0.027715883430125026,-0.1016425732073469,-1.2192077584039138
OLFM1,0.6473340269638168,1.693670782658011,-0.8283818349918987,0.6564138243559626,0.466582447419806,0.05653796457314902,0.03676811439430183,0.24169273261614224,-0.01407947788028048,0.059319109711464695,-0.2463480815601938,-0.06697363368389764,-0.015135413319019363,-0.20080437774128,0.10411742653805581,0.08740989957243868,0.004582661786462314,-0.7138333047306931
PGK1,-0.1849778407730739,0.2878710852988102,0.1661187509316713,0.47003317517107934,0.2500367703193536,0.04480085209594423,0.23640259815436987,-0.11319597998597562,-0.22881980102769292,-0.13580249767630137,0.768850509076944,-0.03009257681954303,-0.03058032653980361,-0.12045998247978874,0.09454520909255887,0.20953693391539366,0.06455145057827362,0.07712399936580215
PKM,0.5168748305083359,0.370922511340329,0.4360462804667471,0.2312862109464795,-0.019320373843056012,0.3815346491533054,0.25659506876829763,0.14284685188900656,0.31054323517685817,0.05764108727455808,0.456171421052315,-0.0233780153245878,0.006959771729558944,-0.585100981503418,-0.8289066565146486,-0.9898467257032457,-0.22969977080288725,0.09293747933925367
PLTP,0.19259386957521274,0.3237102877609722,0.11253641379334223,0.2587500800278377,0.6375867301097553,0.2902526343975793,-0.08795399149541497,-0.07001955040059452,0.3526115197475149,-0.15373982657573845,-0.5481538435777388,0.128678169841334,-0.11487904229268751,0.0762535679811207,-0.5771993623820328,-0.5950459031584117,-0.3973523196216619,0.4786427169537749
PODXL,0.8728338186755162,1.1712950050062023,0.6004785164018765,0.9991439305054325,-0.34132523583809654,-0.1321296648215539,0.09881230339620868,-0.23439997195899978,0.024977436836251327,0.03704808781562306,0.24337687405744163,0.028120566515275048,-0.33177854943983526,-0.08716641969410413,-0.23731496884385977,0.13580052809028928,-0.13072076200686814,-0.02165115734337701
PVR,0.7333098263794666,0.8789516521539594,-0.07535695045406406,-0.031164729101885835,0.255572434205857,0.033804323927595886,-0.057500349276536765,-0.01808075481403323,-0.19839518196464448,0.03147345324783101,-0.48885382617231843,0.16074775800328417,-0.0776439341854629,-0.507802921799088,0.12731586533369804,-0.26981055681752836,0.21146570436107676,-0.5431892740988673
S100A8,0.3413920419273516,0.40866822041409534,-0.05072280673464125,0.7974680885510265,0.5925198521673171,0.19470605835564012,0.23039808467311718,-0.22608403152368536,0.1433441773927362,-0.1923665092783326,-0.45254418801484925,0.0603289424481875,-0.15317630144703503,-0.09417332640392732,0.32823907432306865,-0.4065578841251938,0.012594707356765255,-0.13107240356472394
S100A9,0.4015806071592903,0.25723156692921545,0.0032032921660593433,0.9303884956703904,0.7910684923197929,0.08778125577508579,0.29681291944428717,0.011208948048223304,-0.08714652817755071,-0.2022887707061175,0.03595020782405557,-0.04354747330541208,-0.16988313486186113,0.0047096387765774485,0.43100100066705815,-0.3283454847951244,0.045779707897010496,-0.1394747008054024
SAA1,0.7230258804223859,0.05973077913550028,0.5194958384339028,0.6211412462808054,1.0718045100555544,0.17706512299956959,0.3213986788091063,0.09454404137866197,0.15641100423655505,0.1656307752714312,-0.06912172745020818,-0.1208652207574498,0.07419622886739319,-0.42064609453757135,-0.07542203026421508,-0.5050574495101221,-0.22208633818286444,-0.4236546574879822
SERPINA11,0.6045348936499184,0.23969520630634059,0.718725649049584,0.5684886863712644,0.5784967899970987,0.6827234671570879,0.1904909238406555,0.2642569195909329,0.12603634360871988,0.0211220965052185,-0.4770071400872548,-0.31933456757602263,-0.12338015257918715,0.01731553293576167,0.07947535473106268,-0.10362483432807765,-0.054543107040028134,-1.033639016206434
SERPINA3,0.45619850777371096,-0.16981601504882898,0.695805626212484,0.8045032513465868,0.9035929737093122,0.3812519420832977,0.05060136912317773,0.044471831721609255,0.3108569865061056,-0.013407394944300998,-0.08281759368388451,0.1625631591108594,-0.09648028873919666,-0.560604469253371,-0.3127431029543802,-0.7253304427147339,-0.15632125775666128,-0.38529746796873104
SERPING1,0.9707193894145902,0.005646854153863192,0.17563789076099764,0.68130547185008,-0.05319605246210168,0.06250168873222986,-0.0468971974669996,-0.08984034371968865,-0.09133828428360824,-0.004622574028902731,-0.20274914383667048,0.19235039838055076,0.0853942865067071,-0.4114240425697958,-1.0069460008878761,0.2026120516495291,-0.00912231972752388,-0.2644216204394686
SHBG,0.6714375449641808,0.6046861484259658,0.13435170234948038,0.29380268364420936,0.5188492058053022,0.43421263598932486,0.19553257608787653,0.10376527236050176,0.5366876848280924,0.07645671127278736,-0.32186334917086,-0.06757654684532124,-0.264135662200657,-0.233276399599402,0.12684673337042585,-0.27249710843278524,-0.19998564479316192,-0.2734563715869034
