Gene,BLCA,BRCA,CECA,CHOL,CRCA,ESCA,HNCA,LC,LIHC,ML,OVCA,PAAD,RCC,SARC,STAD,TGCT,THCA,others
SERPING1,-0.009122319727512797,-0.4114240425697846,-1.0069460008878646,0.9707193894146011,-0.08984034371967757,-0.09133828428359714,-0.20274914383665932,0.19235039838056178,0.005646854153874294,-0.0046225740288916555,0.17563789076100866,0.6813054718500908,0.08539428650671818,-0.053196052462090575,0.06250168873224093,-0.2644216204394575,0.20261205164954016,-0.04689719746698849
SHBG,-0.19998564479316192,-0.233276399599402,0.12684673337042585,0.6714375449641808,0.10376527236050176,0.5366876848280924,-0.32186334917086,-0.06757654684532124,0.6046861484259658,0.07645671127278736,0.13435170234948038,0.29380268364420936,-0.264135662200657,0.5188492058053022,0.43421263598932486,-0.2734563715869034,-0.27249710843278524,0.19553257608787653
TAGLN,0.06698475362606235,0.07095352391962849,0.06557877724825058,0.335245007185655,-0.37154322297729614,-0.2800206875664594,-0.390502900874426,-0.18778054242694248,0.3299016220356484,0.1613238404750164,0.156594982970365,-0.1371863945767447,0.32910252759659,-0.28772040965687307,-0.44465360487296085,-0.24506437812693793,0.13052449333903587,0.09985034772556918
TMSB4X,-0.045686775610692926,-0.8025145077423069,-0.39546998487563256,0.37365685124247877,-0.06164658839083477,0.09721654052186578,0.17444158301993667,0.17728233082573425,-0.17887465490293206,0.15109442646249227,0.3158536585652492,-0.004031701096582142,-0.05386397774165995,0.01797820224718559,0.12948040594526472,0.11905094553185087,-1.027921657218572,0.11298086798514183
VWF,0.016432428358403695,0.007217913967254904,-0.05408331826092002,0.8483274454136921,0.13965656066212873,0.2164535903035454,-0.4122466810409347,-0.23158633418684188,0.544652099768892,0.2224088049724037,-0.07682788309739995,0.5607912416703845,-0.2393497549060372,0.723647262136979,0.12095626047032158,-0.602566989584707,0.5783028389365981,0.18415500465898824
WDR7,-0.40907341204307107,0.20999965670637616,0.10009543066306953,0.8182972561326699,0.026045436904895518,0.3762632468492466,0.17357096705041455,0.008140561225867192,-0.5510449125290389,0.2033031497524273,-0.09224753040657133,-0.02506686209199836,-0.2304947261786675,0.4876773257778638,0.09949276766627868,-0.33310243754764673,0.40342411279980245,0.024733255689041927
YWHAQ,-0.02855002170247984,-0.8583062007091894,-1.0476569216330043,0.5244512462723534,0.16019978599107534,0.12020581737023797,0.1466763222886174,0.08346922373718078,0.5239875877234905,-0.20104333002518562,0.3553976497762217,0.018984279678017656,0.2615986465214343,0.30883211300237684,0.14948485529671524,0.4929641924539453,-1.950546987440137,0.07690852109360508
YWHAZ,-0.0734631878525485,0.09267558886530884,-0.6327755437105741,0.38137064217828315,0.13614792336362103,0.1882723645088914,-0.4163968323938033,-0.11653100959155982,0.15288683496837513,-0.14949434371445652,0.07236050056074529,0.30713494439061606,0.19619029192053158,0.05367786367182196,-0.15125670375495195,0.3560961584845162,-0.7619912618087015,0.06034115953409163
CFHR3,0.1356490563780575,0.1565714101429522,0.19490149492352038,-0.43261321406922754,0.28573327985272606,-0.1539419911199126,-0.08125847317136349,-0.039784788702796094,-0.0027518813991177634,-0.13881630004750045,-0.01872572469675702,0.06214609205803903,-0.24784150496139207,0.20818171542548056,0.25683418190055574,0.12613976416765152,-0.15084622460370994,0.1837786388477517
APOF,-0.20984959967252229,0.08527930952163905,0.03892391293645419,0.19617794160002497,0.19349417221568518,0.763399151411785,0.29442246630242047,-0.16116546037572238,-0.8069734448069722,0.14999634606030374,-0.15437264166749157,0.18188254785272767,-0.2039229026561949,0.1144042635194447,0.31622205539018156,-0.14018628795856286,0.06612351911522993,0.288516487364506
C4A,0.015226944211429066,0.21472987310220304,0.08628528240981877,0.20696579371928214,0.15193578611261768,0.3267336910479463,0.05595619150313669,-0.05827668063034286,0.04881665632417912,-0.12228602209680066,0.13348559335689733,-0.0655790540648869,-0.05066607315760231,-0.18694515979933057,0.009269315049350952,-0.5367910115943557,0.16413346974957868,0.11970001267528273
C4B,0.006798926640224466,0.22249759300465582,0.08795207657505483,0.2049353668064405,0.16093545669763998,0.34701039322232663,0.061222606119763566,-0.044501811980194726,0.08045414840813617,-0.12304144466863938,0.16464754916292046,-0.04621011386115901,-0.032378909867504364,-0.1442411911628743,0.007526685265017711,-0.6662634610732522,-0.1372569143661196,0.12193012776827414
C5,-0.5128999806530001,0.10041079165828543,-0.4290784397319861,0.4059295528194282,0.1516369689353635,0.47067124158361073,0.11663917491844525,0.14152090397132536,0.2448258154617263,0.12915364236072008,-0.043490945022003534,0.09603161814988519,0.0162465827077408,0.15284329958104467,0.23673089199322847,-0.9699091598717378,0.030110605582984295,-0.08055236155625829
MRPS21,-0.3293892910860722,0.2593486096154246,-0.009045363485674529,-0.28087139489010293,-0.026363804197908333,0.3165656150736085,-0.18477947513466683,-0.0371585879154052,0.11124049797257558,0.10434706107974842,0.1491869770356316,-0.29300685088763634,0.3131449897539851,0.097068739577122,0.047987188530731535,-0.5028716271903064,-0.7218668283083904,0.14274146711829494
PCBP2,-0.44371909627133427,-0.10228969961701663,-0.9752529830612605,0.20792536551929922,0.24521872730491295,0.3702599460248894,0.0771809980284602,0.045132408030948055,0.18106303197819587,-0.09804955573263094,0.20111344605585985,-0.31448936067282857,0.23822708968292675,0.015008131264348365,-0.177136275051979,-0.07265326580483845,0.21441318262343487,0.013156767849922191
SPG11,-0.44938779726563416,0.10622315082566869,-0.3771460495515258,0.10483251859938271,-0.114604999777351,0.50796618013041,-0.039510573440813254,0.3285919410201278,-0.07043536112505513,-0.06915462983127542,-0.33824052112959085,-0.13135253914694814,-0.03680923229179996,0.19113554584445008,-0.1808520124131664,-0.5989553766267598,-0.3895883453009952,-0.11061314673938442
ACTA2,-0.18473894416639414,-0.9019588784672076,-0.989253925948602,0.4099586078549157,0.17830355113763585,0.3016806101917799,0.48336387766407934,-0.024232039475547713,0.1839448592956742,0.16911960507481527,0.24817142158202585,-0.08347292546459409,0.2275176885696133,0.2575208103121692,0.08149924840415629,-0.018750313921847395,-1.2817989473196192,0.03188167803117803
ACTC1,-0.0631457540585717,-0.4650395286894192,-1.3293359065874724,0.4253437625546472,0.04147124809843613,0.18981518533783995,1.0511051309723098,-0.09783951251438928,-0.21286181673345927,0.1558902534256843,0.32928659761456053,-0.3753264467940813,0.19538347159925082,0.43814256205301316,-0.10046866765869433,0.06059095596060541,-1.558289562905351,0.1386299443900332
ALDOA,-0.21845889435017563,-0.007121777646144282,0.11602369370803771,0.06903421367287772,-0.021092964998087313,0.21538209957340645,0.7068738400198722,-0.30152867854927456,0.44768477187362005,0.05758976161417911,0.44212737479002345,-0.5836984193049511,0.05147939533824984,-0.02894101669631744,0.2668297705478495,0.455979349070618,-0.00045891844597831797,0.2923041139990289
ANP32B,0.12913105743564257,-0.10356873778912538,-0.49081829155924345,-0.6319209197356157,0.07504882644943721,-0.42528161737800846,0.7465689442925162,0.0819683975785918,0.011706789948725363,-0.06473005279846603,-0.1660996670269807,-0.7117948849782028,-0.09481227186536037,-0.11895732408161018,-0.2785834369456376,0.5483946283542738,-0.2299338566938788,0.12476172205209694
ANXA6,-0.5248538966501628,-0.015773765332511982,0.13731439138487517,0.14664819282139702,0.1782697808772324,0.140335154706382,0.42492524450636493,0.010953943801012854,0.37165351233076255,0.08280912931731733,0.15586108469473609,0.3488744799920534,0.3019886854169043,0.2874984583394113,0.10337852136472575,-0.8504496702706732,0.10929687332661109,-0.033982746438967634
APCS,-0.2987446832050469,-0.10419646862809993,-0.010545939320317149,-0.17363801141959154,0.125545203677544,-0.01952370246465956,1.0099778850065513,0.08158142150708446,-1.2074785476302528,-0.0955246951793374,0.22206134686676868,0.6232809457201911,0.26329492425945644,-0.05215249129218236,-0.0812300459808912,0.313495343661501,-0.3872749426008914,0.007013281769808409
BUB1B,0.19301779593339707,0.04066008743910174,0.240979497668106,-0.3646791100019659,-0.2680637328709836,-0.10502865171688175,0.4538907837875776,-0.1549134694073705,0.004817252230548084,-0.10779689826161251,-0.04380762634029857,0.08518894916022249,0.20549312330258526,0.02453681469796781,-0.15717404041340344,0.36472689008999554,0.35245944867900975,0.018759493752961324
CCL14,-0.31050799732150675,0.5063474391316943,-0.6846207627225458,-0.5339126105386722,-0.21375456188968076,0.11155139110538914,1.9464833042458163,0.02549348155361222,0.8323305108598612,0.22266543995147145,-0.0665341557935415,0.05767388209129868,-0.20066945351604512,0.3432284176595971,-0.027061835555310332,-0.3647889470744587,-0.673163919973684,-0.0029735803587610204
CD44,-0.09305443226744482,-0.009482508344607938,-0.24770590879424997,0.022190054310563548,0.0046231278738121636,-0.2252624284832849,0.45714395742065994,0.2286023704706687,-0.031544590361249576,0.07831249794472232,0.043728664602110646,0.2724944997262283,0.09056920431380004,-0.0773268699698052,-0.10449658177759347,-1.0416376350596424,0.3591972032313012,-0.1073831505096966
CEP250,-0.13978632267913274,0.3149022506023262,0.24997411812172762,-0.2871009594860724,-0.07879269105101958,0.35678622869592674,0.5184818288577765,-0.07285662280534341,-0.10668464834878573,0.07236882687436882,-0.14382289062804687,-0.03186182836083652,-0.2625586617953059,0.2853490234659988,0.06587865378192256,-0.0708090519384401,0.3543646101851803,0.49266310611562764
CRISP3,0.3478765130205659,0.07656199580082959,0.021648673268245874,0.2614984134515225,0.024770113846218873,-0.20387651794483477,0.9145374259346967,-0.18207455609121095,0.6493019139090231,-0.020979457288352987,-0.16274625231387813,-0.5772480657412046,-0.34899349337033103,0.8515306644253764,-0.11829873048482827,-0.1583546843364902,0.31319082896091943,-0.15917352397852663
CRTAC1,0.05839530608959705,0.12357200951034909,0.029077582864470514,-0.05475068329555355,0.021068383207193613,0.250354762927815,0.33533565161347667,0.15403625785905967,0.31093041945504124,-0.10358589037279614,-0.2286722948840085,-0.3397681411274337,-0.4051730756477259,-0.09401144173542321,-0.07304119048738321,0.12446323194495564,-0.06709452866835998,-0.036557110508499635
F11,0.2283514923806925,0.45254430542641744,0.3100002262177449,-0.3751563305709634,-0.1587859386137806,0.007683862821051014,0.6949856070658817,-0.07658374422146559,-0.25720599110225767,-0.16093011542749713,0.08770690859268765,0.24595413946803898,-0.21920441316614497,-0.19427409577485588,-0.1684170106617039,0.33484385026217883,-0.2809110050516906,-0.03173226952437609
F5,-0.12136140469008241,0.10218102555887389,-0.10648214806464007,-0.2799538644211459,-0.07137647921205678,-0.03488346015094268,0.4284134311684327,-0.14109573408738188,-0.030443591572017984,-0.07566395072131395,0.26133845389900534,0.1680567078298032,0.3753538570132959,0.14270169320550796,-0.20551637336214276,0.14071829722733545,-0.2506684926690806,0.07907640262542634
FSTL1,0.02508548012546635,-0.05834713621687616,0.22860756764387252,0.1770662718794396,-0.1321691377701068,-0.30447501204044575,0.6559825929737534,0.19493985755064056,0.5690524698557939,-0.1536845761123799,-0.11634567213568016,0.19374285756868512,-0.11127041012013346,0.23653887982223937,0.031071959080901237,-0.6336054379006066,-0.3430100569864145,0.2617674108293401
GDI2,-0.24891092368129156,0.31032844654225444,-0.0806469625436381,-0.12834246604831293,-0.04398838305800199,0.09160494607150332,0.31746901778656716,0.11257284829364325,0.053052588065263626,0.04077136743818485,-0.13143439823074904,0.0780498664977119,0.055579141897767755,-0.38501318582322736,-0.051200021928137184,-0.42322775522806677,0.08000352849300468,-0.11307043863155954
MYH9,-0.042494824700314265,-0.08227720183331783,0.21588569563497148,0.5431347805968584,0.15350689806865822,0.24090081078150105,0.5584679399285417,-0.13072049242638373,-0.10755242582985744,0.12232907229077485,-0.06797555688884434,-0.7082786155891935,-0.1346084430896441,0.18734267296800092,0.06524082193287843,-0.28140849877874863,-0.19612463572616762,0.10840821403440527
PGK1,0.06455145057827363,-0.12045998247978879,0.09454520909255888,-0.1849778407730739,-0.11319597998597564,-0.22881980102769298,0.7688505090769441,-0.030092576819543033,0.2878710852988103,-0.1358024976763014,0.16611875093167136,0.47003317517107945,-0.0305803265398036,0.2500367703193537,0.04480085209594423,0.07712399936580218,0.20953693391539366,0.23640259815436995
PPBP,-0.17246985980143065,-0.3520289072951568,-0.1914744568980572,-0.06491079442712581,0.09482940069141323,0.282370636733745,0.6678166666025166,0.0657989939540372,-0.5010635977365883,-0.14292335930115252,0.4152221389093793,0.18737616270131635,0.15427516309232384,0.2284530593952029,-0.08542044910099597,0.28651058886515324,-0.33395763385714006,0.14956857617853483
QSOX1,0.21774849966484378,0.2991120795622541,-0.2519831127238455,-0.13339911582433517,-0.032512525861662894,-0.2963463275183023,0.3537400042478101,0.07145460919351948,-0.193155465887491,-0.25128235362037304,-0.14170331765800512,0.2887120927630207,0.17843248695197916,-0.07439349685275767,-0.3277975095486839,-0.1823281806547685,-0.16071712565009888,-0.18291391483100314
SELENOP,-0.17472798246994506,0.24748829283280366,-0.2559952534430263,-0.9802557200092521,-0.10599873796309994,0.10728547775334463,0.660290763503119,0.2009341551368208,-0.14594444005724808,-0.008050448252650343,-0.678880476725025,-0.7546167033579619,0.004170699252393124,-0.37028499701601847,0.04675149481144088,0.4273461007814819,0.4594647326938187,-0.4355076608499987
THBS1,-0.3808689869448118,-0.3450890687122638,-0.08314669944844667,0.2977389813723715,0.28204386514296304,0.3366413306340508,0.5348017284094023,0.0501808070989145,-0.2089355911423317,0.07124694357641205,0.41829366237864146,0.5238097930082122,0.021575130041707507,0.49451567392402207,-0.008305252916643191,-0.10022707134449982,-0.39546742590434725,0.007752608075755392
TMEM256,0.029468436899551358,0.16711064501829986,-0.359017169188596,-0.09293017978132448,-0.25319296866022123,0.15106338073917353,0.9132614702641936,0.0049860310265801636,0.11982565863000148,-0.14027286428800628,-0.6221664325102236,-0.5998397379466182,-0.003122104426884246,-0.28156944231373554,0.1582020515316133,0.37825574304523346,0.25543265560935535,-0.3075070475378585
TPM2,-0.14174761618660017,-0.5527614707395794,-0.7799263454196017,0.3161699872508233,0.16639371830193433,0.09809513318499291,0.5995506450386633,-0.0032848705143871536,-0.09605237934313082,-0.011023756082713776,0.11459481835305932,-0.6527552057127314,0.13672005129483725,0.346747183916413,0.045163917043657825,0.5512628047252002,-1.0490588172377806,-0.05808087180324847
WIF1,0.016709468662477512,0.4145371240178366,-0.2048958884781243,0.367771788506864,-0.0914245634391259,-0.10582779536942073,0.5959752190476075,-0.04920948670854541,0.5320621530285328,0.04419176057408707,0.33120281189947054,-0.07886348082959695,-0.14547380867639703,-0.15542680871068643,-0.02560128270667633,-1.3295388790299463,0.3296359292906999,0.15882204136298142
YWHAE,0.08717937813004935,-0.4978851832179769,-0.4644069396853108,0.3947492781156225,0.020589634529109085,0.12191868278190421,0.7238676094009092,-0.037626867518418546,0.4463137193114017,-0.05060139153361384,0.28428201308058093,0.2347863640447103,0.033523867419185074,0.18402526286974896,0.07017335221505207,0.10042447704192613,-1.0670066576403199,-0.07997288846982678
ANG,-0.4234429222737938,-0.044430515867212715,-0.01123331203871983,-0.3269632583783706,-0.06981951317519713,-0.30386709798690664,-0.3129406256361423,0.5924156616776981,-0.0572397192658837,-0.24018706451191543,-0.35871688134456564,-0.19627410111085447,-0.060815246152469686,-0.5559113830461281,0.17614561688551586,-0.039116949580598005,0.054725683213207144,-0.11476583960097973
CGREF1,0.09678363248773131,-0.105533656591763,0.1273271050583955,-0.11085702834331176,-0.1279255275573062,0.17115814897067771,0.26373180736786567,0.2701484965197465,-0.5417972716124603,-0.35477110792829475,-0.4019469980632268,-0.29800864549371053,0.07421219251974034,-0.08502279535110302,-0.18861123755760947,0.20905080581771168,-0.33234334134272886,-0.039654626999482454
HABP2,-0.3136496928608132,-0.1544523184219743,0.07722110159276536,-0.4289387471106869,-0.2221499370634887,-0.06175789701227485,0.06023513682910819,0.31670296005057413,-0.6867375856041145,0.0647768715135737,-0.06806573878613646,-0.6961878379708157,0.12797404871652568,-0.5767100599249297,0.07531054291275135,0.2947517341480925,-0.029862060312628735,-0.1401541534121936
ACE,0.14806945074357722,-0.1301200473786148,0.2657314350798765,-0.14112138212598221,-0.11667854062404082,-0.08940298266833928,0.39488209984642403,-0.03670694504312939,0.5170776377157904,0.06644859207968534,-0.4643317402672892,-0.5520292736675446,-0.07517121584759527,-0.6743185882286593,0.05019756154425373,0.5170341926732196,-0.7698652244578092,-0.12074650879973785
ADA2,0.14496677834008115,-0.23707558525035377,-0.09937062496835881,0.1673914981946343,0.0145132878022094,-0.17211860965436046,-1.490359831090639,-0.05980175462355559,1.1213181966372232,0.1563706690648753,-0.17897427825717285,0.3280080257784484,-0.14761509969238812,-0.5521967971844591,-0.16008911078997584,0.09319692386362698,-0.9199978505754528,0.08188276677427811
ADGRG6,-0.09417566674666497,-0.04820095835904949,0.1464229337115964,0.4509604910234305,0.04582782260382402,0.04419917614885561,-0.6039816954250631,-0.10078038575058698,0.5550549255766399,0.105272822175499,0.026502634892674702,0.4437627954409266,0.07713129001007894,-0.23211794970683824,0.10182136607846887,-0.6436484293985568,-0.20429630397373022,0.16664159528604616
ADIPOQ,0.10439516487616445,-0.2933578944051189,-0.011850723872305357,0.309670883371002,0.16189532856273314,0.3479909878901288,-0.6174909831095328,0.01373693716976905,0.9815274409324362,0.02095787776924897,-0.23889858353466967,-0.30325809648086854,-0.23672249807295884,0.17462392897115514,0.19175885206343848,-0.16292252713956315,0.05927315784818739,-0.010461722832136993
AGA,-0.0009168153821350655,-0.1305998791711581,0.05177820654373669,0.05019846288367215,-0.15152272046801024,-0.11542935202528043,-0.4576164208418068,-0.021314412473202652,0.7404808429258244,-0.1048218113747009,0.20979537238169227,0.5758581121241239,0.25274329509168186,0.10441722589781646,-0.0858369572177932,-0.10563372898179936,-0.05388444310402975,-0.0011591109827247762
AGT,-0.06509200667329158,0.24540597442208778,-0.22332621792453958,-0.4027804111722706,-0.18640190110210442,0.007140494914727384,-0.1818037993227198,-0.032190268488058386,0.7899647945488185,0.15296341659385188,0.09569589097031521,-0.14065608532368984,-0.020702658763973238,0.21638390597431806,0.08072677940826709,-0.5090805359747823,0.16876354486294637,-0.08999932540999958
ALCAM,0.06992847444302762,0.18918800286126364,0.026055528046014104,0.4617743846060906,-0.1444955501456994,-0.184627679642931,-0.7310514855838048,-0.12169059124880655,1.2829152473200152,0.023543017573073775,0.05678345709065376,0.05148525115464778,-0.21887234700074149,0.15737981502015966,-0.03832804355777434,-0.22942466262440794,0.2117985658657075,0.3471508807835101
ALDOB,0.1746275599270003,-0.030177275239348985,0.024240751700695756,0.2554049841046771,-0.43776015159517084,-0.41172424878242725,-0.5021025962018366,0.009284855440427023,1.0947203954040938,-0.04502306421416916,-0.2442334329917693,0.36007376705196753,-0.05147939714832493,-0.09419793436646227,-0.33434468179071153,0.2650252166950019,0.137255808705165,0.024989782748182116
AOC3,0.08652441736219217,0.14982028166441844,0.27940796394964995,-0.12343302316600988,0.024960939454854655,0.03380217458678888,-0.37261239358409537,-0.058877818094373105,0.7960620544290655,-0.1828947389403199,-0.09628365046677391,-0.07910526788961011,-0.20225094837484095,-0.35656572548432725,-0.06095316747717857,0.35339359139428833,0.5683336208681864,0.16091116993096902
AP3M1,0.4183503255206351,-0.3932181209130895,-0.08496312699156046,-0.2302910814818863,-0.4165820253196016,0.012059326143308822,-0.8058920593854179,-0.15173772914941108,0.6950178356882663,0.3999523109918518,-0.38791188481586253,-0.2948716083634719,-0.11518947540852344,-1.0616804777439703,-0.3256819557181323,0.43783625100210677,-0.49121314635085805,-0.10460332675156629
APOE,-0.3462560655320347,0.3472661719052912,0.1477331237675931,0.8350625525393688,0.12775706469444206,0.34143625168887537,-0.2447007394700223,-0.1609211437181249,0.9926264831832072,0.30655194405910535,0.08258375491833934,0.10147401305352563,-0.38973234587819483,0.29761633758024786,0.17042482698404,-0.8034047252913862,0.12339833065128061,0.2467865497919108
AXL,0.14958889880337436,-0.22863377977450794,-0.2536909328831518,0.27878179823881705,0.23149237209224974,-0.09474060964101885,-0.8315205774975913,-0.40222512073956834,1.550566607656029,0.1985367669319191,-0.06060241462348127,0.7945665763262494,-0.25893988109014204,0.4751481698600549,0.12265723575142974,-0.3674638896838357,-0.2983839520910449,0.19828079332991766
BST1,0.13371981420987536,0.08804099700041958,-0.13150474245117116,0.49365693924291787,-0.0219595437765634,-0.09930101400626572,-0.29929756813714786,-0.11244417847118088,0.9404954502751659,0.038037953695045576,-0.21826774138537444,0.2156006320308172,0.04507535608587301,-0.39702056264717733,-0.08677351763430216,-0.2430291821665974,-0.010562798459698541,-0.06566563799151537
C1QA,-0.046035916659282757,-0.1061116375711766,0.3972030923088621,0.2725729376135913,0.17274460242688733,0.047299342391035,-0.4572141814194537,-0.2984297356470584,0.9651511458959229,0.11358405118871806,0.41066680249811544,0.12041707747404151,-0.06928811445783545,0.1274843899583621,0.06188220956748403,0.09157067794787155,0.16304349391865972,0.2720893003304749
C1QB,-0.05816485801063004,-0.15525708229666663,0.4849202177611634,0.086515551933603,0.09515940003132421,0.27876283723421175,-0.054035594890735714,-0.055131942752867154,0.8002912768981689,0.16159377123293678,-0.26967676802167906,-0.05087509148259935,-0.13765611553469514,-0.35157730197680465,-0.18056645011495176,0.1622909812530899,0.2734291208425842,-0.05853366864480728
C1QC,-0.2009324792419942,0.09191686845447865,0.4029952936072402,-0.0789171174067085,0.125514562759144,0.09677879237977537,0.030359927992654724,0.0014923208177329338,0.8294360926037607,0.100304130150204,-0.13440166315201166,0.326531891557471,-0.17575319774315895,-0.20587756058351458,-0.10325493055113741,-0.1426806195342312,0.38074202981323807,-0.03141641639511585
C7,-0.2356420221152695,-0.08224206457940064,0.23195164347951208,0.7290906899257672,0.16655000284253293,0.2854948530765483,-0.4248165524497193,-0.11604440707933006,1.598200440896125,0.19905408922406023,-0.18639797313640746,0.7965866881979569,-0.031472652414977174,0.12344731097576667,0.18416336041240078,-1.1018561649350402,0.19310438350101028,0.09574207537064652
CACNA2D1,0.300762971301918,-0.07370317309622117,-0.35039250782048476,-0.06849960368111632,0.016977384844128772,-0.03832030439440525,-0.19741020750058216,-0.14332833770478665,0.7774865810466567,0.0037314984206133013,-0.18558886819524348,-0.2707645436298127,-0.087058024126623,0.04861110709320597,-0.08938748262142761,0.22897410216783257,0.08883943301581428,-0.1302218752387799
CADM1,0.052369764978872274,-0.011654564589639487,-0.16100469110693508,0.060003816239561095,-0.28981784018222184,-0.009756412470676745,-0.9468696009189284,0.045412012528355555,1.3247407809141345,0.07868797193176877,-0.130543532615988,-0.22779308642617296,-0.19505209811680002,-0.01494060598305529,-0.11028469479437607,-0.11959520391652656,-0.14764530067562454,0.20789060670581247
CALR,0.15470158787441263,-0.6951172082128055,-0.6738273982795319,0.14625038491161294,0.06544569504736295,-0.20897084033614113,-0.05006636937347765,0.09960928755750842,0.5032140544994634,0.03916599989587765,0.043786522153949126,-0.035479876914018035,0.252981627662171,0.10030889630717565,-0.15233293630684147,0.1960598046223549,-1.1655208666397914,0.01788258922881359
CAMKK2,-0.12526957762244567,-0.4180101668926925,-0.2600309214527845,0.12008590202430994,0.12294109091030558,0.38052384074763346,-0.28371522613799927,-0.01496753302706833,0.8683480339582452,0.20424310518763208,-0.131713388038269,0.12436535370130083,-0.18466870982853545,-0.04695170937898091,0.17451427046925283,0.1278880927589133,-0.3206372163373796,0.21471542463954113
CD163,0.4216948682889241,-0.2803666503365668,0.030915572753526667,0.26114143821080243,-0.18104936252163595,-0.43647212031993243,-0.28693558164276095,-0.13810307408973313,0.7870698685329187,-0.09497041583674064,-0.1044458872967366,0.19002902415235526,0.3985116915575769,-0.10642344288192997,-0.14855850249923447,-0.005792731533358702,-0.2221067063457822,-0.24363253084565734
CD248,0.40045816642553955,-0.1992376873563543,-0.7021184335876006,0.19896171727104736,-0.11124935385971095,-0.03580158866407882,-0.3511657067863277,-0.21663139562303946,0.47776266342667717,-0.11808839113062226,0.30656487116650044,0.13624108426987833,-0.25076062133403565,0.3612783390572276,0.416880640410752,-1.247760666384547,-0.4985367242366207,0.21957009347288603
CD5L,-0.2998808269568139,0.12832964484718187,0.1822431281770978,0.3104968118778844,0.03575467239354974,0.24101562064532064,0.06392471135164908,0.02386895222614625,0.8810292010186155,-0.16094380161790958,-0.2785907870447301,0.22443713963255835,-0.051689824122448234,0.29146173808562825,-0.04453571040771418,-0.15377381457942418,0.6190559748804983,0.13543335886320831
CD93,0.3041896845785134,-0.1513705113168186,-0.6127277901158195,0.26373065934709494,-0.16136833537672413,0.092321614023578,-0.35862656834633705,-0.11712487754781846,0.8564679200601785,0.12722445764344809,0.1221384513435236,-0.17830033646215834,-0.05700772903639852,0.08762738386352928,0.20754407780657474,-0.6349965835845731,-0.3685751796937508,0.07037601069431279
CDH1,0.07974421655240768,-0.24136645021749958,0.29182360505053406,0.8416108970536514,0.3330503290965925,0.0650997140424133,-0.33453758616808554,-0.06633557119075884,0.9736706523577696,0.02666129986525184,0.0997371168015468,0.15379527419997824,-0.2612495839441102,0.0064192819306258305,0.16981320272001893,-0.8018262592532356,0.008108880163381915,0.20421260774740935
CDH13,0.0805297730572145,0.38624937719911373,0.34288528131421453,0.16723304707536107,0.14341643050791475,0.35911135361222685,-0.36347762572004094,-0.18117789163527007,0.7657296120106541,0.06754482891507474,-0.3617953074728752,-0.2300618059403107,-0.080744447416606,-0.6622867828762817,-0.18077971387248704,-0.6510167832378478,0.5055406061364301,0.0859815439514096
CDH2,-0.14628529014887365,0.009884659306934917,-0.37874751199498036,0.6101391047611315,0.11648084921651235,-0.06097295928403358,0.4948190852282366,-0.007996216844322786,0.7955138974911835,-0.11415109846626313,0.48702953512251446,-0.13389080239442291,-0.14309052289972912,0.6250115632848463,-0.02753125187652026,-0.5348784550914034,-0.4307022371152294,0.27954394076486605
CDH5,-0.3150549311263153,-0.00589408158182933,-0.18746294211605358,0.3422928208271832,0.08944441290190143,0.19715131732840505,-0.8159793820526072,-0.12951169831835768,1.0127041949995816,0.20296371988844883,-0.2305997421125485,0.5098758802465109,0.056719640923480794,0.19991062715933502,-0.06487306125889526,0.2044811405812944,-0.1645582298394575,-0.08145361017869313
CHGB,0.054759254429345594,-0.5133812045036006,-0.35403384440033414,0.13795378910882483,0.05560777584987077,0.16907588281450886,-0.1597699191266851,0.18809727074535912,0.44777982145331213,-0.1507995243933753,-0.06437190305434828,-0.7939185395579073,-0.012150883939054707,-0.18388187152201907,0.19383707130993238,-0.14671613875445183,-0.22415067797917226,0.2423212575111708
CNTN1,0.2905380647440855,0.3099045948683386,0.03952279551726705,-0.030957433875199683,-0.06770871214566948,-0.09356157345930981,-0.5179561406533989,-0.13782097233727236,0.5747492612597408,-0.03827396948732942,-0.4914223797102244,-0.04261363035715919,-0.08682081746661126,-0.2563003827132666,0.016503700251716484,-0.15543927600090132,0.3521407833341425,0.04585937557926841
COLEC11,-0.15218460314475601,-0.009382471615179308,0.2053063445249837,0.39608789046148646,0.0832552354908159,0.18373700500852108,-0.5835326225949373,0.11539382418264278,1.166489960146104,0.022938343089727118,-0.09880312684542814,-0.11606927029172191,-0.09227394431893973,-0.27538333058007886,-0.058251566489904365,-0.6656841295878966,0.5048737087116003,-0.10075203082427414
COMP,0.1765910048023368,0.11546158478508267,-0.42815863959394274,-0.06241552674970219,-0.08430045617808997,-0.6102445368305486,-0.10744779244111582,0.05188185465081015,0.9086340435161768,0.07536454243611343,-0.2913129720612894,-0.47505343441158765,0.05797901074379763,-0.5455367881608238,-0.008409396075744905,-0.06600788442729125,-0.466826606805649,-0.19631563272405164
CSF1R,0.5463640616229165,-0.3695570025740244,-0.1029664187538423,0.20661072460841423,-0.16994031103089888,-0.3051767943661838,-0.9028598076865894,-0.0737955029655497,0.7346006694233351,0.12459054891824817,0.059647106730984355,0.2659128858661626,-0.2603366917781566,0.02967900975015849,-0.028142704632615673,0.4794529864746434,-0.09129874374047646,-0.08274161428839334
