,AUROC,Balanced accuracy,Precision,Recall,F1,random_state,feature
test,0.8326530612244898,0.7785714285714286,0.5789473684210527,0.7857142857142857,0.6666666666666667,83,AFP
train,0.9132575757575758,0.8117424242424243,0.6086956521739131,0.8484848484848485,0.7088607594936709,84,AFP
test,0.873469387755102,0.8785714285714286,0.9166666666666666,0.7857142857142857,0.8461538461538461,84,AFP
train,0.9024621212121212,0.793939393939394,0.6190476190476191,0.7878787878787878,0.6933333333333334,85,AFP
test,0.9183673469387755,0.9214285714285715,0.8125,0.9285714285714286,0.8666666666666666,85,AFP
train,0.9464015151515153,0.8607954545454546,0.6666666666666666,0.9090909090909091,0.7692307692307692,86,AFP
test,0.7102040816326531,0.75,0.6428571428571429,0.6428571428571429,0.6428571428571429,86,AFP
train,0.9236742424242423,0.843939393939394,0.7647058823529411,0.7878787878787878,0.7761194029850745,87,AFP
test,0.846938775510204,0.8428571428571429,0.6666666666666666,0.8571428571428571,0.75,87,AFP
train,0.9422348484848485,0.8340909090909091,0.6923076923076923,0.8181818181818182,0.7500000000000001,88,AFP
test,0.8428571428571429,0.8285714285714285,0.631578947368421,0.8571428571428571,0.7272727272727273,88,AFP
train,0.9132575757575757,0.793939393939394,0.6190476190476191,0.7878787878787878,0.6933333333333334,89,AFP
test,0.8979591836734694,0.9071428571428571,0.7647058823529411,0.9285714285714286,0.8387096774193549,89,AFP
train,0.9196969696969697,0.8518939393939393,0.6744186046511628,0.8787878787878788,0.7631578947368421,90,AFP
test,0.8387755102040816,0.8285714285714285,0.631578947368421,0.8571428571428571,0.7272727272727273,90,AFP
train,0.925,0.8331439393939394,0.6304347826086957,0.8787878787878788,0.7341772151898734,91,AFP
test,0.8193877551020406,0.8285714285714285,0.8333333333333334,0.7142857142857143,0.7692307692307692,91,AFP
train,0.9185606060606061,0.8376893939393939,0.7428571428571429,0.7878787878787878,0.7647058823529412,92,AFP
test,0.9081632653061225,0.8571428571428571,0.7058823529411765,0.8571428571428571,0.7741935483870968,92,AFP
train,0.9265151515151515,0.821590909090909,0.6585365853658537,0.8181818181818182,0.7297297297297297,93,AFP
test,0.8714285714285714,0.8571428571428571,0.7058823529411765,0.8571428571428571,0.7741935483870968,93,AFP
train,0.9375,0.8581439393939394,0.6904761904761905,0.8787878787878788,0.7733333333333333,94,AFP
test,0.7000000000000001,0.6785714285714286,0.47368421052631576,0.6428571428571429,0.5454545454545454,94,AFP
train,0.9142045454545454,0.821590909090909,0.6585365853658537,0.8181818181818182,0.7297297297297297,95,AFP
test,0.8938775510204082,0.8928571428571428,0.7222222222222222,0.9285714285714286,0.8125000000000001,95,AFP
train,0.9176136363636364,0.8465909090909092,0.7297297297297297,0.8181818181818182,0.7714285714285715,96,AFP
test,0.9112244897959183,0.8071428571428572,0.5416666666666666,0.9285714285714286,0.6842105263157894,96,AFP
train,0.9303030303030303,0.8278409090909091,0.675,0.8181818181818182,0.7397260273972603,97,AFP
test,0.8479591836734695,0.8428571428571429,0.6666666666666666,0.8571428571428571,0.75,97,AFP
train,0.9104166666666668,0.8331439393939394,0.6304347826086957,0.8787878787878788,0.7341772151898734,98,AFP
test,0.8908163265306123,0.8642857142857143,0.65,0.9285714285714286,0.7647058823529412,98,AFP
train,0.928219696969697,0.8304924242424243,0.6511627906976745,0.8484848484848485,0.736842105263158,99,AFP
test,0.8153061224489795,0.8214285714285714,0.6875,0.7857142857142857,0.7333333333333334,99,AFP
train,0.9403409090909091,0.8340909090909091,0.6923076923076923,0.8181818181818182,0.7500000000000001,100,AFP
test,0.8163265306122449,0.8285714285714285,0.631578947368421,0.8571428571428571,0.7272727272727273,100,AFP
train,0.9387019230769231,0.8798076923076923,0.7567567567567568,0.875,0.8115942028985507,1,AFP+MCHC+WBC
test,0.8256302521008403,0.8550420168067226,0.7058823529411765,0.8571428571428571,0.7741935483870968,1,AFP+MCHC+WBC
train,0.9643429487179487,0.8918269230769231,0.7142857142857143,0.9375,0.8108108108108109,2,AFP+MCHC+WBC
test,0.7899159663865547,0.7478991596638656,0.6428571428571429,0.6428571428571429,0.6428571428571429,2,AFP+MCHC+WBC
train,0.9647435897435896,0.8926282051282051,0.8,0.875,0.8358208955223881,3,AFP+MCHC+WBC
test,0.8235294117647058,0.7478991596638656,0.6428571428571429,0.6428571428571429,0.6428571428571429,3,AFP+MCHC+WBC
train,0.9429086538461539,0.8641826923076923,0.75,0.84375,0.7941176470588235,4,AFP+MCHC+WBC
test,0.9096638655462185,0.819327731092437,0.6875,0.7857142857142857,0.7333333333333334,4,AFP+MCHC+WBC
train,0.9415064102564104,0.8641826923076923,0.75,0.84375,0.7941176470588235,5,AFP+MCHC+WBC
test,0.8445378151260504,0.819327731092437,0.6875,0.7857142857142857,0.7333333333333334,5,AFP+MCHC+WBC
train,0.9555288461538461,0.8826121794871795,0.725,0.90625,0.8055555555555555,6,AFP+MCHC+WBC
test,0.823529411764706,0.7626050420168067,0.6923076923076923,0.6428571428571429,0.6666666666666666,6,AFP+MCHC+WBC
train,0.9338942307692308,0.8605769230769231,0.7,0.875,0.7777777777777777,7,AFP+MCHC+WBC
test,0.8445378151260504,0.8277310924369747,0.8333333333333334,0.7142857142857143,0.7692307692307692,7,AFP+MCHC+WBC
train,0.9196714743589745,0.8449519230769231,0.6923076923076923,0.84375,0.7605633802816902,8,AFP+MCHC+WBC
test,0.9180672268907565,0.9138655462184874,0.9230769230769231,0.8571428571428571,0.888888888888889,8,AFP+MCHC+WBC
train,0.9264823717948718,0.8421474358974359,0.7222222222222222,0.8125,0.7647058823529411,9,AFP+MCHC+WBC
test,0.9180672268907563,0.8130252100840336,0.7692307692307693,0.7142857142857143,0.7407407407407408,9,AFP+MCHC+WBC
train,0.9499198717948718,0.8733974358974359,0.7368421052631579,0.875,0.7999999999999999,10,AFP+MCHC+WBC
test,0.8550420168067228,0.7836134453781513,0.6666666666666666,0.7142857142857143,0.689655172413793,10,AFP+MCHC+WBC
train,0.9451121794871794,0.8733974358974359,0.7368421052631579,0.875,0.7999999999999999,11,AFP+MCHC+WBC
test,0.8466386554621849,0.7836134453781513,0.6666666666666666,0.7142857142857143,0.689655172413793,11,AFP+MCHC+WBC
train,0.938301282051282,0.8449519230769231,0.6923076923076923,0.84375,0.7605633802816902,12,AFP+MCHC+WBC
test,0.8781512605042017,0.884453781512605,0.8,0.8571428571428571,0.8275862068965518,12,AFP+MCHC+WBC
train,0.9643429487179487,0.8641826923076923,0.75,0.84375,0.7941176470588235,13,AFP+MCHC+WBC
test,0.8350840336134454,0.7836134453781513,0.6666666666666666,0.7142857142857143,0.689655172413793,13,AFP+MCHC+WBC
train,0.9224759615384615,0.8449519230769231,0.6923076923076923,0.84375,0.7605633802816902,14,AFP+MCHC+WBC
test,0.9012605042016807,0.9201680672268908,0.8125,0.9285714285714286,0.8666666666666666,14,AFP+MCHC+WBC
train,0.9483173076923077,0.8733974358974359,0.7368421052631579,0.875,0.7999999999999999,15,AFP+MCHC+WBC
test,0.8571428571428571,0.8487394957983193,0.7857142857142857,0.7857142857142857,0.7857142857142857,15,AFP+MCHC+WBC
train,0.9387019230769231,0.8605769230769231,0.7,0.875,0.7777777777777777,16,AFP+MCHC+WBC
test,0.907563025210084,0.842436974789916,0.9090909090909091,0.7142857142857143,0.8,16,AFP+MCHC+WBC
train,0.9375,0.8513621794871795,0.7105263157894737,0.84375,0.7714285714285714,17,AFP+MCHC+WBC
test,0.8613445378151261,0.8487394957983193,0.7857142857142857,0.7857142857142857,0.7857142857142857,17,AFP+MCHC+WBC
train,0.9403044871794872,0.8641826923076923,0.75,0.84375,0.7941176470588235,18,AFP+MCHC+WBC
test,0.8739495798319328,0.8340336134453781,0.7333333333333333,0.7857142857142857,0.7586206896551724,18,AFP+MCHC+WBC
train,0.9419070512820512,0.8641826923076923,0.75,0.84375,0.7941176470588235,19,AFP+MCHC+WBC
test,0.9033613445378151,0.7752100840336134,0.5789473684210527,0.7857142857142857,0.6666666666666667,19,AFP+MCHC+WBC
train,0.9589342948717948,0.8605769230769231,0.7,0.875,0.7777777777777777,20,AFP+MCHC+WBC
test,0.884453781512605,0.8130252100840336,0.7692307692307693,0.7142857142857143,0.7407407407407408,20,AFP+MCHC+WBC
train,0.9411057692307693,0.8798076923076923,0.7567567567567568,0.875,0.8115942028985507,21,AFP+MCHC+WBC
test,0.8508403361344539,0.819327731092437,0.6875,0.7857142857142857,0.7333333333333334,21,AFP+MCHC+WBC
train,0.9170673076923077,0.8321314102564102,0.6585365853658537,0.84375,0.7397260273972602,22,AFP+MCHC+WBC
test,0.9852941176470588,0.9495798319327731,0.9285714285714286,0.9285714285714286,0.9285714285714286,22,AFP+MCHC+WBC
train,0.9399038461538461,0.8449519230769231,0.6923076923076923,0.84375,0.7605633802816902,23,AFP+MCHC+WBC
test,0.930672268907563,0.884453781512605,0.8,0.8571428571428571,0.8275862068965518,23,AFP+MCHC+WBC
train,0.953125,0.8798076923076923,0.7567567567567568,0.875,0.8115942028985507,24,AFP+MCHC+WBC
test,0.8592436974789914,0.796218487394958,0.5714285714285714,0.8571428571428571,0.6857142857142857,24,AFP+MCHC+WBC
train,0.9595352564102565,0.8798076923076923,0.7567567567567568,0.875,0.8115942028985507,25,AFP+MCHC+WBC
test,0.8151260504201681,0.7542016806722689,0.5882352941176471,0.7142857142857143,0.6451612903225806,25,AFP+MCHC+WBC
train,0.9375,0.8449519230769231,0.6923076923076923,0.84375,0.7605633802816902,26,AFP+MCHC+WBC
test,0.903361344537815,0.8991596638655461,0.8571428571428571,0.8571428571428571,0.8571428571428571,26,AFP+MCHC+WBC
train,0.9346955128205129,0.8577724358974359,0.7297297297297297,0.84375,0.7826086956521738,27,AFP+MCHC+WBC
test,0.9159663865546218,0.8697478991596639,0.75,0.8571428571428571,0.7999999999999999,27,AFP+MCHC+WBC
train,0.9475160256410257,0.8733974358974359,0.7368421052631579,0.875,0.7999999999999999,28,AFP+MCHC+WBC
test,0.8802521008403361,0.8550420168067226,0.7058823529411765,0.8571428571428571,0.7741935483870968,28,AFP+MCHC+WBC
train,0.9591346153846154,0.8770032051282051,0.7941176470588235,0.84375,0.8181818181818182,29,AFP+MCHC+WBC
test,0.7815126050420168,0.6470588235294117,0.5,0.5,0.5,29,AFP+MCHC+WBC
train,0.9401041666666666,0.8669871794871795,0.717948717948718,0.875,0.7887323943661971,30,AFP+MCHC+WBC
test,0.888655462184874,0.9054621848739496,0.7647058823529411,0.9285714285714286,0.8387096774193549,30,AFP+MCHC+WBC
train,0.9547275641025641,0.8705929487179487,0.7714285714285715,0.84375,0.8059701492537314,31,AFP+MCHC+WBC
test,0.8067226890756303,0.76890756302521,0.625,0.7142857142857143,0.6666666666666666,31,AFP+MCHC+WBC
train,0.9443108974358974,0.8770032051282051,0.7941176470588235,0.84375,0.8181818181818182,32,AFP+MCHC+WBC
test,0.8172268907563024,0.76890756302521,0.625,0.7142857142857143,0.6666666666666666,32,AFP+MCHC+WBC
train,0.9499198717948718,0.8613782051282051,0.7878787878787878,0.8125,0.8,33,AFP+MCHC+WBC
test,0.7962184873949579,0.7899159663865546,0.6111111111111112,0.7857142857142857,0.6875000000000001,33,AFP+MCHC+WBC
train,0.9555288461538461,0.8798076923076923,0.7567567567567568,0.875,0.8115942028985507,34,AFP+MCHC+WBC
test,0.8277310924369747,0.819327731092437,0.6875,0.7857142857142857,0.7333333333333334,34,AFP+MCHC+WBC
train,0.9487179487179486,0.8485576923076923,0.7428571428571429,0.8125,0.7761194029850748,35,AFP+MCHC+WBC
test,0.8613445378151262,0.8256302521008403,0.631578947368421,0.8571428571428571,0.7272727272727273,35,AFP+MCHC+WBC
train,0.9455128205128206,0.8826121794871795,0.725,0.90625,0.8055555555555555,36,AFP+MCHC+WBC
test,0.8298319327731092,0.8634453781512605,0.8461538461538461,0.7857142857142857,0.8148148148148148,36,AFP+MCHC+WBC
train,0.9266826923076923,0.8513621794871795,0.7105263157894737,0.84375,0.7714285714285714,37,AFP+MCHC+WBC
test,0.9180672268907564,0.884453781512605,0.8,0.8571428571428571,0.8275862068965518,37,AFP+MCHC+WBC
train,0.938301282051282,0.8229166666666667,0.6666666666666666,0.8125,0.7323943661971831,38,AFP+MCHC+WBC
test,0.8991596638655462,0.8781512605042017,0.9166666666666666,0.7857142857142857,0.8461538461538461,38,AFP+MCHC+WBC
train,0.946113782051282,0.8890224358974359,0.7435897435897436,0.90625,0.8169014084507042,39,AFP+MCHC+WBC
test,0.8067226890756303,0.7415966386554622,0.7272727272727273,0.5714285714285714,0.64,39,AFP+MCHC+WBC
train,0.9190705128205129,0.8605769230769231,0.7,0.875,0.7777777777777777,40,AFP+MCHC+WBC
test,0.8949579831932774,0.8277310924369747,0.8333333333333334,0.7142857142857143,0.7692307692307692,40,AFP+MCHC+WBC
train,0.9551282051282052,0.8982371794871795,0.7317073170731707,0.9375,0.821917808219178,41,AFP+MCHC+WBC
test,0.7878151260504201,0.7058823529411764,0.7,0.5,0.5833333333333334,41,AFP+MCHC+WBC
train,0.9322916666666666,0.8357371794871795,0.7027027027027027,0.8125,0.7536231884057971,42,AFP+MCHC+WBC
test,0.907563025210084,0.884453781512605,0.8,0.8571428571428571,0.8275862068965518,42,AFP+MCHC+WBC
train,0.9393028846153847,0.8485576923076923,0.7428571428571429,0.8125,0.7761194029850748,43,AFP+MCHC+WBC
test,0.851890756302521,0.8256302521008403,0.631578947368421,0.8571428571428571,0.7272727272727273,43,AFP+MCHC+WBC
train,0.9595352564102564,0.8862179487179487,0.7777777777777778,0.875,0.823529411764706,44,AFP+MCHC+WBC
test,0.819327731092437,0.7394957983193278,0.5555555555555556,0.7142857142857143,0.6250000000000001,44,AFP+MCHC+WBC
train,0.9204727564102564,0.8265224358974359,0.7142857142857143,0.78125,0.7462686567164178,45,AFP+MCHC+WBC
test,0.930672268907563,0.9054621848739496,0.7647058823529411,0.9285714285714286,0.8387096774193549,45,AFP+MCHC+WBC
train,0.9563301282051282,0.8954326923076923,0.7631578947368421,0.90625,0.8285714285714286,46,AFP+MCHC+WBC
test,0.8109243697478992,0.6701680672268907,0.6666666666666666,0.42857142857142855,0.5217391304347826,46,AFP+MCHC+WBC
train,0.9206730769230769,0.8577724358974359,0.7297297297297297,0.84375,0.7826086956521738,47,AFP+MCHC+WBC
test,0.9726890756302521,0.9117647058823529,0.7,1.0,0.8235294117647058,47,AFP+MCHC+WBC
train,0.9318910256410258,0.8669871794871795,0.717948717948718,0.875,0.7887323943661971,48,AFP+MCHC+WBC
test,0.9369747899159663,0.8634453781512605,0.8461538461538461,0.7857142857142857,0.8148148148148148,48,AFP+MCHC+WBC
train,0.9246794871794871,0.8513621794871795,0.7105263157894737,0.84375,0.7714285714285714,49,AFP+MCHC+WBC
test,0.9348739495798319,0.8487394957983193,0.7857142857142857,0.7857142857142857,0.7857142857142857,49,AFP+MCHC+WBC
train,0.9507211538461539,0.8577724358974359,0.7297297297297297,0.84375,0.7826086956521738,50,AFP+MCHC+WBC
test,0.8319327731092436,0.7836134453781513,0.6666666666666666,0.7142857142857143,0.689655172413793,50,AFP+MCHC+WBC
train,0.9627403846153847,0.9146634615384616,0.8285714285714286,0.90625,0.8656716417910447,51,AFP+MCHC+WBC
test,0.7478991596638656,0.7457983193277311,0.5238095238095238,0.7857142857142857,0.6285714285714286,51,AFP+MCHC+WBC
train,0.9354967948717948,0.8641826923076923,0.75,0.84375,0.7941176470588235,52,AFP+MCHC+WBC
test,0.8697478991596639,0.8550420168067226,0.7058823529411765,0.8571428571428571,0.7741935483870968,52,AFP+MCHC+WBC
train,0.9290865384615385,0.8357371794871795,0.7027027027027027,0.8125,0.7536231884057971,53,AFP+MCHC+WBC
test,0.8403361344537814,0.8256302521008403,0.631578947368421,0.8571428571428571,0.7272727272727273,53,AFP+MCHC+WBC
train,0.9427083333333335,0.8513621794871795,0.7105263157894737,0.84375,0.7714285714285714,54,AFP+MCHC+WBC
test,0.8424369747899159,0.819327731092437,0.6875,0.7857142857142857,0.7333333333333334,54,AFP+MCHC+WBC
train,0.9302884615384616,0.8705929487179487,0.7714285714285715,0.84375,0.8059701492537314,55,AFP+MCHC+WBC
test,0.9012605042016807,0.8340336134453781,0.7333333333333333,0.7857142857142857,0.7586206896551724,55,AFP+MCHC+WBC
train,0.9607371794871794,0.8798076923076923,0.7567567567567568,0.875,0.8115942028985507,56,AFP+MCHC+WBC
test,0.7584033613445378,0.7478991596638656,0.6428571428571429,0.6428571428571429,0.6428571428571429,56,AFP+MCHC+WBC
train,0.9495192307692307,0.8890224358974359,0.7435897435897436,0.90625,0.8169014084507042,57,AFP+MCHC+WBC
test,0.8487394957983193,0.8340336134453781,0.7333333333333333,0.7857142857142857,0.7586206896551724,57,AFP+MCHC+WBC
train,0.9206730769230769,0.8605769230769231,0.7,0.875,0.7777777777777777,58,AFP+MCHC+WBC
test,0.8802521008403361,0.8340336134453781,0.7333333333333333,0.7857142857142857,0.7586206896551724,58,AFP+MCHC+WBC
train,0.9294871794871795,0.8449519230769231,0.6923076923076923,0.84375,0.7605633802816902,59,AFP+MCHC+WBC
test,0.9180672268907564,0.9348739495798319,0.8666666666666667,0.9285714285714286,0.896551724137931,59,AFP+MCHC+WBC
train,0.9258814102564102,0.8641826923076923,0.75,0.84375,0.7941176470588235,60,AFP+MCHC+WBC
test,0.9348739495798319,0.8907563025210083,0.7222222222222222,0.9285714285714286,0.8125000000000001,60,AFP+MCHC+WBC
train,0.9258814102564102,0.8201121794871795,0.6944444444444444,0.78125,0.7352941176470588,61,AFP+MCHC+WBC
test,0.9264705882352942,0.884453781512605,0.8,0.8571428571428571,0.8275862068965518,61,AFP+MCHC+WBC
train,0.9671474358974359,0.9174679487179487,0.7894736842105263,0.9375,0.8571428571428572,62,AFP+MCHC+WBC
test,0.7626050420168067,0.7542016806722689,0.5882352941176471,0.7142857142857143,0.6451612903225806,62,AFP+MCHC+WBC
train,0.9306891025641025,0.8449519230769231,0.6923076923076923,0.84375,0.7605633802816902,63,AFP+MCHC+WBC
test,0.876050420168067,0.8697478991596639,0.75,0.8571428571428571,0.7999999999999999,63,AFP+MCHC+WBC
train,0.9427083333333333,0.8641826923076923,0.75,0.84375,0.7941176470588235,64,AFP+MCHC+WBC
test,0.8361344537815125,0.7899159663865546,0.6111111111111112,0.7857142857142857,0.6875000000000001,64,AFP+MCHC+WBC
train,0.9391025641025641,0.8669871794871795,0.717948717948718,0.875,0.7887323943661971,65,AFP+MCHC+WBC
test,0.861344537815126,0.7983193277310925,0.7142857142857143,0.7142857142857143,0.7142857142857143,65,AFP+MCHC+WBC
train,0.9320913461538463,0.8421474358974359,0.7222222222222222,0.8125,0.7647058823529411,66,AFP+MCHC+WBC
test,0.907563025210084,0.8487394957983193,0.7857142857142857,0.7857142857142857,0.7857142857142857,66,AFP+MCHC+WBC
train,0.9294871794871795,0.8605769230769231,0.7,0.875,0.7777777777777777,67,AFP+MCHC+WBC
test,0.838235294117647,0.8277310924369747,0.8333333333333334,0.7142857142857143,0.7692307692307692,67,AFP+MCHC+WBC
train,0.9387019230769231,0.8798076923076923,0.7567567567567568,0.875,0.8115942028985507,68,AFP+MCHC+WBC
test,0.9138655462184874,0.8403361344537814,0.6666666666666666,0.8571428571428571,0.75,68,AFP+MCHC+WBC
train,0.9551282051282052,0.9082532051282051,0.8055555555555556,0.90625,0.8529411764705882,69,AFP+MCHC+WBC
test,0.8109243697478992,0.76890756302521,0.625,0.7142857142857143,0.6666666666666666,69,AFP+MCHC+WBC
train,0.9407051282051282,0.8613782051282051,0.7878787878787878,0.8125,0.8,70,AFP+MCHC+WBC
test,0.8130252100840336,0.8109243697478992,0.6,0.8571428571428571,0.7058823529411764,70,AFP+MCHC+WBC
train,0.9427083333333334,0.8669871794871795,0.717948717948718,0.875,0.7887323943661971,71,AFP+MCHC+WBC
test,0.8571428571428572,0.8487394957983193,0.7857142857142857,0.7857142857142857,0.7857142857142857,71,AFP+MCHC+WBC
train,0.9381009615384615,0.8826121794871795,0.725,0.90625,0.8055555555555555,72,AFP+MCHC+WBC
test,0.8686974789915967,0.8487394957983193,0.7857142857142857,0.7857142857142857,0.7857142857142857,72,AFP+MCHC+WBC
train,0.9515224358974359,0.8762019230769231,0.7073170731707317,0.90625,0.7945205479452054,73,AFP+MCHC+WBC
test,0.8371848739495799,0.7836134453781513,0.6666666666666666,0.7142857142857143,0.689655172413793,73,AFP+MCHC+WBC
train,0.953926282051282,0.8770032051282051,0.7941176470588235,0.84375,0.8181818181818182,74,AFP+MCHC+WBC
test,0.8256302521008404,0.796218487394958,0.5714285714285714,0.8571428571428571,0.6857142857142857,74,AFP+MCHC+WBC
train,0.937099358974359,0.8577724358974359,0.7297297297297297,0.84375,0.7826086956521738,75,AFP+MCHC+WBC
test,0.8697478991596639,0.8046218487394958,0.6470588235294118,0.7857142857142857,0.7096774193548386,75,AFP+MCHC+WBC
train,0.9379006410256411,0.8577724358974359,0.7297297297297297,0.84375,0.7826086956521738,76,AFP+MCHC+WBC
test,0.8865546218487395,0.7983193277310925,0.7142857142857143,0.7142857142857143,0.7142857142857143,76,AFP+MCHC+WBC
train,0.9775641025641025,0.936698717948718,0.8571428571428571,0.9375,0.8955223880597014,77,AFP+MCHC+WBC
test,0.6806722689075629,0.6176470588235294,0.4375,0.5,0.4666666666666667,77,AFP+MCHC+WBC
train,0.9310897435897436,0.8577724358974359,0.7297297297297297,0.84375,0.7826086956521738,78,AFP+MCHC+WBC
test,0.9075630252100841,0.8340336134453781,0.7333333333333333,0.7857142857142857,0.7586206896551724,78,AFP+MCHC+WBC
train,0.953125,0.9018429487179487,0.7837837837837838,0.90625,0.8405797101449275,79,AFP+MCHC+WBC
test,0.7899159663865546,0.8046218487394958,0.6470588235294118,0.7857142857142857,0.7096774193548386,79,AFP+MCHC+WBC
train,0.936698717948718,0.8513621794871795,0.7105263157894737,0.84375,0.7714285714285714,80,AFP+MCHC+WBC
test,0.8949579831932772,0.8130252100840336,0.7692307692307693,0.7142857142857143,0.7407407407407408,80,AFP+MCHC+WBC
train,0.9360977564102564,0.8826121794871795,0.725,0.90625,0.8055555555555555,81,AFP+MCHC+WBC
test,0.8424369747899159,0.8277310924369747,0.8333333333333334,0.7142857142857143,0.7692307692307692,81,AFP+MCHC+WBC
train,0.9499198717948717,0.8826121794871795,0.725,0.90625,0.8055555555555555,82,AFP+MCHC+WBC
test,0.8235294117647058,0.7773109243697479,0.75,0.6428571428571429,0.6923076923076924,82,AFP+MCHC+WBC
train,0.9322916666666667,0.8485576923076923,0.7428571428571429,0.8125,0.7761194029850748,83,AFP+MCHC+WBC
test,0.8781512605042017,0.8109243697478992,0.6,0.8571428571428571,0.7058823529411764,83,AFP+MCHC+WBC
train,0.9563301282051282,0.8605769230769231,0.7,0.875,0.7777777777777777,84,AFP+MCHC+WBC
test,0.8739495798319328,0.8634453781512605,0.8461538461538461,0.7857142857142857,0.8148148148148148,84,AFP+MCHC+WBC
train,0.9204727564102564,0.8357371794871795,0.7027027027027027,0.8125,0.7536231884057971,85,AFP+MCHC+WBC
test,0.9117647058823528,0.8487394957983193,0.7857142857142857,0.7857142857142857,0.7857142857142857,85,AFP+MCHC+WBC
train,0.954326923076923,0.8697916666666667,0.6904761904761905,0.90625,0.7837837837837837,86,AFP+MCHC+WBC
test,0.8508403361344539,0.8130252100840336,0.7692307692307693,0.7142857142857143,0.7407407407407408,86,AFP+MCHC+WBC
train,0.967948717948718,0.8705929487179487,0.7714285714285715,0.84375,0.8059701492537314,87,AFP+MCHC+WBC
test,0.7899159663865546,0.703781512605042,0.5294117647058824,0.6428571428571429,0.5806451612903226,87,AFP+MCHC+WBC
train,0.9619391025641026,0.8990384615384616,0.8235294117647058,0.875,0.8484848484848485,88,AFP+MCHC+WBC
test,0.7542016806722689,0.7605042016806722,0.55,0.7857142857142857,0.6470588235294117,88,AFP+MCHC+WBC
train,0.9210737179487178,0.8669871794871795,0.717948717948718,0.875,0.7887323943661971,89,AFP+MCHC+WBC
test,0.9222689075630253,0.8697478991596639,0.75,0.8571428571428571,0.7999999999999999,89,AFP+MCHC+WBC
train,0.9523237179487178,0.8798076923076923,0.7567567567567568,0.875,0.8115942028985507,90,AFP+MCHC+WBC
test,0.8361344537815125,0.726890756302521,0.6666666666666666,0.5714285714285714,0.6153846153846153,90,AFP+MCHC+WBC
train,0.9587339743589743,0.8954326923076923,0.7631578947368421,0.90625,0.8285714285714286,91,AFP+MCHC+WBC
test,0.8235294117647058,0.726890756302521,0.6666666666666666,0.5714285714285714,0.6153846153846153,91,AFP+MCHC+WBC
train,0.9350961538461539,0.8513621794871795,0.7105263157894737,0.84375,0.7714285714285714,92,AFP+MCHC+WBC
test,0.9222689075630253,0.8613445378151261,0.65,0.9285714285714286,0.7647058823529412,92,AFP+MCHC+WBC
train,0.9358974358974359,0.8577724358974359,0.7297297297297297,0.84375,0.7826086956521738,93,AFP+MCHC+WBC
test,0.9222689075630253,0.884453781512605,0.8,0.8571428571428571,0.8275862068965518,93,AFP+MCHC+WBC
train,0.9419070512820513,0.8485576923076923,0.7428571428571429,0.8125,0.7761194029850748,94,AFP+MCHC+WBC
test,0.8613445378151261,0.8550420168067226,0.7058823529411765,0.8571428571428571,0.7741935483870968,94,AFP+MCHC+WBC
train,0.9399038461538461,0.8705929487179487,0.7714285714285715,0.84375,0.8059701492537314,95,AFP+MCHC+WBC
test,0.846638655462185,0.7899159663865546,0.6111111111111112,0.7857142857142857,0.6875000000000001,95,AFP+MCHC+WBC
train,0.9411057692307693,0.8577724358974359,0.7297297297297297,0.84375,0.7826086956521738,96,AFP+MCHC+WBC
test,0.9159663865546218,0.8697478991596639,0.75,0.8571428571428571,0.7999999999999999,96,AFP+MCHC+WBC
train,0.9391025641025641,0.8669871794871795,0.717948717948718,0.875,0.7887323943661971,97,AFP+MCHC+WBC
test,0.8718487394957983,0.8130252100840336,0.7692307692307693,0.7142857142857143,0.7407407407407408,97,AFP+MCHC+WBC
train,0.950721153846154,0.8733974358974359,0.7368421052631579,0.875,0.7999999999999999,98,AFP+MCHC+WBC
test,0.8298319327731092,0.7626050420168067,0.6923076923076923,0.6428571428571429,0.6666666666666666,98,AFP+MCHC+WBC
train,0.9567307692307692,0.8549679487179487,0.7647058823529411,0.8125,0.787878787878788,99,AFP+MCHC+WBC
test,0.8088235294117647,0.8046218487394958,0.6470588235294118,0.7857142857142857,0.7096774193548386,99,AFP+MCHC+WBC
train,0.9346955128205128,0.8485576923076923,0.7428571428571429,0.8125,0.7761194029850748,100,AFP+MCHC+WBC
test,0.9138655462184875,0.8613445378151261,0.65,0.9285714285714286,0.7647058823529412,100,AFP+MCHC+WBC
train,0.9390394088669951,0.8768472906403941,0.8,0.8571428571428571,0.8275862068965518,1,AFP+MCHC+WBC+MARCKS
test,0.8646153846153846,0.8046153846153846,0.7142857142857143,0.7692307692307693,0.7407407407407408,1,AFP+MCHC+WBC+MARCKS
train,0.9291871921182266,0.8596059113300492,0.75,0.8571428571428571,0.7999999999999999,2,AFP+MCHC+WBC+MARCKS
test,0.8707692307692307,0.8046153846153846,0.7142857142857143,0.7692307692307693,0.7407407407407408,2,AFP+MCHC+WBC+MARCKS
train,0.9519704433497537,0.8503694581280787,0.7666666666666667,0.8214285714285714,0.793103448275862,3,AFP+MCHC+WBC+MARCKS
test,0.8830769230769232,0.8815384615384616,0.75,0.9230769230769231,0.8275862068965517,3,AFP+MCHC+WBC+MARCKS
train,0.956896551724138,0.8768472906403941,0.8,0.8571428571428571,0.8275862068965518,4,AFP+MCHC+WBC+MARCKS
test,0.8676923076923077,0.8430769230769231,0.7333333333333333,0.8461538461538461,0.7857142857142856,4,AFP+MCHC+WBC+MARCKS
