,fit_time,score_time,test_precision,test_recall,test_f1,test_balanced_accuracy,test_roc_auc,model
0,0.035093069076538086,0.010296106338500977,0.5,0.8333333333333334,0.625,0.7083333333333334,0.8194444444444445,AdaBoostClassifier
1,0.03419995307922363,0.009812116622924805,0.6,0.6,0.6,0.7166666666666667,0.6833333333333333,AdaBoostClassifier
2,0.03397989273071289,0.009613037109375,0.5,0.4,0.4444444444444445,0.6166666666666667,0.7583333333333333,AdaBoostClassifier
3,0.03378701210021973,0.00957179069519043,0.6,0.5,0.5454545454545454,0.6590909090909092,0.8181818181818182,AdaBoostClassifier
4,0.03559279441833496,0.009985208511352539,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.696969696969697,0.7424242424242423,AdaBoostClassifier
5,0.03395700454711914,0.009598970413208008,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.75,0.8055555555555555,AdaBoostClassifier
6,0.03372025489807129,0.00954294204711914,0.6,0.6,0.6,0.7166666666666667,0.7833333333333333,AdaBoostClassifier
7,0.03357195854187012,0.009565114974975586,1.0,0.6,0.7499999999999999,0.8,0.8833333333333333,AdaBoostClassifier
8,0.03445720672607422,0.009851932525634766,0.5,0.5,0.5,0.6136363636363636,0.6515151515151515,AdaBoostClassifier
9,0.033698081970214844,0.00952291488647461,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.49242424242424243,0.5378787878787878,AdaBoostClassifier
10,0.03362107276916504,0.009505033493041992,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.8333333333333334,0.7777777777777779,AdaBoostClassifier
11,0.033712148666381836,0.009546041488647461,0.5,0.4,0.4444444444444445,0.6166666666666667,0.55,AdaBoostClassifier
12,0.03367900848388672,0.009512901306152344,0.6666666666666666,0.4,0.5,0.6583333333333333,0.7333333333333334,AdaBoostClassifier
13,0.03363990783691406,0.00950932502746582,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8712121212121212,0.9696969696969697,AdaBoostClassifier
14,0.03361201286315918,0.009484052658081055,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7424242424242424,0.9242424242424242,AdaBoostClassifier
15,0.033677101135253906,0.009479999542236328,0.5,0.16666666666666666,0.25,0.5416666666666666,0.6666666666666666,AdaBoostClassifier
16,0.03366208076477051,0.009544134140014648,0.6666666666666666,0.4,0.5,0.6583333333333333,0.8666666666666667,AdaBoostClassifier
17,0.03367280960083008,0.00950312614440918,0.5555555555555556,1.0,0.7142857142857143,0.8333333333333333,0.9500000000000001,AdaBoostClassifier
18,0.03358793258666992,0.009466171264648438,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.696969696969697,0.7727272727272727,AdaBoostClassifier
19,0.03357887268066406,0.009516000747680664,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.696969696969697,0.7878787878787878,AdaBoostClassifier
20,0.03358125686645508,0.009530782699584961,0.5,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.7152777777777778,AdaBoostClassifier
21,0.034509897232055664,0.010556936264038086,0.5555555555555556,1.0,0.7142857142857143,0.8333333333333333,0.9666666666666667,AdaBoostClassifier
22,0.03438305854797363,0.009827136993408203,1.0,0.8,0.888888888888889,0.9,0.9833333333333333,AdaBoostClassifier
23,0.03363990783691406,0.010236263275146484,1.0,0.3333333333333333,0.5,0.6666666666666666,0.696969696969697,AdaBoostClassifier
24,0.03531169891357422,0.009849071502685547,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.6212121212121212,0.7727272727272728,AdaBoostClassifier
25,0.03414607048034668,0.009567975997924805,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.8333333333333334,0.9166666666666667,AdaBoostClassifier
26,0.03576922416687012,0.010253667831420898,0.6,0.6,0.6,0.7166666666666667,0.8916666666666667,AdaBoostClassifier
27,0.034111976623535156,0.00966501235961914,0.5,1.0,0.6666666666666666,0.7916666666666667,0.9333333333333333,AdaBoostClassifier
28,0.03365302085876465,0.009532928466796875,0.5,0.3333333333333333,0.4,0.5757575757575758,0.6363636363636364,AdaBoostClassifier
29,0.03357815742492676,0.00952911376953125,0.5,0.6666666666666666,0.5714285714285715,0.6515151515151515,0.7121212121212122,AdaBoostClassifier
30,0.0335087776184082,0.00953817367553711,0.5,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.7083333333333334,AdaBoostClassifier
31,0.033560752868652344,0.009542226791381836,0.6666666666666666,0.8,0.7272727272727272,0.8166666666666667,0.8333333333333334,AdaBoostClassifier
32,0.033529043197631836,0.009537220001220703,0.8,0.8,0.8000000000000002,0.8583333333333334,0.9166666666666667,AdaBoostClassifier
33,0.03357386589050293,0.009566783905029297,0.75,0.5,0.6,0.7045454545454546,0.7727272727272727,AdaBoostClassifier
34,0.03351998329162598,0.00949716567993164,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.48484848484848486,0.48484848484848486,AdaBoostClassifier
35,0.0334782600402832,0.009473800659179688,0.5,0.5,0.5,0.625,0.5833333333333334,AdaBoostClassifier
36,0.03366684913635254,0.009530067443847656,0.8333333333333334,1.0,0.9090909090909091,0.9583333333333333,0.9666666666666667,AdaBoostClassifier
37,0.03342413902282715,0.009505987167358398,0.7142857142857143,1.0,0.8333333333333333,0.9166666666666667,0.9833333333333333,AdaBoostClassifier
38,0.033640146255493164,0.009536981582641602,0.4,0.3333333333333333,0.3636363636363636,0.5303030303030303,0.5757575757575758,AdaBoostClassifier
39,0.033564090728759766,0.009528875350952148,0.75,0.5,0.6,0.7045454545454546,0.9393939393939393,AdaBoostClassifier
